---
season: 2021-22
division: d2
gender: women
description: schedule/scoreboard from conference websites
updated: 2022-01-21
past: 83 (9%)
today: 1 (0%)
future: 779 (88%)
completed: 82 (98%)
postponed: 1 (1%)
unreported: 1 (1%)
total: 882
---
source	id	dateET	timeET	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	domain	dateGMT	tournament	timeZone	timeDisplay	location	facility	tv	radio	links
 PSAC	112226	2021-10-23	    TBA	W		BING 	vs		MERCY	L	3-4	N	 	d1/d2  		                 		ET	TBA       	Buffalo, NY                         				
 PSAC	112225	2021-10-23	    TBA	W		MERCY	at		BUFF 	L	0-7	 	 	d2/d1  		                 		ET	TBA       	Buffalo, NY                         				
   CC	 68455	2021-10-23	10:00am	W		NEW  	at		NGC  	W	4-0	 	 	d2     		2021-10-23T14:00Z		ET	10:00 a.m.	Tigerville, SC                      				
   CC	 69223	2021-10-23	12:00pm	W		EMHEN	at		KING 	L	2-5	 	 	d3/d2  		2021-10-23T16:00Z		ET	12:00 p.m.	Bristol, TN                         				[Box Score](/boxscore.aspx?id=bcKd4iQNfbQ8Ez23IFrutW%2bxFsDkBgIn5rJzcv0z860WZHjQUPjL8UZQdkbHrCW59hP%2boRB0aRsw5SfW8zUf7S1Rkwqxrs2UY71wgU7t9z5yey7T3Zi2fQvtc6aI9DMB&path=wten)
   CC	 68367	2021-10-23	 1:00pm	W		CONV 	at		CAT  	W	4-3	 	 	d2     		2021-10-23T17:00Z		ET	1:00 p.m. 	Salisbury, NC                       				
 PSAC	112212	2021-10-23	 2:30pm	W		CUP  	at		LHU  	W	6-1	 	 	d2     		2021-10-23T18:30Z		ET	2:30 P.M. 	Lock Haven, PA                      				[Box Score](/boxscore.aspx?id=7Gx48kkB20iPlOppZhxXHy%2f5Zy4VtNXkGzuHdKHXRgmlniS0rjvV7Rw%2b8vNJZeW7y1qd3HdpVxZRdPChBm514ofnaLGYQLAPvX8qMPfh%2fQJ9kI5aM07AkaArGcWbi2gI&path=wten)
   CC	 68456	2021-10-23	 3:00pm	W		MARS 	at		NGC  	L	0-5	 	 	d2     		2021-10-23T19:00Z		ET	3:00 p.m. 	Tigerville, SC                      				
 GLVC	132827	2021-10-23	 4:00pm	W		WJC  	at		WUT  	L	0-7	 	 	d2     		2021-10-23T20:00Z		CT	3:00 P.M. 	Topeka, KS                          				[Box Score](/boxscore.aspx?id=7Gx48kkB20iPlOppZhxXHy%2f5Zy4VtNXkGzuHdKHXRglHIARg3QYR5%2fBgSCyuqNll341UeqqfapDZf7dLktzvLzaKpMKsWCRx1G7G%2bptMhyEEpZugHtfXAWl4d2N6mWw00CE%2bOHfSyW5yi2AIABoeBA%3d%3d&path=wten)
   CC	 69235	2021-10-27	 2:00pm	W		ANDSC	at		NGC  	W	6-1	 	 	d2     		2021-10-27T18:00Z		ET	2:00 p.m. 	Tigerville, SC                      				
   CC	 68481	2021-10-29	 1:00pm	W		SWU  	at		NEW  	L	0-7	 	 	d2     		2021-10-29T17:00Z		ET	1:00 p.m. 	Newberry, SC                        				[Box Score](/boxscore.aspx?id=Q%2bDH8cpEPZr0%2bdXvz7ZLg3KVb%2bwSBCq1iYssPPimEGUwoRBKCljychyyb7sSXhkEfA7Zv%2bBIIJCvxgMgnyjNPlFX6J0nUG5uhfDSVaQcF%2bxDaP031r8MHUlekLeoV%2bXS&path=wten)
 GLVC	132720	2021-11-03	11:00am	W		ROCKH	vs		WJC  	W	7-0	N	 	d2     		2021-11-03T15:00Z		CT	10:00 A.M.	Kansas City, MO                     				[Box Score](/boxscore.aspx?id=7Gx48kkB20iPlOppZhxXHy%2f5Zy4VtNXkGzuHdKHXRgmBQj4z8h2uGfgub9kqYeXuWfuxol5Xg9HLhDez550W8f36vY3yrRm8r%2ba5HlgzxtwQ3eRgJphqixeTtsyPNcqfXkUGAi51zM3qf%2bCpCSsFJA%3d%3d&path=wten)
   CC	 68395	2022-01-15	 4:00pm	W		EMM  	at		FUR  	L	0-7	 	 	d2/d1  		2022-01-15T21:00Z		ET	4:00 p.m. 	Greenville, SC                      				[Box Score](/boxscore.aspx?id=tuBAzSyZL2EN8DRzJ1Dc0MyKWXtvcBC1Z6NjAFtGG2dXCdDWYcHnwyk292sUdJIi4Lvw2DTBjJuGcMPtxAg4Sb6MvAKmzotNDbpo8ZCYEDc9PlxNZcGBbx9392Boeptk&path=wten)
  GSC	 59125	2022-01-20	12:00pm	W		JVST 	at		LEE  	P	   	 	 	d1/d2  		2022-01-20T17:00Z		ET	12:00 P.M.	Cleveland, TN                       				[Live Stats](https://twitter.com/LeeUTennisLive)
 GLVC	132580	2022-01-21	10:00am	W		MIAOH	at		INDI 	 	   	 	 	d1/d2  		2022-01-21T15:00Z		ET	10:00 A.M.	Indianapolis, IN                    				
  GSC	 59126	2022-01-22	 2:00pm	W		LEE  	at		BEL  	 	   	 	 	d2/d1  		2022-01-22T19:00Z		ET	2:00 P.M. 	Nashville, TN                       				[Live Stats](https://twitter.com/LeeUTennisLive)
 GLVC	132598	2022-01-22	 3:00pm	W		IWES 	at		INDI 	 	   	 	 	naia/d2		2022-01-22T20:00Z		ET	3:00 P.M. 	Indianapolis, IN                    				
 GLVC	132599	2022-01-26	12:00pm	W		NWOH 	at		INDI 	 	   	 	 	naia/d2		2022-01-26T17:00Z		ET	12:00 P.M.	Indianapolis, IN                    				
  LSC	 99156	2022-01-28	 3:00pm	W		MCMUR	at		MSUTX	 	   	 	 	d3     		2022-01-28T20:00Z		CT	2 p.m.    	Wichita Falls, TX                   				
  LSC	 99246	2022-01-30	    TBA	W		USTMN	at		UTPB 	 	   	 	 	d1/d2  		                 		CT	TBA       	Midland, TX                         				
   CC	 68396	2022-01-30	 2:00pm	W		EMM  	at		MER  	 	   	 	 	d2/d1  		2022-01-30T19:00Z		ET	2:00 p.m. 	Macon, GA                           				
  LSC	 99198	2022-02-01	       	W		A&MKN	at		A&MCC	 	   	 	 	d2/d1  		                 		CT	          	Corpus Christi, TX                  				
  GSC	 59752	2022-02-01	 1:00pm	W		VAL  	at		GCSU 	 	   	 	 	d2     		2022-02-01T18:00Z		ET	1:00 P.M. 	Milledgeville, GA                   				
   CC	 68933	2022-02-01	 2:00pm	W		NEW  	at		ERSK 	 	   	 	 	d2     		2022-02-01T19:00Z		ET	2:00 p.m. 	Due West, SC                        				
  PBC	 60681	2022-02-01	 2:00pm	W		VAL  	at		GCSU 	 	   	 	 	d2     		2022-02-01T19:00Z		  	2:00 P.M. 	Milledgeville, GA                   				
  PBC	 60355	2022-02-02	    TBA	W		BEN  	at		AGSTA	 	   	 	 	d2     		                 		ET	TBA       	Augusta, GA                         				
  PBC	 60197	2022-02-02	 2:00pm	W		COL  	at		ANDSC	 	   	 	 	d2     		2022-02-02T19:00Z		ET	2:00 P.M. 	Anderson, SC                        				
 GLVC	132581	2022-02-02	 3:00pm	W		IUPUI	at		INDI 	 	   	 	 	d1/d2  		2022-02-02T20:00Z		ET	3:00 P.M. 	Indianapolis, IN                    				
  GSC	 59210	2022-02-03	 2:00pm	W		CEACC	at		WGA  	 	   	 	 	juco/d2		2022-02-03T19:00Z		ET	2:00 P.M. 	Carrollton, GA                      				
  PBC	 60356	2022-02-04	    TBA	W		AGSTA	at		FMU  	 	   	 	 	d2     		                 		ET	TBA       	Florence, SC                        				
G-MAC	 35437	2022-02-04	    TBA	W		FIND 	at		TOL  	 	   	 	 	d2/d1  		                 		  	TBA       	Toledo, OH                          				
 PSAC	112157	2022-02-04	    TBA	W		IUP  	at		NIA  	 	   	 	 	d2/d1  		                 		ET	TBA       	Niagara Falls, NY                   				
  LSC	 99127	2022-02-04	11:00am	W		ETXBP	at		DBAP 	 	   	 	 	d3/d2  		2022-02-04T16:00Z		CT	10 a.m.   	Arlington, TX                       				
  GSC	 59504	2022-02-04	12:00pm	W		SPHC 	at		AUBM 	 	   	 	 	d2     		2022-02-04T17:00Z		CT	11:00 A.M.	Montgomery, AL                      				[Live Stats](https://docs.google.com/document/d/1roC1PGNBL8QQMCGiFpKMGZ1TlpYylTHRMmNtutvhOQ8/edit)
  GSC	 59209	2022-02-04	 1:00pm	W		WGA  	at		POINT	 	   	 	 	d2/naia		2022-02-04T18:00Z		ET	1:00 P.M. 	West Point, GA                      				
   CC	 68934	2022-02-04	 2:00pm	W		CAT  	at		ERSK 	 	   	 	 	d2     		2022-02-04T19:00Z		ET	2:00 p.m. 	Due West, SC                        				
  PBC	 60196	2022-02-04	 2:00pm	W		COL  	at		ALST 	 	   	 	 	d2/d1  		2022-02-04T19:00Z		ET	2:00 P.M. 	Montgomery, AL                      				
  PBC	 60682	2022-02-04	 2:00pm	W		GCSU 	at		EMM  	 	   	 	 	d2     		2022-02-04T19:00Z		  	2:00 P.M. 	Franklin Springs, GA                				
  LSC	 99081	2022-02-04	 3:00pm	W		CAM  	at		UTA  	 	   	 	 	d2/d1  		2022-02-04T20:00Z		CT	2 p.m.    	Arlington, TX                       				
  LSC	 99123	2022-02-04	 4:00pm	W		LETOU	at		DBAP 	 	   	 	 	d3/d2  		2022-02-04T21:00Z		CT	3 p.m.    	Arlington, TX                       				
  GSC	 58998	2022-02-04	 4:00pm	W		TUSK 	at		AUBM 	 	   	 	 	d2     		2022-02-04T21:00Z		CT	3:00 P.M. 	Montgomery, AL                      				[Live Stats](https://docs.google.com/document/d/1roC1PGNBL8QQMCGiFpKMGZ1TlpYylTHRMmNtutvhOQ8/edit)
 PSAC	112345	2022-02-04	 6:00pm	W		SRU  	at		CMU  	 	   	 	 	d2/d3  		2022-02-04T23:00Z		ET	6:00 P.M. 	Wexford, PA                         				
 GLVC	132694	2022-02-04	 6:00pm	W		UMSL 	at		SLU  	 	   	 	 	d2/d1  		2022-02-04T23:00Z		CT	5:00 P.M. 	Saint Louis, MO                     				
 GLVC	132626	2022-02-04	 6:30pm	W		USTMN	at		LEWIS	 	   	 	 	d1/d3  		2022-02-04T23:30Z		CT	5:30 P.M. 	Homewood, IL                        				
 PSAC	112158	2022-02-05	    TBA	W		IUP  	at		BUFF 	 	   	 	 	d2/d1  		                 		ET	TBA       	Buffalo, NY                         				
  PBC	 60303	2022-02-05	    TBA	W		UNG  	at		TUSC 	 	   	 	 	d2     		                 		ET	TBA       	Greeneville, TN                     				
  LSC	 99194	2022-02-05	 9:00am	W		TABOR	at		SMTX 	 	   	 	 	naia/d2		2022-02-05T14:00Z		CT	8 a.m.    	San Antonio, TX                     				
  PBC	 60239	2022-02-05	10:00am	W		FLAG 	at		BAR  	 	   	 	 	d2     		2022-02-05T15:00Z		ET	10:00 A.M.	Miami Shores, FL                    				
  LSC	 99116	2022-02-05	10:00am	W		MCMUR	at		DBAP 	 	   	 	 	d3/d2  		2022-02-05T15:00Z		CT	9 a.m.    	Arlington, TX                       				
 GLVC	132617	2022-02-05	11:00am	W		LEWIS	at		NIU  	 	   	 	 	d3/d1  		2022-02-05T16:00Z		CT	10:00 A.M.	DeKalb, IL                          				
  GSC	 59111	2022-02-05	12:00pm	W		KING 	at		LEE  	 	   	 	 	d2     		2022-02-05T17:00Z		ET	12:00 P.M.	Cleveland, TN                       				[Live Stats](https://twitter.com/LeeUTennisLive)
  GSC	 59153	2022-02-05	12:00pm	W		TUSK 	at		SHO  	 	   	 	 	d2     		2022-02-05T17:00Z		ET	12:00 P.M.	Rome, GA                            				
  PBC	 60683	2022-02-05	 1:00pm	W		CLKGA	at		GCSU 	 	   	 	 	d2     		2022-02-05T18:00Z		  	1:00 P.M. 	Franklin Springs, GA                				
   CC	 69224	2022-02-05	 1:00pm	W		KING 	at		LEE  	 	   	 	 	d2     		2022-02-05T18:00Z		ET	1:00 p.m. 	Clevland, TN                        				
  PBC	 60333	2022-02-05	 1:00pm	W		REINH	at		YOUNG	 	   	 	 	naia/d2		2022-02-05T18:00Z		ET	1:00 P.M. 	Young Harris, GA                    				
 GLVC	132828	2022-02-05	 2:00pm	W		BAKER	at		WJC  	 	   	 	 	naia/d2		2022-02-05T19:00Z		CT	1:00 P.M. 	Liberty, MO                         				
   CC	 68398	2022-02-05	 2:00pm	W		EMM  	at		WOF  	 	   	 	 	d2/d1  		2022-02-05T19:00Z		ET	2:00 p.m. 	Spartanburg, SC                     				
 GLVC	132582	2022-02-05	 2:00pm	W		INDI 	at		BG   	 	   	 	 	d2/d1  		2022-02-05T19:00Z		ET	2:00 P.M. 	Bowling Green, OH                   				
 GLVC	132721	2022-02-05	 2:00pm	W		ROCKH	at		WUT  	 	   	 	 	d2     		2022-02-05T19:00Z		CT	1:00 P.M. 	Topeka, KS                          				
  LSC	 99132	2022-02-05	 2:00pm	W		TXWES	at		DBAP 	 	   	 	 	naia/d2		2022-02-05T19:00Z		CT	1 p.m.    	Arlington, TX                       				
 GLVC	132763	2022-02-05	 3:30pm	W		CED  	vs		USI  	 	   	N	 	d2     		2022-02-05T20:30Z		CT	2:30 P.M. 	Dayton, OH                          				
  LSC	 99176	2022-02-05	 5:00pm	W		SCHR 	at		SMTX 	 	   	 	 	d3/d2  		2022-02-05T22:00Z		CT	4 p.m.    	San Antonio, TX                     				
G-MAC	 35438	2022-02-06	    TBA	W		FIND 	at		GVSU 	 	   	 	 	d2     		                 		  	TBA       	Allendale, MI                       				
  PBC	 60304	2022-02-06	10:00am	W		UNG  	at		CNC  	 	   	 	 	d2     		2022-02-06T15:00Z		ET	10:00 A.M.	Jefferson City, TN                  				
  LSC	 99306	2022-02-06	11:00am	W		TXTYL	at		UCO  	 	   	 	 	d2     		2022-02-06T16:00Z		CT	10 a.m.   	Edmond, OK                          				
  PBC	 60198	2022-02-06	 1:00pm	W		COL  	at		WING 	 	   	 	 	d2     		2022-02-06T18:00Z		ET	1:00 P.M. 	Wingate, NC                         				
  PBC	 60240	2022-02-06	 1:00pm	W		FLAG 	at		PBAU 	 	   	 	 	d2     		2022-02-06T18:00Z		ET	1:00 P.M. 	West Palm Beach, FL                 				
G-MAC	 35400	2022-02-06	 1:00pm	W		PNW  	at		HIL  	 	   	 	 	d2     		2022-02-06T18:00Z		  	1:00 P.M. 	Grand Rapids, MI                    				
 GLVC	132709	2022-02-06	 2:00pm	W		MUSL 	at		QU   	 	   	 	C	d2     		2022-02-06T19:00Z		CT	1:00 P.M. 	Quincy, IL                          				
  GSC	 59108	2022-02-08	 1:00pm	W		TUSC 	at		LEE  	 	   	 	 	d2     		2022-02-08T18:00Z		ET	1:00 P.M. 	Cleveland, TN                       				[Live Stats](https://twitter.com/LeeUTennisLive)
   CC	 68958	2022-02-08	 2:00pm	W		MOL  	at		COK  	 	   	 	 	d2     		2022-02-08T19:00Z		ET	2:00 p.m. 	Hartsville, SC                      				
  GSC	 59181	2022-02-08	 3:00pm	W		W AL 	at		MC   	 	   	 	C	d2     		2022-02-08T20:00Z		CT	2:00 P.M. 	Clinton, MS                         				
  PBC	 60305	2022-02-09	    TBA	W		ANDIN	at		UNG  	 	   	 	 	d3/d2  		                 		ET	TBA       	Dahlonega, GA                       				
  PBC	 60277	2022-02-09	 1:00pm	W		LMRC 	at		LAN  	 	   	 	 	d2     		2022-02-09T18:00Z		ET	1:00 P.M. 	Greenwood, SC                       				
  GSC	 59097	2022-02-09	 2:00pm	W		SHO  	at		DLST 	 	   	 	C	d2     		2022-02-09T19:00Z		CT	1:00 P.M. 	Cleveland, MS                       				
   CC	 68368	2022-02-10	 1:30pm	W		LIME 	at		CONV 	 	   	 	 	d2     		2022-02-10T18:30Z		ET	1:30 p.m. 	Spartanburg, SC                     				
  GSC	 59130	2022-02-10	 2:00pm	W		CEACC	at		MON  	 	   	 	 	juco/d2		2022-02-10T19:00Z		CT	1:00 P.M. 	Montevallo, AL                      				
  LSC	 99178	2022-02-10	 3:30pm	W		SMTX 	at		TXLUT	 	   	 	 	d2/d3  		2022-02-10T20:30Z		CT	2:30 p.m. 	Seguin, TX                          				
  LSC	 99333	2022-02-10	 5:00pm	W		WNMU 	at		AZCHR	 	   	 	 	d2/naia		2022-02-10T22:00Z		MT	3 p.m.    	Glendale, AZ                        				
  GSC	 59088	2022-02-11	    TBA	W		DLST 	vs		OUA  	 	   	N	 	d2     		                 		CT	TBA       	Arkadelphia, AR                     				
  PBC	 60306	2022-02-11	    TBA	W		UNG  	at		VAL  	 	   	 	 	d2     		                 		ET	TBA       	Valdosta, GA                        				
 GLVC	132602	2022-02-11	 9:30am	W		QU   	at		LEWIS	 	   	 	 	d2/d3  		2022-02-11T14:30Z		CT	8:30 A.M. 	Plainfield, IL                      				
  LSC	 99111	2022-02-11	10:00am	W		DBAP 	at		NEWM 	 	   	 	 	d2     		2022-02-11T15:00Z		CT	9 a.m.    	Wichita, KS                         				
  PBC	 60542	2022-02-11	 1:00pm	W		GSWS 	at		SCADA	 	   	 	 	d2/naia		2022-02-11T18:00Z		ET	1:00 P.M. 	Atlanta, GA                         				
  GSC	 59753	2022-02-11	 1:00pm	W		UNG  	at		VAL  	 	   	 	 	d2     		2022-02-11T18:00Z		ET	1:00 P.M. 	Valdosta, GA                        				
  PBC	 60334	2022-02-11	 1:00pm	W		YOUNG	at		CNC  	 	   	 	 	d2     		2022-02-11T18:00Z		ET	1:00 P.M. 	Jefferson City, TN                  				
  LSC	 99048	2022-02-11	 2:00pm	W		ANG  	vs		MC   	 	   	N	 	d2     		2022-02-11T19:00Z		CT	1 p.m.    	Arkadelphia, AR                     				
  LSC	 99222	2022-02-11	 3:00pm	W		FSMTH	at		CHRBR	 	   	 	 	d2     		2022-02-11T20:00Z		CT	2 p.m.    	Memphis, TN                         				
 GLVC	132652	2022-02-11	 4:30pm	W		MOBAP	at		MCK  	 	   	 	 	naia/d2		2022-02-11T21:30Z		CT	3:30 P.M. 	Belleville, IL                      				
  LSC	 99049	2022-02-11	 6:00pm	W		ANG  	at		OUA  	 	   	 	 	d2     		2022-02-11T23:00Z		CT	5 p.m.    	Arkadelphia, AR                     				
  LSC	 99334	2022-02-11	 7:00pm	W		MESA 	vs		WNMU 	 	   	N	 	d2     		2022-02-12T00:00Z		MT	5 p.m.    	Surprise, AZ                        				
 GLVC	132534	2022-02-11	 9:00pm	W		HAR  	at		DRU  	 	   	 	 	d2     		2022-02-12T02:00Z		CT	8:00 P.M. 	Springfield, MO                     				
  PBC	 60358	2022-02-12	    TBA	W		AGSTA	at		MARS 	 	   	 	 	d2     		                 		ET	TBA       	Mars Hill, NC                       				
  LSC	 99082	2022-02-12	    TBA	W		CAM  	vs		SAU  	 	   	N	 	d2     		                 		CT	TBA       	Midlothian, TX                      				
  GSC	 59095	2022-02-12	    TBA	W		DLST 	vs		HEND 	 	   	N	 	d2     		                 		CT	TBA       	Arkadelphia, AR                     				
G-MAC	 35439	2022-02-12	    TBA	W		FERR 	at		FIND 	 	   	 	 	d2     		                 		  	TBA       	Allendale, MI                       				
 PSAC	113572	2022-02-12	    TBA	W		SHL  	at		IUP  	 	   	 	C	d2     		                 		ET	TBA       	Indiana, PA                         				
 GLVC	132774	2022-02-12	    TBA	W		SWB  	at		WUSTL	 	   	 	 	d2/d3  		                 		CT	TBA       	St. Louis, MO                       				
   CC	 68369	2022-02-12	 9:00am	W		COK  	vs		CONV 	 	   	N	 	d2     		2022-02-12T14:00Z		ET	9:00 a.m. 	Sumter, SC                          				
  PBC	 60317	2022-02-12	10:00am	W		NOVSE	vs		UNG  	 	   	N	 	d2     		2022-02-12T15:00Z		ET	10:00 A.M.	Valdosta, GA                        				
  LSC	 99250	2022-02-12	11:00am	W		AFA  	at		UTPB 	 	   	 	 	d1/d2  		2022-02-12T16:00Z		CT	10 a.m.   	Midland. Texas                      				
  GSC	 59154	2022-02-12	11:00am	W		CLKGA	at		SHO  	 	   	 	 	d2     		2022-02-12T16:00Z		ET	11:00 A.M.	Rome, GA                            				
  LSC	 99221	2022-02-12	11:00am	W		FSMTH	at		RHDES	 	   	 	 	d2/d3  		2022-02-12T16:00Z		CT	10 a.m.   	Memphis, TN                         				
  GSC	 59721	2022-02-12	11:00am	W		LEE  	at		UWF  	 	   	 	C	d2     		2022-02-12T16:00Z		CT	10:00 A.M.	Pensacola, FL                       				[Live Stats](https://twitter.com/LeeUTennisLive)
  GSC	 59131	2022-02-12	11:00am	W		MON  	vs		TUSK 	 	   	N	 	d2     		2022-02-12T16:00Z		CT	10:00 A.M.	Montgomery, AL                      				
   CC	 69237	2022-02-12	12:00pm	W		LIME 	at		NGC  	 	   	 	 	d2     		2022-02-12T17:00Z		ET	12:00 p.m.	Tigerville, SC                      				
  LSC	 99184	2022-02-12	12:00pm	W		USTMN	at		SMTX 	 	   	 	 	d1/d2  		2022-02-12T17:00Z		CT	11 a.m.   	San Antonio, TX                     				
  LSC	 99106	2022-02-12	12:30pm	W		DBAP 	vs		UCO  	 	   	N	 	d2     		2022-02-12T17:30Z		CT	11:30 a.m.	Oklahoma City, OK                   				
  PBC	 60241	2022-02-12	 1:00pm	W		AUBM 	at		FLAG 	 	   	 	 	d2     		2022-02-12T18:00Z		ET	1:00 P.M. 	St. Augustine, FL                   				
  PBC	 60684	2022-02-12	 1:00pm	W		ERSK 	at		GCSU 	 	   	 	 	d2     		2022-02-12T18:00Z		  	1:00 P.M. 	Milledgeville, GA                   				
  LSC	 99050	2022-02-12	 2:00pm	W		ANG  	at		HEND 	 	   	 	 	d2     		2022-02-12T19:00Z		CT	1 p.m.    	Arkadelphia, AR                     				
   CC	 68370	2022-02-12	 2:00pm	W		CONV 	at		SUM  	 	   	 	 	d2/juco		2022-02-12T19:00Z		ET	2:00 p.m. 	Sumter, SC                          				
   CC	 68399	2022-02-12	 2:00pm	W		EMM  	at		UNCA 	 	   	 	 	d2/d1  		2022-02-12T19:00Z		ET	2:00 p.m. 	Asheville, NC                       				
  GSC	 59132	2022-02-12	 2:00pm	W		MON  	vs		TUSK 	 	   	N	 	d2     		2022-02-12T19:00Z		CT	1:00 P.M. 	Montgomery, AL                      				
  PBC	 60200	2022-02-12	 2:00pm	W		W AL 	at		COL  	 	   	 	 	d2     		2022-02-12T19:00Z		ET	2:00 P.M. 	Columbus, GA                        				
 PSAC	112344	2022-02-12	 3:00pm	W		SRU  	at		CLEV 	 	   	 	 	d2/d1  		2022-02-12T20:00Z		ET	3:00 P.M. 	Cleveland, OH                       				
  GSC	 59182	2022-02-12	 3:00pm	W		W AL 	at		COL  	 	   	 	 	d2     		2022-02-12T20:00Z		CT	2:00 P.M. 	Columbus, GA                        				
 GLVC	132662	2022-02-12	 3:30pm	W		MCK  	at		SIUE 	 	   	 	 	d2/d1  		2022-02-12T20:30Z		CT	2:30 P.M. 	Edwardsville, IL                    				
G-MAC	 35401	2022-02-12	 4:00pm	W		GVSU 	at		HIL  	 	   	 	 	d2     		2022-02-12T21:00Z		  	4:00 P.M. 	Hillsdale, MI                       				
  PBC	 60335	2022-02-12	 4:00pm	W		YOUNG	at		TUSC 	 	   	 	 	d2     		2022-02-12T21:00Z		ET	4:00 P.M. 	Greeneville, TN                     				
 GLVC	132583	2022-02-12	 7:30pm	W		INDI 	vs		WUT  	 	   	N	 	d2     		2022-02-13T00:30Z		ET	7:30 P.M. 	O'Fallon, IL                        				
G-MAC	 35440	2022-02-13	    TBA	W		FIND 	at		BG   	 	   	 	 	d2/d1  		                 		  	TBA       	Bowling Green, OH                   				
  PBC	 60336	2022-02-13	 9:00am	W		YOUNG	at		LMU  	 	   	 	 	d2     		2022-02-13T14:00Z		ET	9:00 A.M. 	Harrogate, TN                       				
  LSC	 99051	2022-02-13	10:00am	W		ANG  	vs		DLST 	 	   	N	 	d2     		2022-02-13T15:00Z		CT	9 a.m.    	Arkadelphia, AR                     				
  GSC	 59105	2022-02-13	12:00pm	W		LEE  	at		SPHC 	 	   	 	 	d2     		2022-02-13T17:00Z		ET	12:00 P.M.	Mobile, AL                          				[Live Stats](https://twitter.com/LeeUTennisLive)
 GLVC	132535	2022-02-13	12:00pm	W		UNK  	at		DRU  	 	   	 	 	d2     		2022-02-13T17:00Z		CT	11:00 A.M.	Springfield, MO                     				
  LSC	 99307	2022-02-13	 3:00pm	W		TXTYL	at		UTA  	 	   	 	 	d2/d1  		2022-02-13T20:00Z		CT	2 p.m.    	Arlington, TX                       				
 GLVC	132829	2022-02-13	 3:00pm	W		WUT  	at		WJC  	 	   	 	 	d2     		2022-02-13T20:00Z		CT	2:00 P.M. 	Liberty, MO                         				
 GLVC	132584	2022-02-13	 5:30pm	W		INDI 	vs		SWB  	 	   	N	C	d2     		2022-02-13T22:30Z		ET	5:30 P.M. 	O'Fallon, IL                        				
  PBC	 60359	2022-02-15	    TBA	W		COK  	at		AGSTA	 	   	 	 	d2     		                 		ET	TBA       	Augusta, GA                         				
  GSC	 59155	2022-02-15	12:00pm	W		W AL 	at		SHO  	 	   	 	C	d2     		2022-02-15T17:00Z		ET	12:00 P.M.	Rome, GA                            				
   CC	 68458	2022-02-15	 2:30pm	W		NGC  	at		WOF  	 	   	 	 	d2/d1  		2022-02-15T19:30Z		ET	2:30 p.m. 	Spartanburg, SC                     				
  PBC	 60318	2022-02-15	 3:00pm	W		BRENA	at		UNG  	 	   	 	 	naia/d2		2022-02-15T20:00Z		ET	3:00 P.M. 	Dahlonega, GA                       				
   CC	 68959	2022-02-15	 3:00pm	W		NCWES	at		MOL  	 	   	 	 	d3/d2  		2022-02-15T20:00Z		ET	3:00 p.m. 	Mount Olive, NC                     				[Video](https://conferencecarolinasdn.com/umo/) [Live Stats](https://umotrojans.com/sidearmstats/mbball/summary)
 GLVC	132611	2022-02-15	 6:00pm	W		LEWIS	at		CHIC 	 	   	 	 	d3/d1  		2022-02-15T23:00Z		CT	5:00 P.M. 	Chicago, IL                         				
   CC	 68936	2022-02-16	 2:00pm	W		ANDSC	at		ERSK 	 	   	 	 	d2     		2022-02-16T19:00Z		ET	2:00 p.m. 	Due West, SC                        				
  PBC	 60685	2022-02-16	 3:00pm	W		GCSU 	at		MER  	 	   	 	 	d2/d1  		2022-02-16T20:00Z		  	3:00 P.M. 	Macon, GA                           				
 GLVC	132586	2022-02-16	 4:00pm	W		INDI 	at		BUTL 	 	   	 	 	d2/d1  		2022-02-16T21:00Z		ET	4:00 P.M. 	Indianapolis, IN                    				
  LSC	 99201	2022-02-17	       	W		A&MKN	vs		AUBM 	 	   	N	 	d2     		                 		CT	          	Atlanta, GA                         				
  PBC	 60278	2022-02-17	    TBA	W		LAN  	at		CONV 	 	   	 	 	d2     		                 		ET	TBA       	Spartanburg, SC                     				
   CC	 68371	2022-02-17	 2:00pm	W		LAN  	at		CONV 	 	   	 	 	d2     		2022-02-17T19:00Z		ET	2:00 p.m. 	Spartanburg, SC                     				
  GSC	 59518	2022-02-17	 2:00pm	W		W AL 	at		ALST 	 	   	 	 	d2/d1  		2022-02-17T19:00Z		CT	1:00 P.M. 	Montgomery, AL                      				
  LSC	 99202	2022-02-18	       	W		A&MKN	vs		GCSU 	 	   	N	 	d2     		                 		CT	          	Atlanta, GA                         				
  PBC	 60386	2022-02-18	       	W		AGSTA	at		FLAG 	 	   	 	C	d2     		                 		  	          	St. Augustine, FL                   				
 GLVC	132710	2022-02-18	    TBA	W		QU   	at		MOBAP	 	   	 	 	d2/naia		                 		CT	TBA       	St. Louis, MO                       				
 GLVC	132559	2022-02-18	    TBA	W		UIS  	at		PNW  	 	   	 	 	d2     		                 		CT	TBA       	Hammond, IN                         				
 GLVC	132614	2022-02-18	 9:30am	W		MTU  	at		LEWIS	 	   	 	 	d2/d3  		2022-02-18T14:30Z		CT	8:30 A.M. 	Plainfield, IL                      				
  LSC	 99308	2022-02-18	11:00am	W		HAR  	vs		TXTYL	 	   	N	 	d2     		2022-02-18T16:00Z		CT	10 a.m.   	Dallas, TX                          				
