---
season: 2021-22
division: d3
gender: men
description: schedule/scoreboard from conference websites
updated: 2022-01-21
past: 53 (9%)
future: 519 (90%)
completed: 53 (100%)
total: 576
---
source	id	dateET	timeET	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	domain	dateGMT	tournament	timeZone	timeDisplay	location	facility	tv	radio	links
   ASC	94506	2022-02-05	10:00am	M		ETXBP	vs		HOWPN	 	   	N	 	d3     		2022-02-05T15:00Z		  	9:00 A.M. 	Arlington, TX                            				
   ASC	95407	2022-02-05	10:00am	M		LETOU	at		TXWES	 	   	 	 	d3/naia		2022-02-05T15:00Z		  	9:00 A.M. 	Arlington, TX                            				
  CCIW	56183	2022-02-05	10:00am	M		MILIK	at		WABSH	 	   	 	 	d3     		2022-02-05T15:00Z		CT	9:00 A.M. 	Crawfordsville, IN                       				
  CCIW	56216	2022-02-05	10:30am	M		NCENT	vs		WIEAU	 	   	N	 	d3     		2022-02-05T15:30Z		CT	9:30 A.M. 	Madison, WI                              				
   ASC	94508	2022-02-05	 2:00pm	M		ETXBP	vs		MCMUR	 	   	N	 	d3     		2022-02-05T19:00Z		  	1:00 P.M. 	Arlington, TX                            				
   ASC	95409	2022-02-05	 2:00pm	M		HOWPN	vs		LETOU	 	   	N	 	d3     		2022-02-05T19:00Z		  	1:00 P.M. 	Arlington, TX                            				
  CCIW	56212	2022-02-05	 2:00pm	M		LUTHR	vs		NCENT	 	   	N	 	d3     		2022-02-05T19:00Z		CT	1:00 P.M. 	Madison, WI                              				
  CCIW	56184	2022-02-05	 2:00pm	M		MILIK	vs		ROSHL	 	   	N	 	d3     		2022-02-05T19:00Z		CT	1:00 P.M. 	Crawfordsville, IN                       				
  UMAC	74920	2022-02-05	 2:00pm	M		MLUTH	at		MAC  	 	   	 	 	d3     		2022-02-05T19:00Z		  	1:00 P.M. 	St. Paul, Minn.                          				
   ASC	95460	2022-02-05	 2:00pm	M		SWEST	at		UMHB 	 	   	 	 	d3     		2022-02-05T19:00Z		  	1:00 P.M. 	Belton, TX                               				
  NJAC	86539	2022-02-05	 2:00pm	M		WILAC	at		COE  	 	   	 	 	d3     		2022-02-05T19:00Z		CT	1:00 P.M. 	Cedar Rapids, IA                         				
  NJAC	82335	2022-02-05	 2:30pm	M		CSTR 	at		WIWHI	 	   	 	 	naia/d3		2022-02-05T19:30Z		CT	1:30 P.M. 	Lake Geneva, WI                          				
  CCIW	56143	2022-02-05	 3:00pm	M		LAKEF	at		CARTH	 	   	 	 	d3     		2022-02-05T20:00Z		CT	2:00 P.M. 	Racine, WI                               				
  NJAC	86540	2022-02-05	 5:00pm	M		WARTB	vs		WILAC	 	   	N	 	d3     		2022-02-05T22:00Z		CT	4:00 P.M. 	Cedar Rapids, IA                         				
  CCIW	56149	2022-02-05	 6:00pm	M		MSOE 	at		CARTH	 	   	 	 	d3     		2022-02-05T23:00Z		CT	5:00 P.M. 	Racine, WI                               				
  NJAC	82337	2022-02-05	 6:30pm	M		IIT  	at		WIWHI	 	   	 	 	d3     		2022-02-05T23:30Z		CT	5:30 P.M. 	Lake Geneva, WI                          				
  UMAC	75066	2022-02-06	       	M		BTHLU	at		HAML 	 	   	 	 	d3     		                 		  	          	Minneapolis, Minn.                       				
  CCIW	56167	2022-02-06	All Day	M		ILWES	at		TRANS	 	   	 	 	d3     		                 		CT	All Day   	Lexington, KY                            				
   ASC	94510	2022-02-11	 2:00pm	M		ETXBP	at		TXLUT	 	   	 	 	d3     		2022-02-11T19:00Z		  	1:00 P.M. 	Seguin, TX                               				
  UMAC	74921	2022-02-11	 3:00pm	M		MLUTH	at		MORNG	 	   	 	 	d3/naia		2022-02-11T20:00Z		  	2:00 P.M. 	Sioux City, IA                           				
  CCIW	56231	2022-02-11	 6:00pm	M		WHEAT	at		WIWHI	 	   	 	 	d3     		2022-02-11T23:00Z		CT	5:00 P.M. 	Whitewater, WI                           				
  CCIW	56106	2022-02-11	 7:00pm	M		AUGIL	at		CORNR	 	   	 	 	d3/naia		2022-02-12T00:00Z		CT	6:00 P.M. 	Grand Rapids, MI                         				
  CCIW	56107	2022-02-12	    TBA	M		AUGIL	at		KALZ 	 	   	 	 	d3     		                 		CT	TBA       	Kalamazoo, MI                            				
  UMAC	75067	2022-02-12	       	M		BTHLU	at		GUST 	 	   	 	 	d3     		                 		  	          	St. Peter, Minn.                         				
  CCIW	56168	2022-02-12	    TBA	M		ILWES	vs		WARTB	 	   	N	 	d3     		                 		CT	TBA       	Clinton, IA                              				
  CCIW	56185	2022-02-12	    TBA	M		MILIK	at		DEPW 	 	   	 	 	d3     		                 		CT	TBA       	Greencastle, IN                          				
 Lbrty	43770	2022-02-12	       	M		VASSR	at		RIT  	 	   	 	C	d3     		                 		ET	          	Rochester, NY                            				
   ASC	94587	2022-02-12	10:00am	M		DBAP 	vs		OZARK	 	   	N	 	d2/d3  		2022-02-12T15:00Z		  	9:00 A.M. 	Conway, AR                               				
  CCIW	56232	2022-02-12	10:00am	M		LUTHR	vs		WHEAT	 	   	N	 	d3     		2022-02-12T15:00Z		CT	9:00 A.M. 	Whitewater, WI                           				
  CCIW	56223	2022-02-12	10:00am	M		NCENT	at		COE  	 	   	 	 	d3     		2022-02-12T15:00Z		CT	9:00 A.M. 	Cedar Rapids, IA                         				
  CCIW	56155	2022-02-12	11:00am	M		CNCWI	at		CARTH	 	   	 	 	d3     		2022-02-12T16:00Z		CT	10:00 A.M.	Racine, WI                               				
   ASC	94511	2022-02-12	12:00pm	M		ETXBP	at		TRITX	 	   	 	 	d3     		2022-02-12T17:00Z		  	11:00 A.M.	San Antonio, TX                          				
  UMAC	74961	2022-02-12	 1:00pm	M		BETHL	vs		SUPER	 	   	N	 	d3     		2022-02-12T18:00Z		  	12:00 P.M.	Rogers, Minn.                            				
  CCIW	56218	2022-02-12	 2:00pm	M		CENTR	vs		NCENT	 	   	N	 	d3     		2022-02-12T19:00Z		CT	1:00 P.M. 	Cedar Rapids, IA                         				
   ASC	96488	2022-02-12	 2:00pm	M		SCHR 	at		HOWPN	 	   	 	 	d3     		2022-02-12T19:00Z		  	1:00 P.M. 	Brownwood, TX                            				
   ASC	95461	2022-02-12	 2:00pm	M		UMHB 	at		TRITX	 	   	 	 	d3     		2022-02-12T19:00Z		  	1:00 P.M. 	San Antonio, TX                          				
   ASC	96523	2022-02-12	 3:00pm	M		MCMUR	at		LETOU	 	   	 	 	d3     		2022-02-12T20:00Z		  	2:00 P.M. 	Longview, TX                             				
  CCIW	56169	2022-02-12	 4:00pm	M		ILWES	at		STAMB	 	   	 	 	d3/naia		2022-02-12T21:00Z		CT	3:00 P.M. 	Clinton, IA                              				
   ASC	94588	2022-02-12	 5:00pm	M		JBRWN	vs		OZARK	 	   	N	 	naia/d3		2022-02-12T22:00Z		  	4:00 P.M. 	Conway, AR                               				
  CCIW	56139	2022-02-12	 5:00pm	M		WILAC	at		CARTH	 	   	 	 	d3     		2022-02-12T22:00Z		CT	4:00 P.M. 	Racine, WI                               				
  CCIW	56233	2022-02-12	 6:00pm	M		GRINN	vs		WHEAT	 	   	N	 	d3     		2022-02-12T23:00Z		CT	5:00 P.M. 	Whitewater, WI                           				
 Lbrty	43714	2022-02-13	       	M		VASSR	at		ROCH 	 	   	 	 	d3     		                 		ET	          	Rochester, NY                            				
  UMAC	74962	2022-02-13	 2:30pm	M		HAML 	at		SUPER	 	   	 	 	d3     		2022-02-13T19:30Z		  	1:30 P.M. 	Superior, WI                             				
 Lbrty	43771	2022-02-15	 4:00pm	M		ALF  	at		RIT  	 	   	 	 	d3     		2022-02-15T21:00Z		ET	4:00 P.M. 	Rochester, NY                            				
   ASC	95383	2022-02-18	11:00am	M		WNMU 	at		HSIMM	 	   	 	 	d2/d3  		2022-02-18T16:00Z		  	10:00 A.M.	Abilene, TX                              				
   ASC	94513	2022-02-18	 2:00pm	M		ETXBP	at		UMHB 	 	   	 	 	d3     		2022-02-18T19:00Z		  	1:00 P.M. 	Belton, TX                               				
   ASC	96524	2022-02-18	 4:00pm	M		WNMU 	at		MCMUR	 	   	 	 	d2/d3  		2022-02-18T21:00Z		  	3:00 P.M. 	Abilene, TX                              				
   ASC	96489	2022-02-18	 6:00pm	M		SW   	at		HOWPN	 	   	 	 	naia/d3		2022-02-18T23:00Z		  	5:00 P.M. 	Brownwood, TX                            				
   ASC	95410	2022-02-18	 6:30pm	M		LETOU	at		AUSTN	 	   	 	 	d3     		2022-02-18T23:30Z		  	5:30 P.M. 	Sherman, TX                              				
  UMAC	74963	2022-02-18	 7:00pm	M		SUPER	at		STMAR	 	   	 	 	d3     		2022-02-19T00:00Z		  	6:00 P.M. 	Winona, Minn.                            				
 Lbrty	43772	2022-02-19	       	M		RPI  	at		RIT  	 	   	 	C	d3     		                 		ET	          	Rochester, NY                            				
 Lbrty	43709	2022-02-19	       	M		WILKE	at		ITHCA	 	   	 	 	d3     		                 		ET	          	Ithaca, NY                               				
  NJAC	86517	2022-02-19	11:00am	M		USP  	at		TCNJ 	 	   	 	 	d2/d3  		2022-02-19T16:00Z		ET	11:00 A.M.	Ewing, NJ                                				
   ASC	94514	2022-02-19	11:30am	M		ETXBP	at		SWEST	 	   	 	 	d3     		2022-02-19T16:30Z		  	10:30 A.M.	Georgetown, TX                           				
  CCIW	56186	2022-02-19	12:00pm	M		MILIK	at		WIWHI	 	   	 	 	d3     		2022-02-19T17:00Z		CT	11:00 A.M.	Lake Geneva, WI                          				
  NJAC	86500	2022-02-19	12:00pm	M		ONEO 	at		SLAW 	 	   	 	 	d3     		2022-02-19T17:00Z		ET	12:00 P.M.	Canton, NY                               				
  UMAC	74964	2022-02-19	 1:00pm	M		LORAS	vs		SUPER	 	   	N	 	d3     		2022-02-19T18:00Z		  	12:00 P.M.	Winona, Minn.                            				
 Lbrty	43715	2022-02-19	 1:00pm	M		SKID 	at		VASSR	 	   	 	C	d3     		2022-02-19T18:00Z		ET	1:00 P.M. 	Poughkeepsie, NY                         				
   ASC	96490	2022-02-19	 1:00pm	M		WNMU 	at		HOWPN	 	   	 	 	d2/d3  		2022-02-19T18:00Z		  	12:00 P.M.	Brownwood, TX                            				
  CCIW	56217	2022-02-19	 1:45pm	M		ROSHL	at		NCENT	 	   	 	 	d3     		2022-02-19T18:45Z		CT	12:45 P.M.	Naperville, IL                           				
    E8	50119	2022-02-19	 2:00pm	M		GROVE	at		HOUGH	 	   	 	 	d3     		2022-02-19T19:00Z		ET	2:00 P.M. 	Houghton, NY                             				
   ASC	95384	2022-02-19	 2:00pm	M		HSIMM	at		SMTX 	 	   	 	 	d3/d2  		2022-02-19T19:00Z		  	1:00 P.M. 	San Antonio, TX                          				
  NJAC	82332	2022-02-19	 2:15pm	M		MILIK	at		WIWHI	 	   	 	 	d3     		2022-02-19T19:15Z		CT	1:15 P.M. 	Lake Geneva, WI                          				
  CCIW	56187	2022-02-19	 3:30pm	M		CNCWI	vs		MILIK	 	   	N	 	d3     		2022-02-19T20:30Z		CT	2:30 P.M. 	Lake Geneva, WI                          				
  CCIW	56157	2022-02-19	 4:00pm	M		CARTH	vs		WIEAU	 	   	N	 	d3     		2022-02-19T21:00Z		CT	3:00 P.M. 	Rochester, WI                            				
  CCIW	56108	2022-02-19	 5:00pm	M		LUTHR	at		AUGIL	 	   	 	 	d3     		2022-02-19T22:00Z		CT	4:00 P.M. 	HOME                                     				
  CCIW	56234	2022-02-19	 6:30pm	M		WHEAT	at		USFIL	 	   	 	 	d3/naia		2022-02-19T23:30Z		CT	5:30 P.M. 	Lockport, IL                             				
  CCIW	56219	2022-02-19	 7:45pm	M		MSOE 	at		NCENT	 	   	 	 	d3     		2022-02-20T00:45Z		CT	6:45 P.M. 	Naperville, IL                           				
  CCIW	56140	2022-02-20	11:00am	M		CARLE	vs		CARTH	 	   	N	 	d3     		2022-02-20T16:00Z		CT	10:00 A.M.	Rochester, WI                            				
   ASC	95385	2022-02-20	12:00pm	M		HSIMM	at		TRITX	 	   	 	 	d3     		2022-02-20T17:00Z		  	11:00 A.M.	San Antonio, TX                          				
  NJAC	86518	2022-02-20	 1:00pm	M		TCNJ 	at		LAF  	 	   	 	 	d3/d1  		2022-02-20T18:00Z		ET	1:00 P.M. 	Easton, PA                               				
  NJAC	86541	2022-02-20	 2:00pm	M		LWRNC	vs		WILAC	 	   	N	 	d3     		2022-02-20T19:00Z		CT	1:00 P.M. 	Dubuque, IA                              				
  NJAC	86542	2022-02-20	 5:00pm	M		WILAC	at		DUBQ 	 	   	 	 	d3     		2022-02-20T22:00Z		CT	4:00 P.M. 	Dubuque, IA                              				
  NJAC	86509	2022-02-24	 8:00pm	M		ONEO 	at		YESH 	 	   	 	 	d3     		2022-02-25T01:00Z		ET	8:00 P.M. 	Edgewater, NJ                            				
   ASC	96491	2022-02-25	 1:00pm	M		HOWPN	at		TXLUT	 	   	 	 	d3     		2022-02-25T18:00Z		  	12:00 P.M.	Seguin, TX                               				
   ASC	95462	2022-02-25	 2:00pm	M		CVNT 	at		UMHB 	 	   	 	 	d3     		2022-02-25T19:00Z		  	1:00 P.M. 	Belton, TX                               				
   ASC	95386	2022-02-25	 3:00pm	M		LETOU	at		HSIMM	 	   	 	 	d3     		2022-02-25T20:00Z		  	2:00 P.M. 	Abilene, TX                              				
   ASC	96525	2022-02-25	 5:00pm	M		MCMUR	at		SCHR 	 	   	 	 	d3     		2022-02-25T22:00Z		  	4:00 P.M. 	Kerrville, TX                            				
  CCIW	56211	2022-02-25	 5:30pm	M		NCENT	at		WIWHI	 	   	 	 	d3     		2022-02-25T22:30Z		CT	4:30 P.M. 	Lake Geneva, WI                          				
  CCIW	56188	2022-02-25	 6:00pm	M		MILIK	at		CRNLC	 	   	 	 	d3     		2022-02-25T23:00Z		CT	5:00 P.M. 	Mount Vernon, IA                         				
  NJAC	82329	2022-02-25	 7:00pm	M		NCENT	at		WIWHI	 	   	 	 	d3     		2022-02-26T00:00Z		CT	6:00 P.M. 	Whitewater, WI                           				
  UMAC	74902	2022-02-26	       	M		BTHLU	at		STMAR	 	   	 	 	d3     		                 		  	          	Winona, Minn.                            				
  CCIW	56120	2022-02-26	    TBA	M		GRINN	at		AUGIL	 	   	 	 	d3     		                 		CT	TBA       	Home                                     				
   ASC	95411	2022-02-26	       	M		LETOU	at		ABCHR	 	   	 	 	d3/d1  		                 		  	          	Abilene, TX                              				
 Lbrty	43694	2022-02-26	       	M		RIT  	at		ITHCA	 	   	 	C	d3     		                 		ET	          	Ithaca, NY                               				
 Lbrty	43732	2022-02-26	       	M		VASSR	at		TCNJ 	 	   	 	 	d3     		                 		ET	          	Ewing, NJ                                				
  CCIW	56138	2022-02-26	10:00am	M		CARTH	vs		WIWHI	 	   	N	 	d3     		2022-02-26T15:00Z		CT	9:00 A.M. 	Lake Geneva, WI                          				
   ASC	96526	2022-02-26	10:00am	M		MCMUR	at		TXLUT	 	   	 	 	d3     		2022-02-26T15:00Z		  	9:00 A.M. 	Seguin, TX                               				
  CCIW	56189	2022-02-26	10:00am	M		MILIK	at		COE  	 	   	 	 	d3     		2022-02-26T15:00Z		CT	9:00 A.M. 	Cedar Rapids, IA                         				
   ASC	95388	2022-02-26	10:30am	M		UST  	at		HSIMM	 	   	 	 	d3     		2022-02-26T15:30Z		  	9:30 A.M. 	Abilene, TX                              				
  NJAC	82325	2022-02-26	11:00am	M		CARTH	at		WIWHI	 	   	 	 	d3     		2022-02-26T16:00Z		CT	10:00 A.M.	Lake Geneva, WI                          				
 Lbrty	43740	2022-02-26	11:00am	M		HOBWS	at		COLG 	 	   	 	 	d3/d1  		2022-02-26T16:00Z		ET	11:00 A.M.	Hamilton, NY                             				
   ASC	94515	2022-02-26	12:00pm	M		CVNT 	at		ETXBP	 	   	 	 	d3     		2022-02-26T17:00Z		  	11:00 A.M.	Marshall, TX                             				
  CCIW	56141	2022-02-26	 1:00pm	M		CARTH	vs		DUBQ 	 	   	N	 	d3     		2022-02-26T18:00Z		CT	12:00 P.M.	Lake Geneva, WI                          				
  CCIW	56235	2022-02-26	 1:00pm	M		CNCWI	at		WHEAT	 	   	 	 	d3     		2022-02-26T18:00Z		CT	12:00 P.M.	Wheaton, IL                              				
   UEC	52351	2022-02-26	 1:00pm	M		MRYMT	vs		SMCMD	 	   	N	 	d3     		2022-02-26T18:00Z		ET	1:00 P.M. 	                                         				
  CCIW	56190	2022-02-26	 1:30pm	M		LORAS	vs		MILIK	 	   	N	 	d3     		2022-02-26T18:30Z		CT	12:30 P.M.	Cedar Rapids, IA                         				
   ASC	95463	2022-02-26	 2:00pm	M		UMHB 	at		TXWES	 	   	 	 	d3/naia		2022-02-26T19:00Z		  	1:00 P.M. 	Arlington, TX                            				
   ASC	96492	2022-02-26	 2:00pm	M		UST  	at		HOWPN	 	   	 	 	d3     		2022-02-26T19:00Z		  	1:00 P.M. 	Brownwood, TX                            				
  UMAC	75077	2022-02-26	 2:30pm	M		MNMOR	vs		VISTA	 	   	N	 	d3     		2022-02-26T19:30Z		  	1:30 P.M. 	Bloomington, Minn.                       				
  UMAC	74940	2022-02-26	 2:30pm	M		NW   	vs		VISTA	 	   	N	 	d1/d3  		2022-02-26T19:30Z		  	1:30 P.M. 	Bloomington, Minn.                       				
  NJAC	86519	2022-02-26	 3:30pm	M		VASSR	at		TCNJ 	 	   	 	 	d3     		2022-02-26T20:30Z		ET	3:30 P.M. 	Hopewell, NJ                             				
 Lbrty	43685	2022-02-27	       	M		VASSR	at		BARD 	 	   	 	C	d3     		                 		ET	          	Annandale-on-Hudson, NY                  				
  CCIW	56109	2022-02-27	11:00am	M		AUGIL	at		COE  	 	   	 	 	d3     		2022-02-27T16:00Z		CT	10:00 A.M.	Cedar Rapids, IA                         				
 Lbrty	43741	2022-02-27	11:00am	M		NIA  	at		HOBWS	 	   	 	 	d1/d3  		2022-02-27T16:00Z		ET	11:00 A.M.	Geneva, NY                               				
  NJAC	86520	2022-02-27	12:00pm	M		ONEO 	at		TCNJ 	 	   	 	 	d3     		2022-02-27T17:00Z		ET	12:00 P.M.	Ewing, NJ                                				
   ASC	94590	2022-02-27	 1:00pm	M		AUSTN	at		OZARK	 	   	 	 	d3     		2022-02-27T18:00Z		  	12:00 P.M.	Clarksville, AR                          				
   ASC	94591	2022-03-01	 3:00pm	M		OZARK	at		FSMTH	 	   	 	 	d3/d2  		2022-03-01T20:00Z		  	2:00 P.M. 	Fort Smith, AR                           				
   UEC	52352	2022-03-02	 3:30pm	M		HOOD 	at		SMCMD	 	   	 	 	d3     		2022-03-02T20:30Z		ET	3:30 P.M. 	St. Mary's City, MD                      				
 Lbrty	43707	2022-03-03	       	M		HOUGH	at		ITHCA	 	   	 	 	d3     		                 		ET	          	Ithaca, NY                               				
 Lbrty	43774	2022-03-04	       	M		SLAW 	at		RIT  	 	   	 	C	d3     		                 		ET	          	Rochester, NY                            				
   ASC	96527	2022-03-04	10:00am	M		OKWES	at		MCMUR	 	   	 	 	naia/d3		2022-03-04T15:00Z		  	9:00 A.M. 	Abilene, TX                              				
   ASC	96528	2022-03-04	 3:00pm	M		OKWES	at		MCMUR	 	   	 	 	naia/d3		2022-03-04T20:00Z		  	2:00 P.M. 	Abilene, TX                              				
   ASC	94516	2022-03-04	 5:00pm	M		ETXBP	at		SCHR 	 	   	 	 	d3     		2022-03-04T22:00Z		  	4:00 P.M. 	Kerrville, TX                            				
   ASC	95412	2022-03-04	 5:00pm	M		LETOU	at		SWEST	 	   	 	 	d3     		2022-03-04T22:00Z		  	4:00 P.M. 	Georgetown, TX                           				
  CCIW	56222	2022-03-04	 8:30pm	M		IIT  	at		NCENT	 	   	 	 	d3     		2022-03-05T01:30Z		CT	7:30 P.M. 	                                         				
   PAC	35917	2022-03-05	    TBA	M		CAP  	at		FRANC	 	   	 	 	d3     		                 		ET	TBA       	Steubenville, OH                         				[Video](https://pacathletics.org/watch/default.aspx?Live=1810&path=fra)
  CCIW	56203	2022-03-05	    TBA	M		L&CCC	vs		MILIK	 	   	N	 	juco/d3		                 		CT	TBA       	St. Louis, MO                            				
  CCIW	56191	2022-03-05	    TBA	M		MILIK	at		PRI  	 	   	 	 	d3     		                 		CT	TBA       	St. Louis, MO                            				
 Lbrty	43700	2022-03-05	       	M		ONEO 	at		ITHCA	 	   	 	 	d3     		                 		ET	          	Ithaca, NY                               				
 Lbrty	45368	2022-03-05	       	M		SLAW 	at		SKID 	 	   	 	C	d3     		                 		ET	          	Saratoga Springs, NY                     				
 Lbrty	43742	2022-03-05	10:00am	M		HOBWS	at		LMC  	 	   	 	 	d3/d2  		2022-03-05T15:00Z		ET	10:00 A.M.	Syracuse, NY                             				
   ASC	96493	2022-03-05	10:00am	M		HOWPN	at		TXWES	 	   	 	 	d3/naia		2022-03-05T15:00Z		  	9:00 A.M. 	Arlington, TX                            				
  NJAC	82323	2022-03-05	11:00am	M		WIWHI	at		GUST 	 	   	 	 	d3     		2022-03-05T16:00Z		CT	10:00 A.M.	St. Peter, MN                            				
  NJAC	86484	2022-03-05	12:00pm	M		NJCU 	at		WAG  	 	   	 	 	d3/d1  		2022-03-05T17:00Z		ET	12:00 P.M.	Staten Island, NY                        				
   ASC	95413	2022-03-05	 1:00pm	M		LETOU	at		SCHR 	 	   	 	 	d3     		2022-03-05T18:00Z		  	12:00 P.M.	Kerrville, TX                            				
  NJAC	86491	2022-03-05	 1:00pm	M		ONEO 	at		ITHCA	 	   	 	 	d3     		2022-03-05T18:00Z		ET	1:00 P.M. 	Ithaca, NY                               				
   UEC	52353	2022-03-05	 1:00pm	M		SMCMD	at		GOUCH	 	   	 	 	d3     		2022-03-05T18:00Z		ET	1:00 P.M. 	Baltimore, MD                            				
   ASC	94592	2022-03-05	 2:00pm	M		OZARK	at		EVANG	 	   	 	 	d3/naia		2022-03-05T19:00Z		  	1:00 P.M. 	Springfield, MO                          				
   ASC	95464	2022-03-05	 2:00pm	M		UMHB 	at		UST  	 	   	 	 	d3     		2022-03-05T19:00Z		  	1:00 P.M. 	Houston, TX                              				
   ASC	96494	2022-03-05	 3:00pm	M		DBAP 	vs		HOWPN	 	   	N	 	d2/d3  		2022-03-05T20:00Z		  	2:00 P.M. 	Arlington, TX                            				
   ASC	94518	2022-03-05	 3:00pm	M		ETXBP	at		CNCTX	 	   	 	 	d3     		2022-03-05T20:00Z		  	2:00 P.M. 	Austin, TX                               				
   ASC	96529	2022-03-05	 3:00pm	M		TXDAL	at		MCMUR	 	   	 	 	d3     		2022-03-05T20:00Z		  	2:00 P.M. 	Abilene, TX                              				
  NJAC	86521	2022-03-05	 3:30pm	M		FMARS	at		TCNJ 	 	   	 	 	d3     		2022-03-05T20:30Z		ET	3:30 P.M. 	Hopewell, NJ - Hopewell Tennis Center    				
  CCIW	56110	2022-03-05	 5:30pm	M		AUGIL	at		IIT  	 	   	 	 	d3     		2022-03-05T22:30Z		CT	4:30 P.M. 	Chicago, IL                              				
 Lbrty	43708	2022-03-06	       	M		ALGNY	at		ITHCA	 	   	 	 	d3     		                 		ET	          	Ithaca, NY                               				
 Lbrty	45369	2022-03-06	       	M		BRAND	at		SKID 	 	   	 	 	d3     		                 		ET	          	Saratoga Springs, NY                     				
 Lbrty	43775	2022-03-06	       	M		BUP  	at		RIT  	 	   	 	 	d2/d3  		                 		ET	          	Rochester, NY                            				
   ASC	95415	2022-03-06	       	M		LETOU	at		CNCTX	 	   	 	 	d3     		                 		  	          	Austin, TX                               				
 Lbrty	43743	2022-03-06	11:30am	M		SMCVT	at		HOBWS	 	   	 	 	d2/d3  		2022-03-06T16:30Z		ET	11:30 A.M.	Geneva, NY                               				
  CCIW	56159	2022-03-06	 6:00pm	M		IIT  	at		CARTH	 	   	 	 	d3     		2022-03-06T23:00Z		CT	5:00 P.M. 	Racine, WI                               				
  UMAC	74941	2022-03-07	       	M		NW   	vs		TRINE	 	   	N	 	d1/d3  		                 		  	          	Orlando, FL                              				
  CCIW	56236	2022-03-07	    TBA	M		OTTER	vs		WHEAT	 	   	N	 	d3     		                 		CT	TBA       	Orlando, FL                              				
  UMAC	74943	2022-03-08	       	M		COR  	vs		NW   	 	   	N	 	d1     		                 		  	          	Orlando, FL                              				
  CCIW	56237	2022-03-08	    TBA	M		CVNT 	vs		WHEAT	 	   	N	 	d3     		                 		CT	TBA       	Orlando, FL                              				
  NJAC	82290	2022-03-08	    TBA	M		NJCU 	at		CIT  	 	   	 	 	d3/d1  		                 		ET	TBA       	Charleston, SC                           				
 Lbrty	43730	2022-03-08	       	M		VASSR	at		CHAP 	 	   	 	 	d3     		                 		ET	          	Orange, CA                               				
   ASC	94593	2022-03-08	 5:00pm	M		OZARK	at		HNDRX	 	   	 	 	d3     		2022-03-08T22:00Z		  	4:00 P.M. 	Conway, AR                               				
  CCIW	56238	2022-03-09	    TBA	M		CLRK 	vs		WHEAT	 	   	N	 	d3     		                 		CT	TBA       	Orlando, FL                              				
NESCAC	85225	2022-03-09	    TBA	M		CMU  	vs		WESL 	 	   	N	 	d3     		                 		ET	TBA       	Orlando, FL                              				
 Lbrty	43733	2022-03-09	       	M		VASSR	at		REDL 	 	   	 	 	d3     		                 		ET	          	Redlands, CA                             				
    E8	50121	2022-03-09	 4:30pm	M		DAEMN	at		HOUGH	 	   	 	 	d2/d3  		2022-03-09T21:30Z		ET	4:30 P.M. 	Houghton, NY                             				
  UMAC	74944	2022-03-10	       	M		BTHIN	vs		NW   	 	   	N	 	naia/d1		                 		  	          	Orlando, FL                              				
NESCAC	85226	2022-03-11	    TBA	M		KENY 	vs		WESL 	 	   	N	 	d3     		                 		ET	TBA       	Orlando, FL                              				
 Lbrty	43729	2022-03-11	       	M		VASSR	at		OCC  	 	   	 	 	d3     		                 		ET	          	Los Angeles, CA                          				
   ASC	94594	2022-03-11	10:30am	M		HOWPN	at		OZARK	 	   	 	 	d3     		2022-03-11T15:30Z		  	9:30 A.M. 	Clarksville, AR                          				
   ASC	96531	2022-03-11	11:00am	M		MCMUR	vs		UTPB 	 	   	N	 	d3/d2  		2022-03-11T16:00Z		  	10:00 A.M.	San Antonio, TX                          				
   AEC	 9207	2022-03-11	 3:00pm	M		KUTZ 	at		CABR 	 	   	 	 	d2/d3  		2022-03-11T20:00Z		ET	3:00 P.M. 	Dixon Tennis Courts                      				
   ASC	96532	2022-03-11	 3:00pm	M		MCMUR	at		TRITX	 	   	 	 	d3     		2022-03-11T20:00Z		  	2:00 P.M. 	San Antonio, TX                          				
  NJAC	86522	2022-03-11	 3:00pm	M		WCMD 	at		TCNJ 	 	   	 	 	d3     		2022-03-11T20:00Z		ET	3:00 P.M. 	Ewing, NJ                                				
   ASC	94596	2022-03-11	 4:00pm	M		NEWM 	at		OZARK	 	   	 	 	d2/d3  		2022-03-11T21:00Z		  	3:00 P.M. 	Clarksville, AR                          				
   ASC	96495	2022-03-11	 6:00pm	M		HOWPN	at		HNDRX	 	   	 	 	d3     		2022-03-11T23:00Z		  	5:00 P.M. 	Conway, AR                               				
NESCAC	85241	2022-03-12	    TBA	M		BATES	at		WILL 	 	   	 	C	d3     		                 		  	TBA       	Williamstown, MA                         				
  NJAC	82291	2022-03-12	    TBA	M		NJCU 	at		CoC  	 	   	 	 	d3/d1  		                 		ET	TBA       	Charleston, SC                           				
 Lbrty	43727	2022-03-12	       	M		VASSR	at		WHITT	 	   	 	 	d3     		                 		ET	          	Whittier, CA                             				
   ASC	95416	2022-03-12	 9:00am	M		UMHB 	at		LETOU	 	   	 	 	d3     		2022-03-12T14:00Z		  	8:00 A.M. 	Longview, TX                             				
   ASC	96496	2022-03-12	11:00am	M		HOWPN	vs		NEWM 	 	   	N	 	d3/d2  		2022-03-12T16:00Z		  	10:00 A.M.	Clarksville, AR                          				
