division	gender	conference	state	city	abbreviation	name	website	twitter	instagram	facebook	map
d3  	women	CSAC     	PA	Allentown          	CCC          	Cedar Crest College                                       	https://cedarcrestathletics.com/index.aspx?path=wten	CCC_Falcons	cedarcresttennis	CedarCrestTennis	https://goo.gl/maps/guQnQiQ9HAivqRas5
d3  	women	CSAC     	PA	Clarks Summit      	CSU          	Clarks Summit University                                  	https://gocsudefenders.com/index.aspx?path=wten	csudefenders	csudefenders	CSUDefenders	https://goo.gl/maps/pLu3YgqdcnLoizd89
d3  	women	CSAC     	PA	La Plume           	KC           	Keystone College                                          	https://www.gokcgiants.com/index.aspx?path=wten	kcgiants	kc_giants	KeystoneCollegeGiants	https://goo.gl/maps/D3ZmG3Y9SxsVeiMd6
d3  	women	CSAC     	MD	Baltimore          	CNDM         	College of Notre Dame, Maryland                           	https://notredamegators.com/index.aspx?path=wten	NDMGatorSports	ndmgatorsports	ndmgatorsports	https://goo.gl/maps/Wv1FFbJzmj3DF4zJ9
d3  	women	CSAC     	PA	Rosemont           	RC           	Rosemont College                                          	https://rosemont-ravens.com/index.aspx?path=wten	rosemontravens	rosemontravens	rosemont.ravens	https://goo.gl/maps/DuMeiUe6xenFrh8e9
d3  	women	CCC      	MA	Milton             	CC           	Curry College                                             	https://www.curryathletics.com/sports/wten/index	currycolonels	currycolonels	CurryAthletics	https://goo.gl/maps/5jDRsZtq3yewMmZZA
d3  	women	CCC      	MA	Beverly            	EC           	Endicott College                                          	https://www.ecgulls.com/sports/wten/index	endicotttennis	endicotttennis	EndicottTENNIS	https://goo.gl/maps/HJqB8pyjPHG7Krr29
d3  	women	CCC      	MA	Wenham             	GC           	Gordon College                                            	https://athletics.gordon.edu/index.aspx?path=wten	gcscotstennis	gordonathletics	GordonCollegeTennis	https://goo.gl/maps/QHDCY6PHrbY3dAQH6
d3  	women	CCC      	MA	Dudley             	NC           	Nichols College                                           	https://nicholsathletics.com/index.aspx?path=wten	ncbison	ncbison	ncbison	https://goo.gl/maps/uzhh44LHpbHemSqX6
d3  	women	CCC      	RI	Bristol            	RWU          	Roger Williams University                                 	https://rwuhawks.com/index.aspx?path=wten	rwu_athletics	rwu_athletics	rwu.athletics	https://goo.gl/maps/X2q6gpYqsZqUXs1C8
d3  	women	CCC      	RI	Newport            	SRU          	Salve Regina University                                   	https://g.page/salve-regina-university-newport?share	salveathletics	salveathletics	Salve-Womens-Tennis-Team-102658544548603	
d3  	women	CCC      	MA	Springfield        	WNEU         	Western New England University                            	https://www.wnegoldenbears.com/sports/wten/index	wne_goldenbears	wne_goldenbears	Western-New-England-Athletics-277844502229763	https://goo.gl/maps/bYup4aTfdYvAX4yt9
d3  	women	CCC      	MA	Boston             	WIT          	Wentworth Institute of Technology                         	https://g.page/WentworthInst?share	witathletics	witathletics	wit.athletics	
d3  	women	         	NY	Alfred             	AU           	Alfred University                                         	https://gosaxons.com/index.aspx?path=wten	ausaxons	ausaxons	SaxonAthletics	https://goo.gl/maps/Q2VFGnHB9DjNpy1T7
d3  	women	         	NY	Elmira             	EC           	Elmira College                                            	https://athletics.elmira.edu/index.aspx?path=wten	ecsoaringeagles	elmiracollegetennis	elmiracollegetennis	https://goo.gl/maps/Y3LdkhYpATV1XjyL8
d3  	women	         	NY	Oneonta            	HC           	Hartwick College                                          	https://g.page/hartwick-college-oneonta-ny?share	hawktalk	hartwickhawks	HartwickTennis	
d3  	women	         	NY	Houghton           	HC           	Houghton College                                          	https://g.page/houghton-college-houghton?share	houghtonten	hchighlanders	hchighlanders	
d3  	women	         	NY	Rochester          	NCR          	Nazareth College, Rochester                               	https://nazathletics.com/index.aspx?path=wten		nazathletics	nazathletics	https://goo.gl/maps/HPH9nRL6AJjVZ6QQ9
d3  	women	         	NY	Troy               	SCNY         	Sage Colleges, New York                                   	https://www.sagegators.com/sports/wten/index	sagegators	sagegators	sagegators	https://goo.gl/maps/UvG2mkDSLuDkNedJA
d3  	women	         	NY	Rochester          	SJFC         	Saint John Fisher College                                 	https://athletics.sjfc.edu/index.aspx?path=wten	sjfctennis	fisherathletics	FisherAthletics	https://goo.gl/maps/HR9U3VPkYEk8JB24A
d3  	women	         	NY	Utica              	UC           	Utica College                                             	https://ucpioneers.com/sports/womens-tennis	ucpioneers	ucpioneers	UCPioneers	https://goo.gl/maps/hVxCeVT8orSxrNhEA
d3  	women	GNAC     	CT	New Haven          	AMC          	Albertus Magnus College                                   	https://www.albertusfalcons.com/sports/wten/index	amcathletics	albertussocial	AMCAthletics	https://goo.gl/maps/Rjfw92E6SoSjcyju9
d3  	women	GNAC     	NH	New London         	CSC          	Colby-Sawyer College                                      	https://www.colby-sawyerathletics.com/index.aspx?path=wten		cscathletics	colbysawyercollege	https://goo.gl/maps/ZsBLhH1yRy99EDrj9
d3  	women	GNAC     	MA	Quincy             	ENC          	Eastern Nazarene College                                  	https://athletics.enc.edu/sports/wten/index	ENCAthletics	encathletics	ENCAthletics	https://goo.gl/maps/WZxkC6muaCHWuD7P8
d3  	women	GNAC     	RI	Providence         	JWU          	Johnson & Wales University                                	https://providence.jwuathletics.com/sports/wten/index	jwuathleticspvd	jwuwomenstennis	JWUWomensTennis	https://goo.gl/maps/jYSrLxfF2aCvEx1h8
d3  	women	GNAC     	MA	Weston             	RC           	Regis College                                             	https://www.goregispride.com/sports/wten/index	gopridetennis	regispridetennis	GoPrideTennis	https://goo.gl/maps/2ewYPyPY92Pg3GFh9
d3  	women	GNAC     	MA	Boston             	SU           	Simmons University                                        	http://athletics.simmons.edu/sports/wten/index	simmonssharks	simmonssharks	SimmonsAthletics	https://goo.gl/maps/vP5pKh65L6sRnbUEA
d3  	women	GNAC     	CT	West Hartford      	USJ          	University of Saint Joseph                                	http://www.usjbluejays.com/sports/wten/index	USJ_BlueJays	usj_bluejays	USJBlueJays	https://goo.gl/maps/iq5JoLaq5Yyi6ABE9
d3  	women	GNAC     	MA	Boston             	SU           	Suffolk University                                        	https://www.gosuffolkrams.com/sports/wten/index	gosuffolkrams	gosuffolkrams	gosuffolkrams	https://goo.gl/maps/ZWgWL8Mk8B1rgToN9
d3  	women	HCAC     	IN	Anderson           	AU           	Anderson University                                       	https://www.autrojans.com/sports/wten/index	AthleticsAU	auravensten	Anderson-University-Athletics-300041846687637	https://goo.gl/maps/85Bpy8952qqQkmgb7
d3  	women	HCAC     	OH	Defiance           	DC           	Defiance College                                          	https://www.defianceathletics.com/sports/wten/index	dc_athletics	dc_yellowjackets	DefianceCollegeTennis	https://goo.gl/maps/xqUah1fDAt2KrTFr5
d3  	women	HCAC     	IN	Richmond           	EC           	Earlham College                                           	https://g.page/earlhamcollege1847?share	ecquakertennis	earlhamtennis	pages/category/Community/Earlham-College-Tennis-118734248162689	
d3  	women	HCAC     	IN	Franklin           	FC           	Franklin College                                          	https://franklingrizzlies.com/sports/wten/index	FCGrizAthletics	franklingrizzlies	FranklinCollegeAthletics	https://goo.gl/maps/2GAQwSMBi6qvij1t8
d3  	women	HCAC     	IN	Hanover            	HC           	Hanover College                                           	https://hanover.prestosports.com/sports/wten/index	tennis_hanover	hanoverpanthers	hanoverpanthers	https://goo.gl/maps/C6vSdW9we317B48z8
d3  	women	HCAC     	IN	North Manchester   	MU           	Manchester University                                     	https://www.muspartans.com/sports/wten/index	MUSpartans	manchesteruniversity	ManchesterAthletics	https://goo.gl/maps/q836hMVxrFPKwx6p6
d3  	women	HCAC     	OH	Cincinnati         	CMSJ         	College of Mount Saint Joseph                             	https://www.msjsports.com/sports/wten/index	msj_athletics	msj_athletics	MSJLions	https://goo.gl/maps/dfs8ZTFRmk6XX4an8
d3  	women	HCAC     	IN	Terre Haute        	RHIT         	Rose-Hulman Institute of Technology                       	https://athletics.rose-hulman.edu/index.aspx?path=wten	rhitsports	rhitsports	rhitsports	https://goo.gl/maps/rs76iZtBHbaLU9d47
d3  	women	HCAC     	KY	Lexington          	TU           	Transylvania University                                   	https://g.page/TransylvaniaU?share	transywtennis	transywtennis	transysports	
d3  	women	HVIAC    	NJ	Woodland Park      	BC           	Berkeley College                                          	https://www.berkeleycollegeknights.com/sports/mten/index	berkeleycollege	berkeleycollege	BerkeleyCollegeAthletics	https://goo.gl/maps/q5WYGWJ5sgkWwXg96
d3  	women	HVIAC    	NY	New Rochelle       	CNR          	College of New Rochelle                                   	http://www.cnrathletics.com	cnr1904	thecollegeofnewrochelle	TheCollegeofNewRochelle	https://goo.gl/maps/HcMpnqMyyUcVMGUE7
d3  	women	HVIAC    	NY	Brookyn            	PI           	Pratt Institute                                           	https://goprattgo.com/index.aspx?path=wten	goprattgo	goprattgo	GoPrattGo	https://goo.gl/maps/TTKqj8sA1W4WYmdc9
d3  	women	HVIAC    	NY	Queens             	VCAT         	Vaughn College of Aeronautics and Technology              	https://www.vaughnwarriors.com/sports/wten/index	vaughncollege	vaughncollege	VaughnCollegeFB	https://goo.gl/maps/wirXsM5f8GyDAp1k9
d3  	women	         	PA	Media              	PSB          	Penn State Brandywine                                     	https://www.psubrandywineathletics.com/information/forms/women-s_tennis	psubwsports	psubwsports	PSUBrandywine/posts	https://goo.gl/maps/hf7TFfVHVrgrirHG7
d3  	women	         	TN	Knoxville          	JU           	Johnson University                                        	https://jut.prestosports.com/sports/wten/index	johnsonroyals	johnsonutennis	juroyalstennis/events	https://goo.gl/maps/Pj8rMUpJ8gbzssDk7
d3  	women	         	OH	Hamilton           	MUH          	Miami University Hamilton                                 	https://m.facebook.com/profile.php?id=109157545769249	miamioh_tennis	miamioh_wtennis		https://goo.gl/maps/QGaoktszdQwwUwgd9
d3  	women	         	OH	Middletown         	MUM          	Miami University Middletown                               	http://www.miamioh.edu/regionals/athletics/thunderhawks/womens-sports/tennis	MiamiRegionals	miamiohregionals	MiamiOHRegionals	https://goo.gl/maps/4ZAtHTihRP38e94k8
d3  	women	         	CA	Oakland            	MC           	Mills College                                             	https://www.millscyclones.com/sports/wten/index	millscyclones	millsathletics	MillsCyclones/photos	https://goo.gl/maps/1vcU3tdU5U1qJW8V7
d3  	women	         	KY	Crestview Hills    	TMU          	Thomas More University                                    	https://www.thomasmoresaints.com/sports/wten/index	tmusaints	tmusaints	tmusaints	https://goo.gl/maps/TekS4wfdFQLWp5USA
d3  	women	         	DC	Washington         	TWU          	Trinity Washington University                             	https://discover.trinitydc.edu/athletics/team/tennis	trinitydctigers	trinitywashingtonuniversity	trinitydc	https://goo.gl/maps/56Mv9Dm2LmGkdBEA7
d3  	women	         	CA	Santa Cruz         	UCSC         	University of California, Santa Cruz                      	https://www.goslugs.com/sports/wten/index	ucscathletics	ucsc_wtennis	ucscwten	https://goo.gl/maps/tnfERhJL8FSCyoYu5
d3  	women	         	ME	Fort Kent          	UMFK         	University of Maine, Fort Kent                            	https://athletics.umfk.edu/sport/mtennis	umfk_bengals	umfk_athletics	BengalsUMFK	https://goo.gl/maps/BBTY7Sh3JNe4UKof8
d3  	women	         	NC	Asheville          	WWC          	Warren Wilson College                                     	https://warrenwilsonowls.com/sports/wten/index	wwcathletics	wwcathletics	wwcathletics	https://goo.gl/maps/9e4ACPzRQk6VEZsP7
d3  	women	LC       	DC	Washington         	CUA          	Catholic University of America                            	https://www.catholicathletics.com/sports/wten/index	catholicu_cards	catholicu_cards		https://goo.gl/maps/sUtpobMXYf2BZCyWA
d3  	women	LC       	NJ	Madison            	DU           	Drew University                                           	https://g.page/drew-university-madison?share	godrewrangers	drew_u_tennis	GoDrewRangers	
d3  	women	LC       	PA	Elizabethtown      	EC           	Elizabethtown College                                     	https://etownbluejays.com/index.aspx?path=wten	bluejaysten	etownbluejays	ElizabethtownCollegeTennis	https://goo.gl/maps/uKEfx4ZUY1KMyyCz7
d3  	women	LC       	MD	Towson             	GC           	Goucher College                                           	https://athletics.goucher.edu/sports/wten/index	gouchersports	gouchergophers	goucherwomenstennis	https://goo.gl/maps/3rxteCpSUrbAyAVLA
d3  	women	LC       	PA	Huntingdon         	JC           	Juniata College                                           	https://www.juniatasports.net/sports/wten/index	juniataeagles	juniatatennis	JuniataTennis	https://goo.gl/maps/Ut3X8Thjz53uNJVq7
d3  	women	LC       	PA	Betlehem           	MC           	Moravian College                                          	https://www.moraviansports.com/sports/wten/index	moraviantennis	moraviantennis	MoravianTennis	https://goo.gl/maps/9v3utnYUARQvq6q47
