---
tournaments: 375
withResults: 294
completed: 335
inProgress: 30
future: 10
events: 831
entrants: 22528
results: 33510
---
week	code	players	events	results	starts	ends	divisions	gender	name	organization	url
38	21-91616	 27	2	 38	2021-09-24	2021-09-25	DI                	W	Charleston Southern Invitational	Charleston Southern Univ. (W)	https://colleges.wearecollegetennis.com/competitions/CharlestonSouthernUnivW/Tournaments/Overview/0DAD2A4A-3B08-46CE-A853-2E2C8A41E803
38	21-92387	 23	2	 12	2021-09-26	2021-09-27	DI                	W	Crimson Clash Invitational	Harvard University (W)	https://colleges.wearecollegetennis.com/competitions/HarvardUniversityW/Tournaments/Overview/752CCDFE-B4CA-43BC-B2A3-ECA8A986B374
38	21-56702	 72	2	140	2021-09-24	2021-09-26	DI                	M	Elon Invitational	Elon University (M)	https://colleges.wearecollegetennis.com/competitions/ElonUniversityM/Tournaments/Overview/88FFAEBD-EA36-4335-8B1D-3F3BBC1F47AB
38	21-01576	 29	2	 48	2021-09-25	2021-09-26	DI                	W	Emily McNall Classic	UNC Asheville (W)	https://colleges.wearecollegetennis.com/competitions/UNCAshevilleW/Tournaments/Overview/0D572E9B-B482-4879-8E99-EF01542FECFB
38	21-26995	 28	2	 62	2021-09-24	2021-09-26	DI                	W	Hoosier Classic	Indiana University (W)	https://colleges.wearecollegetennis.com/competitions/IndianaUniversityW/Tournaments/Overview/1DDCC0A9-FDC4-4049-818C-9AE7035D2525
38	21-39721	113	2	262	2021-09-21	2021-09-25	DI                	M	ITA Division I Men's Mountain Regional Championship	Brigham Young University (M)	https://colleges.wearecollegetennis.com/competitions/BrighamYoungUniversityM/Tournaments/Overview/0A12EB81-68AE-4020-9FA2-B2DB100CE962
38	21-20374	140	2	276	2021-09-23	2021-09-27	DI                	M	ITA Division I Men's Ohio Valley Regional Championship	Univ. Of Tennessee, Knoxville (M)	https://colleges.wearecollegetennis.com/competitions/UnivOfTennesseeKnoxvilleM/Tournaments/Overview/E67E61FF-EAE8-48C4-A7F4-925524DBA1AC
38	21-30664	 96	2	145	2021-09-23	2021-09-27	DI                	W	ITA Division I Women's Midwest Regional Championship	University Of Illinois (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfIllinoisW/Tournaments/Overview/D364C7F9-D5B0-4D5F-854B-5805EE070BE4
38	21-90308	   	2	   	2021-09-25	2021-09-26	DI                	W	Lehigh Women's Invite	Lehigh University (W)	https://colleges.wearecollegetennis.com/competitions/LehighUniversityW/Tournaments/Overview/1CE6B392-5A54-43F9-A9F6-BAC5D49C0747
38	21-56169	 42	2	 82	2021-09-24	2021-09-26	DI                	M	Loyola Invitational	Loyola University Maryland (M)	https://colleges.wearecollegetennis.com/competitions/LoyolaUniversityMarylandM/Tournaments/Overview/72CD9175-7FAD-47BC-B686-CD1AF1858ECC
38	21-03887	 41	2	 78	2021-09-24	2021-09-25	DI                	W	Natchitoches Women's Care/Lady Demon Collegiate Invitational	Northwestern State Univ. (W)	https://colleges.wearecollegetennis.com/competitions/NorthwesternStateUnivW/Tournaments/Overview/8DB172DF-A5AF-4313-B281-4E6BF09C1F57
38	21-39692	 32	2	 54	2021-09-24	2021-09-26	DI                	W	Ole Miss Fall Invite	University Of Mississippi (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfMississippiW/Tournaments/Overview/5CF07ED7-A131-45ED-8D93-E6058EED2536
38	21-45740	 39	2	   	2021-09-24	2021-09-26	DI                	W	Purdue Invite	Purdue University (W)	https://colleges.wearecollegetennis.com/competitions/PurdueUniversityW/Tournaments/Overview/7BB7BD29-7CFA-40C8-8B1A-907141B28F7E
38	21-24236	 50	2	 58	2021-09-24	2021-09-26	DI                	M	Quinnipiac Invitational at Fairfield University	Quinnipiac University (M)	https://colleges.wearecollegetennis.com/competitions/QuinnipiacUniversityM/Tournaments/Overview/4CA1F754-31D9-4DCF-8BB3-0098D93E8693
38	21-29345	 24	2	 47	2021-09-24	2021-09-26	DI                	M	Rancher Collegiate Invitational	ITA	https://colleges.wearecollegetennis.com/competitions/ITA/Tournaments/Overview/8D7F2E07-AC4A-4E21-9AD6-185AA3004B4C
38	21-47703	 53	2	162	2021-09-23	2021-09-26	DI                	W	Ranked College Spotlight	North Carolina State Univ. (W)	https://colleges.wearecollegetennis.com/competitions/NorthCarolinaStateUnivW/Tournaments/Overview/2CBD0E5F-B8C8-4667-972F-0BCB4951BB75
38	21-84395	 63	2	149	2021-09-24	2021-09-26	DI                	M	Roadrunner Invitational	Univ. Of Texas, San Antonio (M)	https://colleges.wearecollegetennis.com/competitions/UnivOfTexasSanAntonioM/Tournaments/Overview/E7F7F76A-E6C1-4F1D-AFAC-36B9F1DB36FF
38	21-74651	 34	2	 71	2021-09-24	2021-09-26	DI                	W	Samford Round Robin #1	Samford University (W)	https://colleges.wearecollegetennis.com/competitions/SamfordUniversityW/Tournaments/Overview/EC00D221-086D-4EE8-BBFA-A8A76ACB92CB
38	21-08553	 31	2	 40	2021-09-24	2021-09-26	DI                	W	SMU Fall Invite	Southern Methodist Univ. (W)	https://colleges.wearecollegetennis.com/competitions/SouthernMethodistUnivW/Tournaments/Overview/DA20527E-5D36-4FBF-A32B-A3905E6A333C
38	21-18330	 43	2	 66	2021-09-24	2021-09-26	DI                	M	Southern Intercollegiates	University Of Georgia (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfGeorgiaM/Tournaments/Overview/B89A76E9-2709-4BFC-AAB2-ED109F32123C
38	21-39341	 23	2	 18	2021-09-25	2021-09-26	DI                	M	Southern Miss Men's Tennis Invitational	Univ. Of Southern Mississippi (M)	https://colleges.wearecollegetennis.com/competitions/UnivOfSouthernMississippiM/Tournaments/Overview/6381F499-3F70-463D-B86B-F6D5B23A4ADB
38	21-76161	 41	2	 69	2021-09-24	2021-09-26	DI                	W	Stetson Invite	Stetson University (W)	https://colleges.wearecollegetennis.com/competitions/StetsonUniversityW/Tournaments/Overview/EDD70DAB-65CC-4E26-BC6B-D0CC66FD5BAC
38	21-26764	 35	2	 29	2021-09-24	2021-09-26	DI                	W	Thunder in the Mountains	West Virginia University (W)	https://colleges.wearecollegetennis.com/competitions/WestVirginiaUniversityW/Tournaments/Overview/6F07BB8D-7FC6-4D88-B1F7-809501FCD0B1
38	21-42936	 57	2	   	2021-09-24	2021-09-26	DI                	M	Toledo Rocket Invitational	University Of Toledo (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfToledoM/Tournaments/Overview/82163CFE-9C1D-409A-B99B-CD82AF62340D
38	21-69719	 28	2	   	2021-09-24	2021-09-25	DI                	W	UNA Women's Tennis Classic	University Of North Alabama (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfNorthAlabamaW/Tournaments/Overview/D09BC058-0102-4062-90BE-1A0436D0E2C9
38	21-50226	 52	2	109	2021-09-24	2021-09-26	DI                	W	University of Minnesota Gopher Invitational	University Of Minnesota (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfMinnesotaW/Tournaments/Overview/B82F54CE-2334-45CA-976C-002A444F34CF
38	21-08100	 36	2	 67	2021-09-24	2021-09-26	DI                	M	UVA Orange & Blue Classic	University Of Virginia (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfVirginiaM/Tournaments/Overview/CF3502B7-78F4-4CCB-AB88-CC54F61E06F0
38	21-62669	 36	2	 36	2021-09-25	2021-09-25	DI                	M	Wabash Hidden Duals	Wabash College (M)	https://colleges.wearecollegetennis.com/competitions/WabashCollegeM/Tournaments/Overview/F852092B-DFCA-4C1A-8C98-83E3D2CDF000
38	21-88505	 28	2	   	2021-09-24	2021-09-25	DI                	W	Western Illinois University Fall Invite	Western Illinois University (W)	https://colleges.wearecollegetennis.com/competitions/WesternIllinoisUniversityW/Tournaments/Overview/F071C84F-6B2D-4B81-8D42-5B11D51EAB94
38	21-00699	 37	2	   	2021-09-25	2021-09-26	DI                	W	Xavier Invitational	Xavier University/OH (W)	https://colleges.wearecollegetennis.com/competitions/XavierUniversityOHW/Tournaments/Overview/3BA7BF0C-17C2-4B58-BBA3-BBA1627F8304
38	21-25873	109	2	162	2021-09-24	2021-09-25	DII,DIII,NAIA,JUCO	M	American Rivers Conference Men's Individual Tournament	ITA	https://colleges.wearecollegetennis.com/competitions/ITA/Tournaments/Overview/63F6590C-8978-4423-B779-D29954A953E1
38	21-08232	 29	2	 42	2021-09-24	2021-09-25	DII,DIII,NAIA,JUCO	M	Carnegie Mellon Invitational	Carnegie Mellon University (M)	https://colleges.wearecollegetennis.com/competitions/CarnegieMellonUniversityM/Tournaments/Overview/EB249D64-D6C7-4889-92CD-B7BE260DA2D6
38	21-09118	   	 	   	2021-09-24	2021-09-26	DII,DIII,NAIA,JUCO		Division II Men's Midwest ITA Regional Small College Championships	ITA	https://colleges.wearecollegetennis.com/competitions/ITA/Tournaments/Overview/A6CABDBC-9735-4323-8D74-CD5EECE660FE
38	21-22872	157	4	278	2021-09-24	2021-09-27	DII,DIII,NAIA,JUCO	MW	Division II Men’s & Women's South ITA Regional Championships	Florida Southern College (W)	https://colleges.wearecollegetennis.com/competitions/FloridaSouthernCollegeW/Tournaments/Overview/48AA87FD-E19B-4B61-B166-06F04513467E
38	21-93790	250	4	380	2021-09-24	2021-09-27	DII,DIII,NAIA,JUCO	MW	Division II Men’s & Women's Southeast ITA Regional Championships	ITA	https://colleges.wearecollegetennis.com/competitions/ITA/Tournaments/Overview/7F9E2B03-2CE5-4C01-B4E1-3DEFB16C1CCA
38	21-17274	181	2	356	2021-09-24	2021-09-26	DII,DIII,NAIA,JUCO	M	Division II Men’s Midwest ITA Regional Championships	Grand Valley State Univ. (M)	https://colleges.wearecollegetennis.com/competitions/GrandValleyStateUnivM/Tournaments/Overview/26DF39F0-F2D2-497F-BD96-DD51F691B038
38	21-02393	 97	2	194	2021-09-25	2021-09-27	DII,DIII,NAIA,JUCO	W	Division II Women's Atlantic ITA Regional Championships	Millersville University (W)	https://colleges.wearecollegetennis.com/competitions/MillersvilleUniversityW/Tournaments/Overview/AC190190-736B-4838-AE7A-A4CD92F079D3
38	21-38109	 75	2	156	2021-09-23	2021-09-25	DII,DIII,NAIA,JUCO	W	Division II Women's South Central ITA Regional Championships	Angelo State University (W)	https://colleges.wearecollegetennis.com/competitions/AngeloStateUniversityW/Tournaments/Overview/3ED81CC9-A8E1-4259-B508-B4D6EEF90A89
38	21-74251	150	2	283	2021-09-24	2021-09-26	DII,DIII,NAIA,JUCO	M	Division III Men's South ITA Regional Championships	Berry College (M)	https://colleges.wearecollegetennis.com/competitions/BerryCollegeM/Tournaments/Overview/CC92D4A0-BB0F-49D9-B0D3-36812E68174B
38	21-59346	142	2	245	2021-09-23	2021-09-26	DII,DIII,NAIA,JUCO	M	Division III Men's Southwest ITA Regional Championships	Trinity University (M)	https://colleges.wearecollegetennis.com/competitions/TrinityUniversityM/Tournaments/Overview/7E4A065E-3568-4C36-BAA5-012DA232FED0
38	21-19898	 99	2	109	2021-09-24	2021-09-26	DII,DIII,NAIA,JUCO	M	Division III Men’s New England ITA Regional Championships	Bowdoin College (M)	https://colleges.wearecollegetennis.com/competitions/BowdoinCollegeM/Tournaments/Overview/32495C08-214F-4BEB-9F2E-E234A71A4941
38	21-51444	 92	2	140	2021-09-24	2021-09-27	DII,DIII,NAIA,JUCO	W	Division III Women's Central ITA Regional Championships	Kalamazoo College (W)	https://colleges.wearecollegetennis.com/competitions/KalamazooCollegeW/Tournaments/Overview/6628EB19-1510-441E-BF90-1BDD023DDC58
38	21-82716	334	2	372	2021-09-24	2021-09-27	DII,DIII,NAIA,JUCO	W	Division III Women's Midwest ITA Regional Championships	Univ. Of Wisconsin, Whitewater (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfWisconsinWhitewaterW/Tournaments/Overview/FE39C064-1ABC-4E1B-B257-50C254262CB8
38	21-04287	 77	2	138	2021-09-24	2021-09-27	DII,DIII,NAIA,JUCO	W	Division III Women's Northwest ITA Regional Championships	George Fox University (W)	https://colleges.wearecollegetennis.com/competitions/GeorgeFoxUniversityW/Tournaments/Overview/9C28E830-6094-4EEB-9DA2-EB83C149B4FF
38	21-12873	153	2	189	2021-09-25	2021-09-27	DII,DIII,NAIA,JUCO	W	Division III Women's Southeast ITA Regional Championships	Univ. Of Mary Washington (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfMaryWashingtonW/Tournaments/Overview/CEC122F0-9AF9-4078-ADA9-EC78F5F83828
38	21-33883	 44	4	 76	2021-09-24	2021-09-26	DII,DIII,NAIA,JUCO	MW	Junior College Men's and Women's Central ITA Regional Championships	Cowley County CC (M)	https://colleges.wearecollegetennis.com/competitions/CowleyCountyCCM/Tournaments/Overview/BC95B2DD-9F42-4CC1-B3FD-B28A7F6354E1
38	21-59818	 50	4	 84	2021-09-24	2021-09-26	DII,DIII,NAIA,JUCO	MW	Junior College Men's and Women's Southeast ITA Regional Championships	Abraham Baldwin College (M)	https://colleges.wearecollegetennis.com/competitions/AbrahamBaldwinCollegeM/Tournaments/Overview/0C49FE79-13DE-4D89-BE12-0363D7D96FAE
38	21-74781	 44	4	 78	2021-09-24	2021-09-26	DII,DIII,NAIA,JUCO	MW	Junior College Men's and Women's Southwest ITA Regional Small College Championships	Tyler Jr. College (M)	https://colleges.wearecollegetennis.com/competitions/TylerJrCollegeM/Tournaments/Overview/AFDCB501-9485-41C1-8697-2065AFF6AC47
38	21-32805	 30	2	 45	2021-09-23	2021-09-25	DII,DIII,NAIA,JUCO	W	Junior College Women's Florida ITA Regional Championships	Hillsborough Comm. Coll. (W)	https://colleges.wearecollegetennis.com/competitions/HillsboroughCommCollW/Tournaments/Overview/7F0E69DB-E74C-484A-8008-85667F524119
38	21-97262	 62	2	131	2021-09-20	2021-09-20	DII,DIII,NAIA,JUCO	M	Kenyon Invitation	Kenyon College (M)	https://colleges.wearecollegetennis.com/competitions/KenyonCollegeM/Tournaments/Overview/225A96CA-C1D5-49B4-A355-4BE8F3451F69
38	21-15800	 40	2	 47	2021-09-24	2021-09-26	DII,DIII,NAIA,JUCO	W	Lindsay Morehouse Invitational	Williams College (W)	https://colleges.wearecollegetennis.com/competitions/WilliamsCollegeW/Tournaments/Overview/29825979-F460-4366-ACCA-41A880C0E1DA
38	21-71515	152	4	188	2021-09-24	2021-09-26	DII,DIII,NAIA,JUCO	MW	NAIA Men's & Women’s Central West ITA Regional Championships	Southwestern College (M)	https://colleges.wearecollegetennis.com/competitions/SouthwesternCollegeM/Tournaments/Overview/4634336A-CD7E-4460-A5BC-7A5845C12F23
38	21-49643	 74	2	106	2021-09-23	2021-09-26	DII,DIII,NAIA,JUCO	M	NAIA Men's Southeast ITA Regional Championships	Georgetown College (M)	https://colleges.wearecollegetennis.com/competitions/GeorgetownCollegeM/Tournaments/Overview/7E702573-A07E-4CDB-A96C-115EA4510962
38	21-30614	159	4	210	2021-09-23	2021-09-25	DII,DIII,NAIA,JUCO	MW	NAIA Men’s & Women's Central East ITA Regional Championships	Olivet Nazarene University (M)	https://colleges.wearecollegetennis.com/competitions/OlivetNazareneUniversityM/Tournaments/Overview/64071334-93D8-4F00-A376-DE31F2A79DBC
38	21-72834	 62	2	 90	2021-09-25	2021-09-26	DII,DIII,NAIA,JUCO	M	OC Fall Invite	Oberlin College (M)	https://colleges.wearecollegetennis.com/competitions/OberlinCollegeM/Tournaments/Overview/02EAFB57-060B-4809-8565-3B1994E24B41
38	21-43304	 28	2	   	2021-09-25	2021-09-25	DII,DIII,NAIA,JUCO	W	SLU Women's Invitational	St. Lawrence University (M)	https://colleges.wearecollegetennis.com/competitions/StLawrenceUniversityM/Tournaments/Overview/30A7E87D-28B1-49C9-A378-10FD9FB57350
38	21-75026	 30	1	 21	2021-09-25	2021-09-25	DII,DIII,NAIA,JUCO	M	WashU 1,2,3 Dubs Invite	Washington University In Saint Louis (M)	https://colleges.wearecollegetennis.com/competitions/WashingtonUniversityInSaintLouisM/Tournaments/Overview/E644A354-FFBF-4B57-9674-640D41D13C54
39	21-92523	 40	2	 88	2021-10-01	2021-10-03	DI                	M	Aggie Invitational	Univ. Of California, Davis (M)	https://colleges.wearecollegetennis.com/competitions/UnivOfCaliforniaDavisM/Tournaments/Overview/8C1469E6-3A8C-48A5-A340-2EB9734F03E4
39	21-91278	 36	2	 76	2021-10-01	2021-10-03	DI                	M	Arizona Wildcat Invitational	University of Arizona (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfArizonaM/Tournaments/Overview/93CC2692-092F-4733-A87B-063A8CC0F306
39	21-63890	 32	2	 47	2021-10-01	2021-10-03	DI                	W	Barb Chandler Classic	Boise State University (W)	https://colleges.wearecollegetennis.com/competitions/BoiseStateUniversityW/Tournaments/Overview/88302122-9593-4E3B-B392-8D6982533991
39	21-89128	   	2	   	2021-10-01	2021-10-03	DI                	M	Beeman/Drobac Invite	Michigan State University (M)	https://colleges.wearecollegetennis.com/competitions/MichiganStateUniversityM/Tournaments/Overview/A0511580-6431-44DE-8E63-E90AFFABD0EC
39	21-67194	 32	2	 50	2021-10-01	2021-10-03	DI                	W	Belmont Fall Invitational	Belmont University (M)	https://colleges.wearecollegetennis.com/competitions/BelmontUniversityM/Tournaments/Overview/F64ABCC8-8641-4B61-B7D4-452175BF749F
39	21-87840	 19	2	 12	2021-09-27	2021-09-27	DI                	W	BU Invitational	Boston University (W)	https://colleges.wearecollegetennis.com/competitions/BostonUniversityW/Tournaments/Overview/22EC5CF0-0A05-493E-B420-87938B3E4B6A
39	21-39279	 13	2	  9	2021-09-30	2021-09-30	DI                	M	BU Invite	Boston University (M)	https://colleges.wearecollegetennis.com/competitions/BostonUniversityM/Tournaments/Overview/A2243BD0-B01D-447E-89E6-9F9C5E5F85DA
39	21-92308	 33	2	   	2021-10-02	2021-10-03	DI                	M	College of Charleston Team Invite	College Of Charleston (M)	https://colleges.wearecollegetennis.com/competitions/CollegeOfCharlestonM/Tournaments/Overview/BDC90621-B28C-4A27-BC56-E94D9A7CB647
39	21-95483	 40	2	 70	2021-10-02	2021-10-03	DI                	M	Davidson College Invite	Davidson College (M)	https://colleges.wearecollegetennis.com/competitions/DavidsonCollegeM/Tournaments/Overview/4FC06E83-1130-4922-A9E2-D87227602B1E
39	21-42606	 72	2	143	2021-10-01	2021-10-03	DI                	W	Eagles Invitational	Eastern Michigan Univ. (W)	https://colleges.wearecollegetennis.com/competitions/EasternMichiganUnivW/Tournaments/Overview/47B6E347-F9DC-455F-9E51-1E407EB949E4
39	21-91236	 29	2	 34	2021-10-01	2021-10-02	DI                	M	EIU Panther Hidden Duals	Eastern Illinois University (M)	https://colleges.wearecollegetennis.com/competitions/EasternIllinoisUniversityM/Tournaments/Overview/76F02A73-E476-453B-AC3F-D212EECF4DAB
39	21-60580	 65	2	158	2021-10-01	2021-10-03	DI                	W	Florida Division 1 Bedford Cup, Women	Univ. Of South Florida (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfSouthFloridaW/Tournaments/Overview/C3845735-BCB5-44DE-9B50-9FA2F75B1EE9
39	21-03884	 17	2	 35	2021-10-01	2021-10-03	DI                	M	Hagedorn Hidden Dual	University Of San Diego (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfSanDiegoM/Tournaments/Overview/28696FCA-181E-40D9-9703-E366965C40F9
39	21-50278	 40	2	 89	2021-10-01	2021-10-03	DI                	W	HEB Invite	Baylor University (W)	https://colleges.wearecollegetennis.com/competitions/BaylorUniversityW/Tournaments/Overview/DED0835D-381B-47D9-8471-55474B03566B
39	21-23711	 25	2	 59	2021-10-01	2021-10-03	DI                	M	Idaho State Bengal Invitational	Idaho State University (M)	https://colleges.wearecollegetennis.com/competitions/IdahoStateUniversityM/Tournaments/Overview/49BE2191-9463-412E-ABD7-0A0DE6B56CDC
39	21-03077	132	2	135	2021-10-01	2021-10-04	DI                	W	ITA Division I Atlantic Women's Regional Championship	U.S. Naval Academy (W)	https://colleges.wearecollegetennis.com/competitions/USNavalAcademyW/Tournaments/Overview/EB66D8AE-2B72-4A34-AF59-E6C67DA9A6D8
39	21-54831	 79	2	124	2021-10-01	2021-10-04	DI                	W	ITA Division I Women's Atlantic Regional Championship	Liberty University (W)	https://colleges.wearecollegetennis.com/competitions/LibertyUniversityW/Tournaments/Overview/C52564C8-3C18-4053-9A72-29E45A0B7B93
39	21-67415	106	2	   	2021-10-01	2021-10-03	DI                	W	ITA Division I Women's Northeast Regional Championship	Univ. Of Pennsylvania (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfPennsylvaniaW/Tournaments/Overview/19C5EAFF-4E4C-4DBD-83F9-4FE76D915740
39	21-17427	123	2	132	2021-10-01	2021-10-03	DI                	W	ITA Division I Women's Northeasts Regional Championship	U.S. Military Academy (W)	https://colleges.wearecollegetennis.com/competitions/USMilitaryAcademyW/Tournaments/Overview/191E2014-085B-4A50-9C88-E77ADCAC62E1
39	21-73796	434	2	590	2021-10-02	2021-10-10	DI                	M	ITA Men's All-American Championships	ITA	https://colleges.wearecollegetennis.com/competitions/ITA/Tournaments/Overview/F14A95AE-33AF-413D-8FA0-0C8183F39A17
39	21-98114	 65	2	178	2021-09-29	2021-09-30	DI                	W	Kitty Harrison invitational	UNC Chapel Hill (W)	https://colleges.wearecollegetennis.com/competitions/UNCChapelHillW/Tournaments/Overview/FA922A97-8535-4C60-B295-7DF121FA2FD5
39	21-07548	221	4	548	2021-10-01	2021-10-03	DI                	MW	Mercer Gridiron Classic	Mercer University (M)	https://colleges.wearecollegetennis.com/competitions/MercerUniversityM/Tournaments/Overview/DA1EFD3A-A2A3-47C3-8E11-2A83F6F6F79E
39	21-39463	 39	2	 68	2021-10-01	2021-10-03	DI                	M	MSU Bulldog Invitational	Mississippi State Univ. (M)	https://colleges.wearecollegetennis.com/competitions/MississippiStateUnivM/Tournaments/Overview/A2C220BB-4E89-40B6-9B1B-7146CB044B77
39	21-08428	 46	2	 89	2021-10-01	2021-10-03	DI                	M	PNW Invitational	George Fox University (M)	https://colleges.wearecollegetennis.com/competitions/GeorgeFoxUniversityM/Tournaments/Overview/9EE91D50-DB27-4766-8225-C998F63F46BA
39	21-46636	 27	2	 22	2021-10-01	2021-10-02	DI                	W	Ragin' Cajun Classic	University Of Louisiana (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfLouisianaW/Tournaments/Overview/DDBBE380-D60F-4FD9-980F-0B18EFDE0446
39	21-47919	 33	2	   	2021-10-01	2021-10-02	DI                	W	Rocket Invite	University Of Toledo (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfToledoW/Tournaments/Overview/1048F1D3-F372-4A0C-9A4A-3F0D57040FE9
39	21-54933	 31	2	 62	2021-10-01	2021-10-03	DI                	M	Ron Wesbrooks Invitational	Lamar University (M)	https://colleges.wearecollegetennis.com/competitions/LamarUniversityM/Tournaments/Overview/2BEDAA6E-9524-4B56-852C-F997C8133696
39	21-32888	   	2	   	2021-10-01	2021-10-03	DI                	W	Saint Mary's Fall Invite	Saint Mary's College/CA (W)	https://colleges.wearecollegetennis.com/competitions/SaintMarysCollegeCAW/Tournaments/Overview/F128ABA1-4EC4-434A-93B6-83EDF1ED9260
39	21-25425	 66	2	128	2021-10-01	2021-10-03	DI                	M	South Carolina Men's Collegiate Championships	ITA	https://colleges.wearecollegetennis.com/competitions/ITA/Tournaments/Overview/C61DDA49-6047-4361-9048-8658AEA3B344
39	21-09694	 34	2	 62	2021-10-03	2021-10-04	DI                	W	Texas State Play Days	Texas State U-San Marcos (W)	https://colleges.wearecollegetennis.com/competitions/TexasStateUSanMarcosW/Tournaments/Overview/E55B506B-A548-43FC-8A20-46DAF11BD336
39	21-83081	 36	2	 60	2021-10-01	2021-10-02	DI                	M	UD Hidden Dual	University Of Dayton (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfDaytonM/Tournaments/Overview/23775795-B4D9-484F-A52D-CD5D37CB3702
39	21-25235	 26	2	 34	2021-10-02	2021-10-03	DI                	W	UH Fall Invitational	University Of Houston (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfHoustonW/Tournaments/Overview/81CEAFCF-07E3-42B0-BDDF-CB7D5F8E881B
39	21-47623	 29	2	 54	2021-10-01	2021-10-03	DI                	W	Utah Invite	University Of Utah (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfUtahW/Tournaments/Overview/7AF1E32C-8707-429F-A3C2-89B494D4EF50
39	21-43987	 30	2	 39	2021-10-02	2021-10-03	DI                	W	WCU Fall Invite	Western Carolina University (W)	https://colleges.wearecollegetennis.com/competitions/WesternCarolinaUniversityW/Tournaments/Overview/B2620864-02CA-45C5-97AD-B736DD738210
39	21-66025	 33	2	 71	2021-10-01	2021-10-03	DI                	W	Wolverine Invitational	University Of Michigan (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfMichiganW/Tournaments/Overview/6AF18612-0DD9-474B-9A98-4C630E99D501
39	21-07021	   	2	   	2021-10-01	2021-10-03	DII,DIII,NAIA,JUCO	W	Bearcat Invitational	Lander University (W)	https://colleges.wearecollegetennis.com/competitions/LanderUniversityW/Tournaments/Overview/AF939B4B-9F2C-4175-9E87-CB1DAD6FB575
39	21-35169	178	4	366	2021-10-01	2021-10-03	DII,DIII,NAIA,JUCO	MW	Division II Men’s & Women's Central ITA Regional Championships	Univ. Of Central Oklahoma (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfCentralOklahomaW/Tournaments/Overview/55DB2A57-28BD-4A0E-8718-D03067AF6672
39	21-74684	119	4	230	2021-09-29	2021-10-03	DII,DIII,NAIA,JUCO	MW	Division II Men’s & Women's West ITA Regional Championships	Fresno Pacific University (M)	https://colleges.wearecollegetennis.com/competitions/FresnoPacificUniversityM/Tournaments/Overview/0BAADC52-23C4-465C-8C3C-D0759CEDF247
39	21-08149	 63	2	130	2021-09-30	2021-10-02	DII,DIII,NAIA,JUCO	M	Division II Men’s South Central ITA Regional Championships	Midwestern State Univ. (M)	https://colleges.wearecollegetennis.com/competitions/MidwesternStateUnivM/Tournaments/Overview/BFA79EEC-3303-4163-86EB-C0E9E19BBADE
39	21-43730	 96	2	140	2021-10-01	2021-10-03	DII,DIII,NAIA,JUCO	M	Division III Men's Central ITA Regional Championships	Kalamazoo College (W)	https://colleges.wearecollegetennis.com/competitions/KalamazooCollegeW/Tournaments/Overview/4C90304B-D821-474C-BB23-F898C365EF87
39	21-45022	 76	2	   	2021-10-01	2021-10-03	DII,DIII,NAIA,JUCO	M	Division III Men's Northeast ITA Regional Championships	Hobart College (M)	https://colleges.wearecollegetennis.com/competitions/HobartCollegeM/Tournaments/Overview/3A70705E-975E-47F3-8FDB-B4D733E2A114
39	21-64584	195	4	350	2021-10-01	2021-10-03	DII,DIII,NAIA,JUCO	MW	Division III Men’s & Women's West ITA Regional Championships	Pomona Pitzer Colleges (M)	https://colleges.wearecollegetennis.com/competitions/PomonaPitzerCollegesM/Tournaments/Overview/931D4542-683A-4E1A-A71E-412599129E7A
39	21-95358	256	2	372	2021-10-01	2021-10-04	DII,DIII,NAIA,JUCO	M	Division III Men’s Midwest ITA Regional Championships	Gustavus Adolphus College (M)	https://colleges.wearecollegetennis.com/competitions/GustavusAdolphusCollegeM/Tournaments/Overview/8519DA88-A1E9-4C79-AC19-40A1CE8D1E94
39	21-50059	201	2	257	2021-10-01	2021-10-03	DII,DIII,NAIA,JUCO	M	Division III Men’s Southeast ITA Regional Championships	Univ. Of Mary Washington (M)	https://colleges.wearecollegetennis.com/competitions/UnivOfMaryWashingtonM/Tournaments/Overview/8701EF80-DDC5-4BB0-861B-552EB3F1C862
