---
tournaments: 375
withResults: 294
completed: 335
inProgress: 30
future: 10
events: 831
entrants: 22528
results: 33510
---
week	code	players	events	results	starts	ends	divisions	gender	name	organization	url
39	21-20521	129	2	161	2021-10-01	2021-10-03	DII,DIII,NAIA,JUCO	W	Division III Women's New England ITA Regional Championships	Bowdoin College (W)	https://colleges.wearecollegetennis.com/competitions/BowdoinCollegeW/Tournaments/Overview/3B5237BF-4437-4D8F-A92E-E64729597B7D
39	21-21997	159	2	187	2021-10-01	2021-10-03	DII,DIII,NAIA,JUCO	W	Division III Women's South ITA Regional Championships	Sewanee: U Of The South (W)	https://colleges.wearecollegetennis.com/competitions/SewaneeUOfTheSouthW/Tournaments/Overview/444BCEF3-8673-4922-AB1D-45C355E8DE28
39	21-36423	123	2	130	2021-09-30	2021-10-03	DII,DIII,NAIA,JUCO	W	Division III Women's Southwest ITA Regional Championships	University Of St. Thomas - Houston (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfStThomasHoustonW/Tournaments/Overview/39873211-F8A9-40EA-B250-F23B1167F8F3
39	21-66595	 99	2	   	2021-10-01	2021-10-03	DII,DIII,NAIA,JUCO	W	ITA Women's Regional Championship DIII	University Of St. Thomas - Houston (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfStThomasHoustonM/Tournaments/Overview/310F46BB-4C75-4457-A20F-A5B8D57D9D12
39	21-76964	 89	4	120	2021-10-01	2021-10-03	DII,DIII,NAIA,JUCO	MW	Junior College Men's and Women's Northern California ITA Regional Championships	American River College (M)	https://colleges.wearecollegetennis.com/competitions/AmericanRiverCollegeM/Tournaments/Overview/2B050623-25A8-4971-8174-FC551F6E2CA5
39	21-84365	111	4	218	2021-09-29	2021-10-03	DII,DIII,NAIA,JUCO	MW	Junior College Men's and Women's Southern ITA Regional Small College Championships	Jones College (M)	https://colleges.wearecollegetennis.com/competitions/JonesCollegeM/Tournaments/Overview/A4DBCAB5-789A-48A4-9899-225101F7D5FB
39	21-33851	   	4	   	2021-10-01	2021-10-03	DII,DIII,NAIA,JUCO	MW	NAIA Men's & Women’s Gulf ITA Regional Championships	Xavier University/LA (M)	https://colleges.wearecollegetennis.com/competitions/XavierUniversityLAM/Tournaments/Overview/18F4C7BC-E3AD-49F2-95DA-CEACA812C691
39	21-24046	154	4	   	2021-09-29	2021-10-03	DII,DIII,NAIA,JUCO	MW	NAIA Men’s & Women's Midwest ITA Regional Championships	Indiana Wesleyan University (M)	https://colleges.wearecollegetennis.com/competitions/IndianaWesleyanUniversityM/Tournaments/Overview/F55D5463-BF71-42B4-90FF-EF8B87371ED1
39	21-30655	 94	4	129	2021-09-29	2021-10-02	DII,DIII,NAIA,JUCO	MW	NAIA Men’s & Women's West ITA Regional Championships	San Diego Christian College (M)	https://colleges.wearecollegetennis.com/competitions/SanDiegoChristianCollegeM/Tournaments/Overview/69F8695F-2504-428C-A795-59FCBAC34422
39	21-52083	 41	2	 55	2021-10-02	2021-10-03	DII,DIII,NAIA,JUCO	M	Panther Classic	Middlebury College (M)	https://colleges.wearecollegetennis.com/competitions/MiddleburyCollegeM/Tournaments/Overview/BA2B3B31-CD0C-40C8-96BC-A0F69FEED591
39	21-08096	 85	4	 68	2021-10-02	2021-10-04	DII,DIII,NAIA,JUCO	MW	PSAC Individual Tennis Championship	Bloomsburg University (M)	https://colleges.wearecollegetennis.com/competitions/BloomsburgUniversityM/Tournaments/Overview/9C9FD25D-5DFE-447C-B77B-66779A3043D4
40	21-88210	 51	2	132	2021-10-08	2021-10-10	DI                	M	2021 UCSB Fall Classic	University Of California, Santa Barbara (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfCaliforniaSantaBarbaraM/Tournaments/Overview/2F7EB019-9604-4C46-AB6B-C0D90CFA767C
40	21-12073	 45	1	 57	2021-10-04	2021-10-04	DI                	W	2nd UCA FALL INVITATIONAL TOURNAMENT	Univ. Of Central Arkansas (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfCentralArkansasW/Tournaments/Overview/7737FD94-882F-4257-A700-306375BD09EC
40	21-68924	 68	2	143	2021-10-08	2021-10-10	DI                	W	49er Invite	UNC Charlotte (W)	https://colleges.wearecollegetennis.com/competitions/UNCCharlotteW/Tournaments/Overview/928AA6BE-846A-430B-89FA-222F70E8CCBB
40	21-90248	 42	2	   	2021-10-08	2021-10-10	DI                	M	5th Annual REDBIRD INVITATIONAL	Illinois State University (M)	https://colleges.wearecollegetennis.com/competitions/IllinoisStateUniversityM/Tournaments/Overview/7772CA6D-52F5-46C1-B0F2-1F3582129E5B
40	21-11157	 52	2	136	2021-10-07	2021-10-10	DI                	M	Bulldawg Invitational	University Of Georgia (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfGeorgiaM/Tournaments/Overview/E852A032-B38E-4230-AF15-521B40661556
40	21-24398	 26	2	 46	2021-10-09	2021-10-10	DI                	W	Cincinnati/Xavier Fall Invitational	University Of Cincinnati (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfCincinnatiW/Tournaments/Overview/B236EDCE-427F-4321-AE87-AD3F3A8FB326
40	21-41768	 46	2	   	2021-10-08	2021-10-10	DI                	M	Clemson Hidden Duals	Clemson University (M)	https://colleges.wearecollegetennis.com/competitions/ClemsonUniversityM/Tournaments/Overview/FA5825C1-E156-45E3-AB26-60077E129770
40	21-80207	 54	2	 85	2021-10-08	2021-10-10	DI                	M	Florida Division I - Bedford Cup, Men 2021	Florida State University (M)	https://colleges.wearecollegetennis.com/competitions/FloridaStateUniversityM/Tournaments/Overview/BC815F42-1280-4DE6-AA2C-70DAF99AF683
40	21-23829	 94	2	116	2021-10-08	2021-10-10	DI                	W	Georgia Southern Fall Shootout	Georgia Southern University (W)	https://colleges.wearecollegetennis.com/competitions/GeorgiaSouthernUniversityW/Tournaments/Overview/786347CE-968D-49AF-86B6-AE9394B881DC
40	21-57375	   	2	   	2021-10-08	2021-10-10	DI                	W	Husky Invitational	University Of Washington (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfWashingtonW/Tournaments/Overview/D65D4068-5982-45E7-84BC-99BBD165724E
40	21-68261	127	2	160	2021-10-04	2021-10-10	DI                	W	ITA Women's All-American Championship	ITA	https://colleges.wearecollegetennis.com/competitions/ITA/Tournaments/Overview/B19460E5-6590-4ECD-B42F-E38FB40E4E0B
40	21-66349	 30	2	 49	2021-10-08	2021-10-09	DI                	W	Jimmy Powell Invitational	Elon University (W)	https://colleges.wearecollegetennis.com/competitions/ElonUniversityW/Tournaments/Overview/F4AF6377-B945-4B70-BA5B-A26323CA4E0B
40	21-72773	 33	2	 32	2021-10-08	2021-10-10	DI                	W	June Stewart	Vanderbilt University (W)	https://colleges.wearecollegetennis.com/competitions/VanderbiltUniversityW/Tournaments/Overview/572ACF1A-EC23-4778-B429-82AFAA48E432
40	21-66132	 48	2	 93	2021-10-08	2021-10-10	DI                	W	Long Beach State Fall Tournament	Long Beach State Univ. (W)	https://colleges.wearecollegetennis.com/competitions/LongBeachStateUnivW/Tournaments/Overview/2DA2FE11-5CCE-4140-94C9-8E6CB1763488
40	21-67948	 31	2	 50	2021-10-08	2021-10-10	DI                	M	Loyola Classic	Loyola University Maryland (M)	https://colleges.wearecollegetennis.com/competitions/LoyolaUniversityMarylandM/Tournaments/Overview/AB7FBE26-FE50-424D-9106-ABE927A5913F
40	21-95059	 53	2	 95	2021-10-08	2021-10-10	DI                	W	MVC Individual Championships	Valparaiso University (W)	https://colleges.wearecollegetennis.com/competitions/ValparaisoUniversityW/Tournaments/Overview/B904C732-831F-4CCF-A9CB-89AC1D5C58BB
40	21-53408	 78	2	116	2021-10-08	2021-10-10	DI                	W	Navy Blue and Gold Invitational	U.S. Naval Academy (W)	https://colleges.wearecollegetennis.com/competitions/USNavalAcademyW/Tournaments/Overview/BA928D6A-090B-41A5-8693-10CCFB0E699C
40	21-99710	107	2	183	2021-10-08	2021-10-10	DI                	M	River City Tennis Open	University Of Richmond (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfRichmondM/Tournaments/Overview/D32B75E1-66BD-4EC6-9C14-9016A5EFDDEB
40	21-46673	 35	2	 63	2021-10-08	2021-10-10	DI                	W	Samford Round Robin #2	Samford University (W)	https://colleges.wearecollegetennis.com/competitions/SamfordUniversityW/Tournaments/Overview/866AEBC3-0F9A-4F7D-BD2A-0388738EE871
40	21-50227	 25	2	 30	2021-10-10	2021-10-10	DI                	W	SEMO Invitational	Southeast Missouri State Univ. (W)	https://colleges.wearecollegetennis.com/competitions/SoutheastMissouriStateUnivW/Tournaments/Overview/E0892C7B-1714-4B99-A547-2386D7847CF2
40	21-78857	 58	2	118	2021-10-08	2021-10-10	DI                	W	SMU Red and Blue Invite	Southern Methodist Univ. (W)	https://colleges.wearecollegetennis.com/competitions/SouthernMethodistUnivW/Tournaments/Overview/4628479A-19D9-4AD2-91AA-D180971411D5
40	21-75174	 38	2	 68	2021-10-08	2021-10-10	DI                	W	USC Women of Troy Invitational	University Of Southern California (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfSouthernCaliforniaW/Tournaments/Overview/204DAA45-DC48-452D-9B49-1BCD4C5EE09F
40	21-47231	 41	2	131	2021-10-07	2021-10-10	DI                	M	Utah Invitational	University Of Utah (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfUtahM/Tournaments/Overview/AF39BA57-9E31-4A64-A7C6-A8EB964130E1
40	21-77667	 48	2	 92	2021-10-08	2021-10-10	DI                	W	Wildcat Invite	Northwestern University (W)	https://colleges.wearecollegetennis.com/competitions/NorthwesternUniversityW/Tournaments/Overview/8B95BB2A-65A5-405B-8ED4-06CABB9BE847
40	21-70570	 35	2	 64	2021-10-09	2021-10-10	DI                	M	WMU Vredevelt Invite	Western Michigan University (M)	https://colleges.wearecollegetennis.com/competitions/WesternMichiganUniversityM/Tournaments/Overview/4E6EACD5-9D8F-4948-8186-71F8E68AFAB3
40	21-93245	 32	2	 58	2021-10-08	2021-10-09	DI                	M	Youngstown State Hidden Duals	Youngstown State Univ. (M)	https://colleges.wearecollegetennis.com/competitions/YoungstownStateUnivM/Tournaments/Overview/268120DD-C964-42CC-B897-64E74AB6C877
40	21-27941	 53	4	 81	2021-10-08	2021-10-12	DII,DIII,NAIA,JUCO	MW	C.L Varner Invitational	Rollins College (M)	https://colleges.wearecollegetennis.com/competitions/RollinsCollegeM/Tournaments/Overview/3CD48F05-0A53-43AA-90D0-6464D0615B24
40	21-83735	 44	2	 78	2021-10-08	2021-10-09	DII,DIII,NAIA,JUCO	M	Crusader Shootout	Belmont Abbey College (M)	https://colleges.wearecollegetennis.com/competitions/BelmontAbbeyCollegeM/Tournaments/Overview/BC87D014-56AE-443B-9D59-D779656313B9
40	21-89530	110	4	   	2021-10-09	2021-10-10	DII,DIII,NAIA,JUCO	MW	Enchanted Valley Showdown	Young Harris College (W)	https://colleges.wearecollegetennis.com/competitions/YoungHarrisCollegeW/Tournaments/Overview/7F830DEB-D5D7-4BD7-90CB-2AEBD2234FB0
40	21-99765	 33	2	 67	2021-10-08	2021-10-09	DII,DIII,NAIA,JUCO	M	Lander Invitational	Lander University (M)	https://colleges.wearecollegetennis.com/competitions/LanderUniversityM/Tournaments/Overview/A9A160D2-0993-4E51-B0C1-9F42F24D9401
40	21-77230	 49	2	 89	2021-10-08	2021-10-09	DII,DIII,NAIA,JUCO	W	Lander Women's Invitational	Lander University (W)	https://colleges.wearecollegetennis.com/competitions/LanderUniversityW/Tournaments/Overview/6053BAF3-4CF6-4203-B383-52C091D412FE
40	21-32206	 35	2	 50	2021-10-09	2021-10-10	DII,DIII,NAIA,JUCO	W	Middlebury Invitational	Middlebury College (W)	https://colleges.wearecollegetennis.com/competitions/MiddleburyCollegeW/Tournaments/Overview/D889F4C1-8A2D-40E4-B0A0-293D735D6889
40	21-35191	   	2	   	2021-10-08	2021-10-10	DII,DIII,NAIA,JUCO	W	Newitt	Smith College (W)	https://colleges.wearecollegetennis.com/competitions/SmithCollegeW/Tournaments/Overview/D0EE6286-4362-4A11-82BA-0577E48A7B64
40	21-16089	 46	2	 71	2021-10-08	2021-10-10	DII,DIII,NAIA,JUCO	W	Rumble by the River	Northeastern State U. (W)	https://colleges.wearecollegetennis.com/competitions/NortheasternStateUW/Tournaments/Overview/6CDF33CD-A0E5-4CA9-BD9D-2F5B12B0FE50
40	21-18906	 40	2	 66	2021-10-08	2021-10-10	DII,DIII,NAIA,JUCO	W	Saint Leo Lion Fall Invitational - Women	Saint Leo University (W)	https://colleges.wearecollegetennis.com/competitions/SaintLeoUniversityW/Tournaments/Overview/CD3EA260-EE7B-4CC4-AEAD-3B2FCD79FEE4
40	21-27918	 66	2	 81	2021-10-09	2021-10-10	DII,DIII,NAIA,JUCO	M	Wallach Invitational 2021	Bates College (M)	https://colleges.wearecollegetennis.com/competitions/BatesCollegeM/Tournaments/Overview/9A9631B7-DAC4-4372-8ABD-D57233DA7E4F
40	21-01807	 78	2	129	2021-10-08	2021-10-09	DII,DIII,NAIA,JUCO	W	Warhawk Fall Invitational	Univ. Of Wisconsin, Whitewater (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfWisconsinWhitewaterW/Tournaments/Overview/0D92B574-F815-4CD2-9DB5-9DE635B3C608
41	21-42792	   	1	   	2021-10-15	2021-10-17	DI                	M	Ball State Fall Invite	Ball State University (M)	https://colleges.wearecollegetennis.com/competitions/BallStateUniversityM/Tournaments/Overview/D509D00E-445B-4F77-802B-9FBFF2D92EB7
41	21-28974	 27	2	 50	2021-10-11	2021-10-12	DI                	M	Belmont Fall Invite	Belmont University (M)	https://colleges.wearecollegetennis.com/competitions/BelmontUniversityM/Tournaments/Overview/7B6195EA-4B1E-4B0F-8B5E-7E14B47D14DB
41	21-58015	 60	2	 93	2021-10-16	2021-10-17	DI                	W	Brown Classic	Brown University (W)	https://colleges.wearecollegetennis.com/competitions/BrownUniversityW/Tournaments/Overview/EB02B6B4-F180-44F5-853D-BF4D2B75D1B1
41	21-69055	 23	2	 48	2021-10-15	2021-10-17	DI                	M	Bulldog Cup	Drake University (M)	https://colleges.wearecollegetennis.com/competitions/DrakeUniversityM/Tournaments/Overview/E5226D90-0B0F-4917-B0A4-15587CD57CC2
41	21-21760	 31	2	 32	2021-10-15	2021-10-17	DI                	M	Commodore Classic	Vanderbilt University (M)	https://colleges.wearecollegetennis.com/competitions/VanderbiltUniversityM/Tournaments/Overview/A3317696-F968-47E1-95B9-F8086BD11FA0
41	21-10431	   	2	   	2021-10-15	2021-10-17	DI                	M	Fighting Illini Invite	University Of Illinois (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfIllinoisM/Tournaments/Overview/4DAD8F21-9326-420E-B8FB-259D52500DC0
41	21-23395	177	2	218	2021-10-14	2021-10-17	DI                	M	ITA Division I Men's Atlantic Regional Championship	U.S. Naval Academy (M)	https://colleges.wearecollegetennis.com/competitions/USNavalAcademyM/Tournaments/Overview/A979E3AC-08B4-441B-A999-C5907C7B7D42
41	21-08423	 52	2	 78	2021-10-14	2021-10-17	DI                	M	ITA Division I Men's Atlantic Regional Championship	Liberty University (M)	https://colleges.wearecollegetennis.com/competitions/LibertyUniversityM/Tournaments/Overview/B5A1486D-EA26-4E7E-8767-8781155C0580
41	21-34853	173	2	210	2021-10-14	2021-10-19	DI                	M	ITA Division I Men's Northeast Regional Championship	Univ. Of Pennsylvania (M)	https://colleges.wearecollegetennis.com/competitions/UnivOfPennsylvaniaM/Tournaments/Overview/1D66CEC3-2F53-496E-BEA5-B3F3131C4BE4
41	21-05800	 62	2	105	2021-10-13	2021-10-17	DI                	M	ITA Division I Men's Northwest Regional Championship	Saint Mary's College/CA (M)	https://colleges.wearecollegetennis.com/competitions/SaintMarysCollegeCAM/Tournaments/Overview/3CA3D40C-530C-46B7-9F71-79C24F90687E
41	21-10002	 51	2	 71	2021-10-13	2021-10-17	DI                	M	ITA Division I Men's Northwest Regional Championship	University Of Oregon (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfOregonM/Tournaments/Overview/BFC2ABF6-E5EC-4F08-B669-9067560B6E1A
41	21-67380	100	2	 97	2021-10-14	2021-10-19	DI                	M	ITA Division I Men's Southern Regional Championship	Auburn University (M)	https://colleges.wearecollegetennis.com/competitions/AuburnUniversityM/Tournaments/Overview/990920A1-C2A2-4E8D-9948-6D38FB2F7DBE
41	21-59010	117	2	200	2021-10-13	2021-10-17	DI                	M	ITA Division I Men's Texas Regional Championship	Texas A&M University (M)	https://colleges.wearecollegetennis.com/competitions/TexasAMUniversityM/Tournaments/Overview/4356F6E7-2D81-4119-A2B5-349CB438D62A
41	21-74915	123	2	268	2021-10-14	2021-10-17	DI                	W	ITA Division I Women's Mountain Regional Championship	Univ. Of Nevada, Las Vegas (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfNevadaLasVegasW/Tournaments/Overview/8349E296-1156-4B75-8B7A-EB4125B5FBAD
41	21-91243	 52	2	 46	2021-10-14	2021-10-17	DI                	W	ITA Division I Women's Northeast Regional Championship	Princeton University (W)	https://colleges.wearecollegetennis.com/competitions/PrincetonUniversityW/Tournaments/Overview/0C7B6C0C-55A8-40D4-99E2-74A41DAE65B6
41	21-46458	 93	2	152	2021-10-14	2021-10-27	DI                	W	ITA Division I Women's Southeast Regional Championship	University Of Central Florida (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfCentralFloridaW/Tournaments/Overview/477EFA21-99A1-4948-BCBA-3E47323DA44C
41	21-32447	122	2	235	2021-10-14	2021-10-19	DI                	W	ITA Division I Women's Southern Regional Championship	University Of Alabama (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfAlabamaW/Tournaments/Overview/3664EBFB-3074-4E63-93F8-6E120D21EEF6
41	21-76092	108	2	182	2021-10-14	2021-10-18	DI                	W	ITA Division I Women's Texas Regional Championship	Texas Christian University (W)	https://colleges.wearecollegetennis.com/competitions/TexasChristianUniversityW/Tournaments/Overview/9574C0F1-FB6F-4587-813E-366D4EF8CD5F
41	21-27355	 45	2	103	2021-10-15	2021-10-17	DI                	M	Louisville Invitational	University Of Louisville (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfLouisvilleM/Tournaments/Overview/27F0528B-D74E-4D20-9AFD-C621F8FBBABA
41	21-82907	 28	2	 57	2021-10-15	2021-10-17	DI                	W	Martha Thorn Invitational	West Virginia University (W)	https://colleges.wearecollegetennis.com/competitions/WestVirginiaUniversityW/Tournaments/Overview/0BF52CA4-E91A-4D61-9B44-270AE4D10F2A
41	21-62211	 20	2	 36	2021-10-15	2021-10-17	DI                	M	San Diego State Fall Invite	San Diego State University (M)	https://colleges.wearecollegetennis.com/competitions/SanDiegoStateUniversityM/Tournaments/Overview/1F13D532-5D31-4892-B7C1-B9E81D0A2666
41	21-41868	 49	2	 82	2021-10-15	2021-10-17	DI                	M	UTC-Steve Baras Invitational	Univ. Of Tennessee, Chattanooga (M)	https://colleges.wearecollegetennis.com/competitions/UnivOfTennesseeChattanoogaM/Tournaments/Overview/4C516159-62E0-459E-B99D-A70E8B754410
41	21-40542	 31	2	 60	2021-10-15	2021-10-17	DI                	W	Viking Invitational	Cleveland State University (W)	https://colleges.wearecollegetennis.com/competitions/ClevelandStateUniversityW/Tournaments/Overview/FAC43618-AC29-4932-9874-0402332C5CE0
41	21-17879	 46	2	 72	2021-10-16	2021-10-17	DII,DIII,NAIA,JUCO	W	2021 Midwest Conference Women's Tennis Individual Tournament	Cornell College (W)	https://colleges.wearecollegetennis.com/competitions/CornellCollegeW/Tournaments/Overview/0CC07440-25FC-4F24-9F86-8DF228D746C7
41	21-35590	100	2	   	2021-10-15	2021-10-16	DII,DIII,NAIA,JUCO	W	American Rivers Conference Women's Individual Tournament	ITA	https://colleges.wearecollegetennis.com/competitions/ITA/Tournaments/Overview/CE1E3C19-DD67-4D93-A46C-1B94A9C7BB6C
41	21-00186	286	4	343	2021-10-14	2021-10-17	DII,DIII,NAIA,JUCO	MW	ITA Cup	ITA	https://colleges.wearecollegetennis.com/competitions/ITA/Tournaments/Overview/0290D146-CA89-4E5D-BBC2-83C8E09F3A13
41	21-60014	 37	2	   	2021-10-16	2021-10-17	DII,DIII,NAIA,JUCO	M	Purdue University Northwest Fall Invitational	Purdue University Northwest (M)	https://colleges.wearecollegetennis.com/competitions/PurdueUniversityNorthwestM/Tournaments/Overview/A63832A0-768B-401A-B044-F7960762A033
41	21-20820	 33	2	 61	2021-10-16	2021-10-17	DII,DIII,NAIA,JUCO	W	Royal Rumble 2	Queens Univ. Of Charlotte (M)	https://colleges.wearecollegetennis.com/competitions/QueensUnivOfCharlotteM/Tournaments/Overview/5B68DF76-F602-4006-AC13-CF5BD0659FF4
41	21-98443	 41	2	 74	2021-10-15	2021-10-17	DII,DIII,NAIA,JUCO	M	Saint Leo Lion Fall Invitational - Men	Saint Leo University (M)	https://colleges.wearecollegetennis.com/competitions/SaintLeoUniversityM/Tournaments/Overview/5288C110-F2C6-4021-B55E-C23A5BE7B033
41	21-80073	 36	2	   	2021-10-16	2021-10-17	DII,DIII,NAIA,JUCO	M	Wesleyan Invitational	Wesleyan University (M)	https://colleges.wearecollegetennis.com/competitions/WesleyanUniversityM/Tournaments/Overview/97551E13-3CF5-4AD8-BE52-A4FFC8E694D9
42	21-66816	   	2	   	2021-10-19	2021-10-20	DI                	W	Butler Tournament	Butler University (W)	https://colleges.wearecollegetennis.com/competitions/ButlerUniversityW/Tournaments/Overview/45538F4F-967B-4406-89E5-E45D5C87331B
42	21-40389	 41	2	 81	2021-10-22	2021-10-24	DI                	W	Cissie Leary Tournament	Univ. Of Pennsylvania (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfPennsylvaniaW/Tournaments/Overview/52F512A2-C6C9-455D-99FE-554E90CDACD3
42	21-65872	 44	4	 69	2021-10-22	2021-10-24	DI                	MW	Islander Open	Texas A&M University, Corpus Christi (M)	https://colleges.wearecollegetennis.com/competitions/TexasAMUniversityCorpusChristiM/Tournaments/Overview/A170BFCF-49FB-4619-AEA2-0BF545C38F08
42	21-64509	154	2	321	2021-10-21	2021-10-25	DI                	W	ITA Division I Carolina Women's Regional Championship	Wake Forest University (W)	https://colleges.wearecollegetennis.com/competitions/WakeForestUniversityW/Tournaments/Overview/61F146C9-753C-4458-9E95-EE269C0BB692
42	21-69139	 70	2	 96	2021-10-22	2021-10-25	DI                	M	ITA Division I Men's Atlantic Super Regional Championship	Old Dominion University (M)	https://colleges.wearecollegetennis.com/competitions/OldDominionUniversityM/Tournaments/Overview/E9C8EB3D-E4DF-474A-A6B4-6B1FEA7BE33A
42	21-42333	133	2	262	2021-10-22	2021-10-26	DI                	M	ITA Division I Men's Carolina Regional Championship	Duke University (M)	https://colleges.wearecollegetennis.com/competitions/DukeUniversityM/Tournaments/Overview/3619E668-F531-4330-85DA-E1542DDFC2FD
42	21-50726	 93	2	178	2021-10-21	2021-10-25	DI                	M	ITA Division I Men's Central Regional Championship	University Of Nebraska (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfNebraskaM/Tournaments/Overview/5C06D6C9-B27E-4C47-A3E5-6CFEE67B302C
42	21-68953	171	2	181	2021-10-21	2021-10-25	DI                	M	ITA Division I Men's Midwest Regional Championship	Michigan State University (M)	https://colleges.wearecollegetennis.com/competitions/MichiganStateUniversityM/Tournaments/Overview/EDF51444-0D05-4314-9A0B-AA5FCCB123E8
42	21-64957	 42	2	 61	2021-10-22	2021-10-25	DI                	M	ITA Division I Men's Northwest Super Regional Championship	University Of Washington (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfWashingtonM/Tournaments/Overview/FCD50A53-E765-4641-A4EF-4F8678B573CA
42	21-64282	109	2	173	2021-10-21	2021-10-25	DI                	M	ITA Division I Men's Southeast Regional Championship	University of Florida (M)	https://colleges.wearecollegetennis.com/competitions/UniversityofFloridaM/Tournaments/Overview/9D4442EF-EDDA-4966-A2A7-B231F8F0E231
42	21-55204	112	2	225	2021-10-21	2021-10-25	DI                	M	ITA Division I Men's Southwest Regional Championship	Pepperdine University (M)	https://colleges.wearecollegetennis.com/competitions/PepperdineUniversityM/Tournaments/Overview/53D82E6B-0143-4273-B87C-40C39ABF05F0
42	21-49776	 66	2	 66	2021-10-22	2021-10-25	DI                	W	ITA Division I Women's Atlantic Regional Championship	University Of Virginia (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfVirginiaW/Tournaments/Overview/03D2591A-B4EA-40D0-84EE-FA366640953F
42	21-25213	229	2	340	2021-10-21	2021-10-25	DI                	W	ITA Division I Women's Central Regional Championship	University Of Iowa (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfIowaW/Tournaments/Overview/D14DFB81-5E2F-4C19-96BD-C7C8E01E527B
42	21-91007	 55	2	 56	2021-10-22	2021-10-26	DI                	W	ITA Division I Women's Midwest Regional Championship	Ohio State University (W)	https://colleges.wearecollegetennis.com/competitions/OhioStateUniversityW/Tournaments/Overview/6552AE44-FB48-4C1E-A09A-B67C23ED4FEA
42	21-52217	150	2	210	2021-10-22	2021-10-26	DI                	W	ITA Division I Women's Northwest Regional Championship	Stanford University (W)	https://colleges.wearecollegetennis.com/competitions/StanfordUniversityW/Tournaments/Overview/069089F9-1C02-43BD-82B5-B68774093F12
42	21-97599	184	2	305	2021-10-20	2021-10-25	DI                	W	ITA Division I Women's Ohio Valley Regional Championship	Middle Tennessee State University (W)	https://colleges.wearecollegetennis.com/competitions/MiddleTennesseeStateUniversityW/Tournaments/Overview/34C6481F-30D0-4BCE-8E27-2B57D253FF5B
42	21-15310	134	2	287	2021-10-21	2021-10-25	DI                	W	ITA Division I Women's Southwest Regional Championship	University Of San Diego (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfSanDiegoW/Tournaments/Overview/9B2A2826-DFA4-4AF2-9D87-2A1D153E1CC1
42	21-36554	 27	2	 49	2021-10-22	2021-10-24	DI                	W	The Georgia Invitational	University Of Georgia (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfGeorgiaW/Tournaments/Overview/01A4B27D-4D73-4167-8630-758894B435E5
42	21-19659	 13	2	   	2021-10-23	2021-10-23	DI                	M	UNA Men's Classic	University Of North Alabama (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfNorthAlabamaM/Tournaments/Overview/A9056FEF-25AD-4F2E-9338-1E7D25480DA0
42	21-05827	   	2	   	2021-10-23	2021-10-24	DII,DIII,NAIA,JUCO	W	2021 Wisconsin Intercollegiate Athletic Conference (WIAC) Women's Tennis Championship	Univ. Of Wisconsin, Whitewater (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfWisconsinWhitewaterW/Tournaments/Overview/A0CDEAF6-7B11-4E2C-9CAE-7B8AE58AA1CB
42	21-41693	 90	4	129	2021-10-21	2021-10-22	DII,DIII,NAIA,JUCO	MW	Crusader Invitational	Belmont Abbey College (M)	https://colleges.wearecollegetennis.com/competitions/BelmontAbbeyCollegeM/Tournaments/Overview/8CA8C6DB-8791-45F5-A4E5-FFA09FB1EFD1
42	21-28500	 81	4	165	2021-10-22	2021-10-23	DII,DIII,NAIA,JUCO	MW	Eagle Invitational	Carson-Newman University (M)	https://colleges.wearecollegetennis.com/competitions/CarsonNewmanUniversityM/Tournaments/Overview/FA529FF6-2F0C-4A2B-98E2-9375081745F2
42	21-93512	154	4	295	2021-10-22	2021-10-24	DII,DIII,NAIA,JUCO	MW	GSC Fall Individual Tournament	University Of West Alabama (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfWestAlabamaM/Tournaments/Overview/3F52D38E-E55E-401F-9FFF-DE42949C2FFF
