---
tournaments: 115
events: 236
eventsWithDraws: 40
eventsWithoutDraws: 196
draws: 157
brackets: 460
results: 2660
---
tournamentCode	eventId	drawId	bracketId	gender	eventName	drawName	bracketName	rounds	results
21-47655	1	3	1	W	Women's Open Singles	Grey	EAST	16,QF,SF,F	15
21-47655	1	3	2	W	Women's Open Singles	Grey	WEST	QF,SF,F	7
21-47655	1	3	3	W	Women's Open Singles	Grey	NORTH	SF,F	3
21-47655	1	3	4	W	Women's Open Singles	Grey	3-4 Playoff	F	1
21-47655	1	3	5	W	Women's Open Singles	Grey	SOUTH	SF,F	3
21-47655	1	3	6	W	Women's Open Singles	Grey	SOUTHWEST	F	1
21-47655	1	3	7	W	Women's Open Singles	Grey	NORTHWEST	F	1
21-47655	1	3	8	W	Women's Open Singles	Grey	SOUTHEAST	F	1
21-47655	2	1	1	W	Women's Open Doubles	Doubles	EAST	32,16,QF,SF,F	31
21-47655	2	1	2	W	Women's Open Doubles	Doubles	WEST	16,QF,SF,F	15
21-47655	2	1	3	W	Women's Open Doubles	Doubles	NORTH	QF,SF,F	7
21-47655	2	1	4	W	Women's Open Doubles	Doubles	NORTHEAST	SF,F	3
21-47655	2	1	5	W	Women's Open Doubles	Doubles	SOUTH	QF,SF,F	7
21-47655	2	1	6	W	Women's Open Doubles	Doubles	SOUTHWEST	SF,F	3
21-47655	2	1	7	W	Women's Open Doubles	Doubles	NORTHWEST	SF,F	3
21-47655	2	1	8	W	Women's Open Doubles	Doubles	SOUTHEAST	SF,F	3
21-48654	1	1	1	W	Women's Open Singles	LU vs ECU, WM vs MU	MAIN	64,32,16,QF,SF,F	63
21-48654	1	2	1	W	Women's Open Singles	LU vs MU, WM vs ECU	MAIN	64,32,16,QF,SF,F	63
21-48654	1	3	1	W	Women's Open Singles	LU vs WM, MU vs ECU	MAIN	64,32,16,QF,SF,F	63
21-48654	2	1	1	W	Women's Open Doubles	Doubles Rd. 1	MAIN	16,QF,SF,F	15
21-49776	1			W	Women's Open Singles				
21-49776	2			W	Women's Open Doubles				
21-50226	1			W	Women's Open Singles				
21-50226	2			W	Women's Open Doubles				
21-50726	1			M	Men's Open Singles				
21-50726	2			M	Men's Open Doubles				
21-50924	1			W	Women's Open Singles				
21-50924	2			W	Women's Open Doubles				
21-51169	1			W	Women's Open Singles				
21-51169	2			W	Women's Open Doubles				
21-51873	1			W	Women's Open Singles				
21-51873	2			W	Women's Open Doubles				
21-51929	1			W	Women's Open Singles				
21-51929	2			W	Women's Open Doubles				
21-52217	1			W	Women's Open Singles				
21-52217	2			W	Women's Open Doubles				
21-52871	1			W	Women's Open Singles				
21-52871	2			W	Women's Open Doubles				
21-54831	1			W	Women's Open Singles				
21-54831	2			W	Women's Open Doubles				
21-55204	1			M	Men's Open Singles				
21-55204	2			M	Men's Open Doubles				
21-56448	1			M	Men's Open Singles				
21-56448	2			M	Men's Open Doubles				
21-56790	1			M	Men's Open				
21-59010	1			M	Men's Open Singles				
21-59010	2			M	Men's Open Doubles				
21-60419	1			W	Women's Open Singles				
21-60419	2			W	Women's Open Doubles				
21-60580	1			W	Women's Open Singles				
21-60580	2			W	Women's Open Doubles				
21-64248	1			M	Men's Open Singles				
21-64248	2			M	Men's Open Doubles				
21-64282	1			M	Men's Open Singles				
21-64282	2			M	Men's Open Doubles				
21-64509	1			W	Women's Open Singles				
21-64509	2			W	Women's Open Doubles				
21-64957	1			M	Men's Open Singles				
21-64957	2			M	Men's Open Doubles				
21-65691	1			M	Men's Open				
21-66025	1			W	Women's Open Singles				
21-66025	2			W	Women's Open Doubles				
21-66132	1			W	Women's Open Singles				
21-66132	2			W	Women's Open Doubles				
21-66962	1	1	1	W	Women's Open Singles	SIUE vs WIU, Bradley vs EIU	MAIN	32,16,QF,SF,F	31
21-66962	1	2	1	W	Women's Open Singles	SIUE vs Bradley, WIU vs EIU	MAIN	32,16,QF,SF,F	31
21-66962	1	3	1	W	Women's Open Singles	SIUE vs EIU, WIU vs Bradley	MAIN	32,16,QF,SF,F	31
21-66962	2	1	1	W	Women's Open Doubles	SIUE vs. WIU, Bradley vs. EIU	MAIN	16,QF,SF,F	15
21-67380	1			M	Men's Open Singles				
21-67380	2			M	Men's Open Doubles				
21-67415	1			W	Women's Open Singles				
21-67415	2			W	Women's Open Doubles				
21-67582	1			M	Men's Open Singles				
21-67582	2			M	Men's Open Doubles				
21-68006	1			M	Men's Open Singles				
21-68006	2			M	Men's Open Doubles				
21-69139	1			M	Men's Open Singles				
21-69139	2			M	Men's Open Doubles				
21-69307	1			M	Men's Open Singles				
21-69307	2			M	Men's Open Doubles				
21-71023	1			W	Women's Open Singles				
21-71023	2			W	Women's Open Doubles				
21-72007	1			W	Women's Open Singles				
21-72007	2			W	Women's Open Doubles				
21-72676	1			W	Women's Open Singles				
21-72676	2			W	Women's Open Doubles				
21-74915	1			W	Women's Open Singles				
21-74915	2			W	Women's Open Doubles				
21-76092	1			W	Women's Open Singles				
21-76092	2			W	Women's Open Doubles				
21-76336	1	1	1	M	Men's Open Singles	Flight D	MAIN	32,16,QF,SF,F	31
21-76336	1	1	2	M	Men's Open Singles	Flight D	CONSOLATION	16Q,16,QF,SF,F	23
21-76336	2	1	1	W	Women's Open Singles	Flight A	MAIN	16,QF,SF,F	15
21-76336	2	1	2	W	Women's Open Singles	Flight A	CONSOLATION	QQ,QF,SF,F	11
21-76336	2	2	1	W	Women's Open Singles	Flight B	MAIN	16,QF,SF,F	15
21-76336	2	2	2	W	Women's Open Singles	Flight B	CONSOLATION	QQ,QF,SF,F	11
21-76336	2	3	1	W	Women's Open Singles	Flight C	MAIN	16,QF,SF,F	15
21-76336	2	3	2	W	Women's Open Singles	Flight C	CONSOLATION	QQ,QF,SF,F	11
21-76336	3	1	1	M	Men's Open Doubles	Flight A	MAIN	16,QF,SF,F	15
21-76336	3	1	2	M	Men's Open Doubles	Flight A	CONSOLATION	QQ,QF,SF,F	11
21-76336	3	2	1	M	Men's Open Doubles	Flight B	MAIN	16,QF,SF,F	15
21-76336	3	2	2	M	Men's Open Doubles	Flight B	CONSOLATION	QQ,QF,SF,F	11
21-76336	4	1	1	W	Women's Open Doubles	Flight A	MAIN	16,QF,SF,F	15
21-76336	4	1	2	W	Women's Open Doubles	Flight A	CONSOLATION	QQ,QF,SF,F	11
21-76336	4	2	1	W	Women's Open Doubles	Flight B	MAIN	16,QF,SF,F	15
21-76336	4	2	2	W	Women's Open Doubles	Flight B	CONSOLATION	QQ,QF,SF,F	11
21-77667	1			W	Women's Open Singles				
21-77667	2			W	Women's Open Doubles				
21-78345	1			W	Women's Open Singles				
21-78345	2			W	Women's Open Doubles				
21-79025	1	1	1	M	Men's Open Singles	Flight A	EAST	QF,SF,F	7
21-79025	1	1	2	M	Men's Open Singles	Flight A	WEST	SF,F	3
21-79025	1	1	3	M	Men's Open Singles	Flight A	3-4 Playoff	F	1
21-79025	1	1	4	M	Men's Open Singles	Flight A	SOUTH	F	1
21-79025	1	2	1	M	Men's Open Singles	Flight B	EAST	QF,SF,F	7
21-79025	1	2	2	M	Men's Open Singles	Flight B	WEST	SF,F	3
21-79025	1	2	3	M	Men's Open Singles	Flight B	3-4 Playoff	F	1
21-79025	1	2	4	M	Men's Open Singles	Flight B	SOUTH	F	1
21-79025	1	3	1	M	Men's Open Singles	Flight C	EAST	QF,SF,F	7
21-79025	1	3	2	M	Men's Open Singles	Flight C	WEST	SF,F	3
21-79025	1	3	3	M	Men's Open Singles	Flight C	3-4 Playoff	F	1
21-79025	1	3	4	M	Men's Open Singles	Flight C	SOUTH	F	1
21-79025	1	4	1	M	Men's Open Singles	Flight D	EAST	QF,SF,F	7
21-79025	1	4	2	M	Men's Open Singles	Flight D	WEST	SF,F	3
21-79025	1	4	3	M	Men's Open Singles	Flight D	3-4 Playoff	F	1
21-79025	1	4	4	M	Men's Open Singles	Flight D	SOUTH	F	1
21-79025	1	5	1	M	Men's Open Singles	Flight E	EAST	QF,SF,F	7
21-79025	1	5	2	M	Men's Open Singles	Flight E	WEST	SF,F	3
21-79025	1	5	3	M	Men's Open Singles	Flight E	3-4 Playoff	F	1
21-79025	1	5	4	M	Men's Open Singles	Flight E	SOUTH	F	1
21-79025	1	6	1	M	Men's Open Singles	Flight F	EAST	QF,SF,F	7
21-79025	1	6	2	M	Men's Open Singles	Flight F	WEST	SF,F	3
21-79025	1	6	3	M	Men's Open Singles	Flight F	3-4 Playoff	F	1
21-79025	1	6	4	M	Men's Open Singles	Flight F	SOUTH	F	1
21-79025	1	7	1	M	Men's Open Singles	Flight G	EAST	QF,SF,F	7
21-79025	1	7	2	M	Men's Open Singles	Flight G	WEST	SF,F	3
21-79025	1	7	3	M	Men's Open Singles	Flight G	3-4 Playoff	F	1
21-79025	1	7	4	M	Men's Open Singles	Flight G	SOUTH	F	1
21-79025	1	8	1	M	Men's Open Singles	Flight H	EAST	QF,SF,F	7
21-79025	1	8	2	M	Men's Open Singles	Flight H	WEST	SF,F	3
21-79025	1	8	3	M	Men's Open Singles	Flight H	3-4 Playoff	F	1
21-79025	1	8	4	M	Men's Open Singles	Flight H	SOUTH	F	1
21-79025	1	9	1	M	Men's Open Singles	Flight I	EAST	QF,SF,F	7
21-79025	1	9	2	M	Men's Open Singles	Flight I	WEST	SF,F	3
21-79025	1	9	3	M	Men's Open Singles	Flight I	3-4 Playoff	F	1
21-79025	1	9	4	M	Men's Open Singles	Flight I	SOUTH	F	1
21-79025	1	10	1	M	Men's Open Singles	Flight J	MAIN	QF,SF,F	7
21-79025	1	10	2	M	Men's Open Singles	Flight J	CONSOLATION	SQ,SF,F	5
21-79025	2	1	1	W	Women's Open Singles	Flight A	EAST	QF,SF,F	7
21-79025	2	1	2	W	Women's Open Singles	Flight A	WEST	SF,F	3
21-79025	2	1	3	W	Women's Open Singles	Flight A	3-4 Playoff	F	1
21-79025	2	1	4	W	Women's Open Singles	Flight A	SOUTH	F	1
21-79025	2	2	1	W	Women's Open Singles	Flight B	EAST	QF,SF,F	7
21-79025	2	2	2	W	Women's Open Singles	Flight B	WEST	SF,F	3
21-79025	2	2	3	W	Women's Open Singles	Flight B	3-4 Playoff	F	1
21-79025	2	2	4	W	Women's Open Singles	Flight B	SOUTH	F	1
21-79025	2	3	1	W	Women's Open Singles	Flight C	EAST	QF,SF,F	7
21-79025	2	3	2	W	Women's Open Singles	Flight C	WEST	SF,F	3
21-79025	2	3	3	W	Women's Open Singles	Flight C	3-4 Playoff	F	1
21-79025	2	3	4	W	Women's Open Singles	Flight C	SOUTH	F	1
21-79025	2	4	1	W	Women's Open Singles	Flight D	EAST	QF,SF,F	7
21-79025	2	4	2	W	Women's Open Singles	Flight D	WEST	SF,F	3
21-79025	2	4	3	W	Women's Open Singles	Flight D	3-4 Playoff	F	1
21-79025	2	4	4	W	Women's Open Singles	Flight D	SOUTH	F	1
21-79025	2	5	1	W	Women's Open Singles	Flight E	EAST	QF,SF,F	7
21-79025	2	5	2	W	Women's Open Singles	Flight E	WEST	SF,F	3
21-79025	2	5	3	W	Women's Open Singles	Flight E	3-4 Playoff	F	1
21-79025	2	5	4	W	Women's Open Singles	Flight E	SOUTH	F	1
21-79025	2	6	1	W	Women's Open Singles	Flight F	EAST	QF,SF,F	7
21-79025	2	6	2	W	Women's Open Singles	Flight F	WEST	SF,F	3
21-79025	2	6	3	W	Women's Open Singles	Flight F	3-4 Playoff	F	1
21-79025	2	6	4	W	Women's Open Singles	Flight F	SOUTH	F	1
21-79025	2	7	1	W	Women's Open Singles	Flight G	EAST	QF,SF,F	7
21-79025	2	7	2	W	Women's Open Singles	Flight G	WEST	SF,F	3
21-79025	2	7	3	W	Women's Open Singles	Flight G	3-4 Playoff	F	1
21-79025	2	7	4	W	Women's Open Singles	Flight G	SOUTH	F	1
21-79025	2	8	1	W	Women's Open Singles	Flight H	MAIN	QF,SF,F	7
21-79025	2	8	2	W	Women's Open Singles	Flight H	CONSOLATION	SQ,SF,F	5
21-79025	2	9	1	W	Women's Open Singles	Flight X	MAIN	SF,F	3
21-79025	3	1	1	M	Men's Open Doubles	Flight D	EAST	QF,SF,F	7
21-79025	3	1	2	M	Men's Open Doubles	Flight D	WEST	SF,F	3
21-79025	3	1	3	M	Men's Open Doubles	Flight D	3-4 Playoff	F	1
21-79025	3	1	4	M	Men's Open Doubles	Flight D	SOUTH	F	1
21-79025	3	2	1	M	Men's Open Doubles	Flight C	EAST	QF,SF,F	7
21-79025	3	2	2	M	Men's Open Doubles	Flight C	WEST	SF,F	3
21-79025	3	2	3	M	Men's Open Doubles	Flight C	3-4 Playoff	F	1
21-79025	3	2	4	M	Men's Open Doubles	Flight C	SOUTH	F	1
21-79025	3	3	1	M	Men's Open Doubles	Flight B	EAST	QF,SF,F	7
21-79025	3	3	2	M	Men's Open Doubles	Flight B	WEST	SF,F	3
21-79025	3	3	3	M	Men's Open Doubles	Flight B	3-4 Playoff	F	1
21-79025	3	3	4	M	Men's Open Doubles	Flight B	SOUTH	F	1
21-79025	3	4	1	M	Men's Open Doubles	Flight A	EAST	QF,SF,F	7
21-79025	3	4	2	M	Men's Open Doubles	Flight A	WEST	SF,F	3
21-79025	3	4	3	M	Men's Open Doubles	Flight A	3-4 Playoff	F	1
21-79025	3	4	4	M	Men's Open Doubles	Flight A	SOUTH	F	1
21-79025	3	5	1	M	Men's Open Doubles	Flight E	MAIN	QF,SF,F	7
21-79025	3	5	2	M	Men's Open Doubles	Flight E	CONSOLATION	SQ,SF,F	5
21-79025	4	1	1	W	Women's Open Doubles	Flight A	EAST	QF,SF,F	7
21-79025	4	1	2	W	Women's Open Doubles	Flight A	WEST	SF,F	3
21-79025	4	1	3	W	Women's Open Doubles	Flight A	3-4 Playoff	F	1
21-79025	4	1	4	W	Women's Open Doubles	Flight A	SOUTH	F	1
21-79025	4	2	1	W	Women's Open Doubles	Flight B	EAST	QF,SF,F	7
21-79025	4	2	2	W	Women's Open Doubles	Flight B	WEST	SF,F	3
21-79025	4	2	3	W	Women's Open Doubles	Flight B	3-4 Playoff	F	1
21-79025	4	2	4	W	Women's Open Doubles	Flight B	SOUTH	F	1
21-79025	4	3	1	W	Women's Open Doubles	Flight C	EAST	QF,SF,F	7
21-79025	4	3	2	W	Women's Open Doubles	Flight C	WEST	SF,F	3
21-79025	4	3	3	W	Women's Open Doubles	Flight C	3-4 Playoff	F	1
21-79025	4	3	4	W	Women's Open Doubles	Flight C	SOUTH	F	1
21-79025	4	4	1	W	Women's Open Doubles	Flight D	MAIN	QF,SF,F	7
21-79025	4	4	2	W	Women's Open Doubles	Flight D	CONSOLATION	SQ,SF,F	5
21-80794	1			W	Women's Open Singles				
21-80794	2			W	Women's Open Doubles				
21-83681	1			M	Men's Open				
21-84042	1			M	Men's Open Singles				
21-84042	2			M	Men's Open Doubles				
21-84629	1			M	Men's Open Singles				
21-84629	2			M	Men's Open Doubles				
21-88505	1			W	Women's Open Singles				
21-88505	2			W	Women's Open Doubles				
21-89472	1			W	Women's Open Singles				
21-89472	2			W	Women's Open Doubles				
21-90634	1			W	Women's Open Singles				
21-90634	2			W	Women's Open Doubles				
21-91551	1			W	Women's Open Singles				
21-91551	2			W	Women's Open Doubles				
21-91737	1			W	Women's Open Singles				
21-91737	2			W	Women's Open Doubles				
21-91916	1			M	Men's Open Singles				
21-91916	2			M	Men's Open Doubles				
21-92623	1			W	Women's Open Singles				
21-92623	2			W	Women's Open Doubles				
21-93144	1			M	Men's Open Singles				
21-93144	2			M	Men's Open Doubles				
21-94020	1			W	Women's Open Singles				
21-94020	2			W	Women's Open Doubles				
21-94373	1	1	1	M	Men's Open Singles	Flight Crimson 3	EAST	16,QF,SF,F	15
21-94373	1	1	2	M	Men's Open Singles	Flight Crimson 3	WEST	QF,SF,F	7
21-94373	1	1	3	M	Men's Open Singles	Flight Crimson 3	NORTH	SF,F	3
21-94373	1	1	4	M	Men's Open Singles	Flight Crimson 3	3-4 Playoff	F	1
21-94373	1	1	5	M	Men's Open Singles	Flight Crimson 3	SOUTH	SF,F	3
21-94373	1	1	6	M	Men's Open Singles	Flight Crimson 3	SOUTHWEST	F	1
21-94373	1	1	7	M	Men's Open Singles	Flight Crimson 3	NORTHWEST	F	1
21-94373	1	1	8	M	Men's Open Singles	Flight Crimson 3	SOUTHEAST	F	1
21-94373	1	2	1	M	Men's Open Singles	Flight Crimson 1	EAST	16,QF,SF,F	15
21-94373	1	2	2	M	Men's Open Singles	Flight Crimson 1	WEST	QF,SF,F	7
21-94373	1	2	3	M	Men's Open Singles	Flight Crimson 1	NORTH	SF,F	3
21-94373	1	2	4	M	Men's Open Singles	Flight Crimson 1	3-4 Playoff	F	1
21-94373	1	2	5	M	Men's Open Singles	Flight Crimson 1	SOUTH	SF,F	3
21-94373	1	2	6	M	Men's Open Singles	Flight Crimson 1	SOUTHWEST	F	1
21-94373	1	2	7	M	Men's Open Singles	Flight Crimson 1	NORTHWEST	F	1
21-94373	1	2	8	M	Men's Open Singles	Flight Crimson 1	SOUTHEAST	F	1
21-94373	1	3	1	M	Men's Open Singles	Flight Crimson 2	EAST	16,QF,SF,F	15
21-94373	1	3	2	M	Men's Open Singles	Flight Crimson 2	WEST	QF,SF,F	7
21-94373	1	3	3	M	Men's Open Singles	Flight Crimson 2	NORTH	SF,F	3
21-94373	1	3	4	M	Men's Open Singles	Flight Crimson 2	3-4 Playoff	F	1
21-94373	1	3	5	M	Men's Open Singles	Flight Crimson 2	SOUTH	SF,F	3
21-94373	1	3	6	M	Men's Open Singles	Flight Crimson 2	SOUTHWEST	F	1
21-94373	1	3	7	M	Men's Open Singles	Flight Crimson 2	NORTHWEST	F	1
21-94373	1	3	8	M	Men's Open Singles	Flight Crimson 2	SOUTHEAST	F	1
21-94373	1	4	1	M	Men's Open Singles	Crimson added matches	MAIN	16,QF,SF,F	15
21-94373	2	1	1	M	Men's Open Doubles	Crimson Flight 1	EAST	16,QF,SF,F	15
21-94373	2	1	2	M	Men's Open Doubles	Crimson Flight 1	WEST	QF,SF,F	7
21-94373	2	1	3	M	Men's Open Doubles	Crimson Flight 1	NORTH	SF,F	3
21-94373	2	1	4	M	Men's Open Doubles	Crimson Flight 1	3-4 Playoff	F	1
21-94373	2	1	5	M	Men's Open Doubles	Crimson Flight 1	SOUTH	SF,F	3
21-94373	2	1	6	M	Men's Open Doubles	Crimson Flight 1	SOUTHWEST	F	1
21-94373	2	1	7	M	Men's Open Doubles	Crimson Flight 1	NORTHWEST	F	1
21-94373	2	1	8	M	Men's Open Doubles	Crimson Flight 1	SOUTHEAST	F	1
21-94373	2	2	1	M	Men's Open Doubles	Crimson Flight 2	EAST	QF,SF,F	7
21-94373	2	2	2	M	Men's Open Doubles	Crimson Flight 2	WEST	SF,F	3
21-94373	2	2	3	M	Men's Open Doubles	Crimson Flight 2	3-4 Playoff	F	1
21-94373	2	2	4	M	Men's Open Doubles	Crimson Flight 2	SOUTH	F	1
21-94373	2	3	1	M	Men's Open Doubles	Crimson added doubles match	MAIN	F	1
21-96391	1			M	Men's Open Singles				
21-96391	2			M	Men's Open Doubles				
21-97599	1			W	Women's Open Singles				
21-97599	2			W	Women's Open Doubles				
21-98443	1			M	Men's Open Singles				
21-98443	2			M	Men's Open Doubles				
22-55194	1			W	Women's Open Singles				
22-55194	2			W	Women's Open Doubles				
22-81460	1			W	Women's Open Singles				
22-81460	2			W	Women's Open Doubles				
