---
tournaments: 362
players: 4994
matches: 13497
completed: 13487
scheduled: 10
---
tournamentCode	eventId	drawId	bracketId	roundId	winner	player1	partner1	player2	partner2	round	seed1	line1	seed2	line2	score
21-44752	1	101	1	3	1	20ou4i		5aeoqk		R3		Ivan Smith		Cameron Goldstein	61 62
21-44752	1	101	1	2	1	r5hb9b		5aeoqk		R2		Niklas Knoerr		Cameron Goldstein	57 64 [7]
21-44752	1	101	1	2	1	kpsd2v		dn2z05		R2		Cameron Krimbill		Tomas Reche	64 16 [5]
21-44752	1	101	1	2	1	20ou4i		p93fvf		R2		Ivan Smith		Chad Nguyen	75 62
21-44752	1	102	1	4	1	73n1v5		cuccgo		R4		Warren Fulgenzi		Alvaro Soler	62 63
21-44752	1	102	1	4	1	22t2fw		9tx793		R4		Oskar Irdoja		Christian Settles	Walkover
21-44752	1	102	1	4	1	yndxxd		cxhvpz		R4		Alessio Azzalini		Joao Sasso	67(5) 64 [7]
21-44752	1	102	1	3	1	22t2fw		yndxxd		R3		Oskar Irdoja		Alessio Azzalini	64 60
21-44752	1	102	1	3	1	73n1v5		9tx793		R3		Warren Fulgenzi		Christian Settles	62 63
21-44752	1	102	1	3	1	cxhvpz		cuccgo		R3		Joao Sasso		Alvaro Soler	26 63 [4]
21-44752	1	102	1	1	1	73n1v5		22t2fw		R1		Warren Fulgenzi		Oskar Irdoja	61 60
21-44752	1	102	1	1	1	cuccgo		yndxxd		R1		Alvaro Soler		Alessio Azzalini	Walkover
21-44752	1	102	1	1	1	cxhvpz		9tx793		R1		Joao Sasso		Christian Settles	Walkover
21-44752	1	103	1	5	1	gmnutk		o93fvf		R5		Arnau Miralles Lopez		Daniel Matheu Baldor	60 61
21-44752	1	103	1	5	1	zho163		w2cs00		R5		Eric Liao		Nicolas Llosa	Walkover
21-44752	1	103	1	4	1	o93fvf		33vtj1		R4		Daniel Matheu Baldor		Connor Whittington	Walkover
21-44752	1	103	1	4	1	r501uf		zho163		R4		Marwin Kralemann		Eric Liao	63 62
21-44752	1	103	1	3	1	gmnutk		zho163		R3		Arnau Miralles Lopez		Eric Liao	64 63
21-44752	1	103	1	3	1	o93fvf		r501uf		R3		Daniel Matheu Baldor		Marwin Kralemann	06 63 [3]
21-44752	1	103	1	3	1	33vtj1		w2cs00		R3		Connor Whittington		Nicolas Llosa	57 63 [6]
21-44752	1	103	1	1	1	gmnutk		33vtj1		R1		Arnau Miralles Lopez		Connor Whittington	62 64
21-44752	1	103	1	1	1	r501uf		w2cs00		R1		Marwin Kralemann		Nicolas Llosa	Walkover
21-44752	1	104	1	5	1	90zs1q		sj3hbl		R5		Noah DeLuna		Mario Urdaneta	63 62
21-44752	1	104	1	5	1	8keq6q		hfdhd1		R5		Pietro Perego		Cal Hunter	Walkover
21-44752	1	104	1	4	1	90zs1q		uulu7o		R4		Noah DeLuna		Graidyn Bowe	46 62 [7]
21-44752	1	104	1	3	1	sj3hbl		hfdhd1		R3		Mario Urdaneta		Cal Hunter	Walkover
21-44752	1	104	1	3	1	90zs1q		6jcz2l		R3		Noah DeLuna		Robert Chang	63 63
21-44752	1	104	1	3	1	8keq6q		uulu7o		R3		Pietro Perego		Graidyn Bowe	62 64
21-44752	1	104	1	2	1	uulu7o		hfdhd1		R2		Graidyn Bowe		Cal Hunter	Walkover
21-44752	1	104	1	2	1	sj3hbl		6jcz2l		R2		Mario Urdaneta		Robert Chang	64 76(6)
21-44752	1	104	1	1	1	8keq6q		6jcz2l		R1		Pietro Perego		Robert Chang	Walkover
21-44752	1	105	1	5	1	dg7gta		llnjvn		R5		Jake Faryniarz		Nicolas Dominguez	64 63
21-44752	1	105	1	5	1	8c8y4q		l795h9		R5		Dalton Locke		Marco Kermet	64 76(5)
21-44752	1	105	1	4	1	llnjvn		8c8y4q		R4		Nicolas Dominguez		Dalton Locke	60 62
21-44752	1	105	1	4	1	l795h9		all3pf		R4		Marco Kermet		Sebastian Azcui	75 64
21-44752	1	105	1	1	1	all3pf		llnjvn		R1		Sebastian Azcui		Nicolas Dominguez	64 64
21-44752	1	105	1	1	1	8c8y4q		dg7gta		R1		Dalton Locke		Jake Faryniarz	26 63 [8]
21-44752	1	106	1	5	1	svp1h1		s6dqvs		R5		Yu Senda		Christian Jurenovich	60 60
21-44752	1	106	1	5	1	jsgmwa		328wok		R5		Rafael Macedo		Christian Cuellar	63 76(5)
21-44752	1	106	1	3	1	328wok		svp1h1		R3		Christian Cuellar		Yu Senda	60 60
21-44752	1	106	1	2	1	jsgmwa		qsaaem		R2		Rafael Macedo		Roberto Aguirre	60 61
21-44752	1	106	1	1	1	qsaaem		svp1h1		R1		Roberto Aguirre		Yu Senda	75 60
21-44752	1	106	1	1	1	jsgmwa		s6dqvs		R1		Rafael Macedo		Christian Jurenovich	60 60
21-44752	1	107	1	1	1	cuccgo		dn2z05		16		Alvaro Soler		Tomas Reche	63 62
21-44752	1	107	1	1	1	cxhvpz		p93fvf		16		Joao Sasso		Chad Nguyen	76(5) 63
21-44752	1	107	1	1	1	r501uf		uulu7o		16		Marwin Kralemann		Graidyn Bowe	64 64
21-44752	1	107	1	1	1	8keq6q		o93fvf		16		Pietro Perego		Daniel Matheu Baldor	64 Ret.
21-44752	1	107	1	1	1	328wok		all3pf		16		Christian Cuellar		Sebastian Azcui	63 62
21-45022	1	1	1	6	1	5rmng1		v54x6v		F		John Rado		Yudai Teruyama	62 26 63
21-45022	1	1	1	5	1	v54x6v		ba3qtc		SF		Yudai Teruyama		Abraham Yohannes	63 63
21-45022	1	1	1	5	1	5rmng1		9tznfb		SF		John Rado		Emilio Van Cotthem	62 76(6)
21-45022	1	1	1	4	1	ba3qtc		onfd3l		QF		Abraham Yohannes		Aiden Drover-Mattin…	63 76(5)
21-45022	1	1	1	4	1	v54x6v		452h0n		QF		Yudai Teruyama		Zachary Portnoy	61 64
21-45022	1	1	1	4	1	9tznfb		1gf8h6		QF		Emilio Van Cotthem		Alex Yang	62 61
21-45022	1	1	1	4	1	5rmng1		qwnw9q		QF		John Rado		Igor Visnevskij	63 62
21-45022	1	1	1	3	1	onfd3l		zb670l		16		Aiden Drover-Mattin…		Benjamin Almquist	64 61
21-45022	1	1	1	3	1	ba3qtc		zyfqho		16		Abraham Yohannes		Krish Vennam	64 63
21-45022	1	1	1	3	1	v54x6v		z3vtj1		16		Yudai Teruyama		Justin Wain	46 62 63
21-45022	1	1	1	3	1	452h0n		hd2xkz		16		Zachary Portnoy		Connor Griff	63 64
21-45022	1	1	1	3	1	1gf8h6		udrznr		16		Alex Yang		Noah Williamson	64 61
21-45022	1	1	1	3	1	9tznfb		kl8pmz		16		Emilio Van Cotthem		Harry Lyu	36 62 61
21-45022	1	1	1	3	1	5rmng1		7ffxj9		16		John Rado		Matthew Michibata	60 61
21-45022	1	1	1	3	1	qwnw9q		1i1q7g		16		Igor Visnevskij		Nikola Kilibarda	60 63
21-45022	1	1	1	2	1	onfd3l		y501uf		32		Aiden Drover-Mattin…		Nicolas Luis Vega	63 60
21-45022	1	1	1	2	1	zb670l		6tc1ir		32		Benjamin Almquist		Alper Kulturel	76(2) 62
21-45022	1	1	1	2	1	zyfqho		qx0la3		32		Krish Vennam		Thomas Shung	61 61
21-45022	1	1	1	2	1	ba3qtc		fsxwb6		32		Abraham Yohannes		Brendan Jimenez	75 64
21-45022	1	1	1	2	1	z3vtj1		jse6q2		32		Justin Wain		Noah Gulla	62 60
21-45022	1	1	1	2	1	v54x6v		3834xi		32		Yudai Teruyama		Zachary Freier	61 60
21-45022	1	1	1	2	1	452h0n		wunadw		32		Zachary Portnoy		Winter Fagerberg	63 46 62
21-45022	1	1	1	2	1	hd2xkz		atznfb		32		Connor Griff		Kai Yuminaga	63 60
21-45022	1	1	1	2	1	udrznr		xjkrqh		32		Noah Williamson		Adrian Tsui	62 76(3)
21-45022	1	1	1	2	1	1gf8h6		n52h0n		32		Alex Yang		Aidan OBrien	61 60
21-45022	1	1	1	2	1	kl8pmz		o07kpm		32		Harry Lyu		Nathan Turtledove	62 61
21-45022	1	1	1	2	1	9tznfb		8oyemm		32		Emilio Van Cotthem		Pasquale Procaccino	60 63
21-45022	1	1	1	2	1	7ffxj9		okpo3y		32		Matthew Michibata		Giannos Binopoulos	60 63
21-45022	1	1	1	2	1	5rmng1		mkca0i		32		John Rado		Jacob Linares	62 61
21-45022	1	1	1	2	1	qwnw9q		ryfqho		32		Igor Visnevskij		Jay Wong	63 64
21-45022	1	1	1	2	1	1i1q7g		c3llpx		32		Nikola Kilibarda		Theo Bourghelle	64 63
21-45022	1	1	1	1	1	onfd3l		j7wret		64		Aiden Drover-Mattin…		Akul Telluri	61 63
21-45022	1	1	1	1	1	y501uf		pbcji9		64		Nicolas Luis Vega		August LePique	60 60
21-45022	1	1	1	1	1	zb670l		arxld9		64		Benjamin Almquist		Kaan Ayman	62 62
21-45022	1	1	1	1	1	6tc1ir		9bpxlp		64		Alper Kulturel		Brennan Bull	62 60
21-45022	1	1	1	1	1	zyfqho		3tx793		64		Krish Vennam		Joe Reiner	63 60
21-45022	1	1	1	1	1	qx0la3		gu60y0		64		Thomas Shung		Joseph He	46 60 62
21-45022	1	1	1	1	1	fsxwb6		92acus		64		Brendan Jimenez		Adam Heilbronner	75 63
21-45022	1	1	1	1	1	ba3qtc		o7ozqx		64		Abraham Yohannes		Sean Danahy	61 60
21-45022	1	1	1	1	1	z3vtj1		0sxwb6		64		Justin Wain		Ben Jacobs	76(5) 76(3)
21-45022	1	1	1	1	1	jse6q2		lbcji9		64		Noah Gulla		Ryan Lalik	61 62
21-45022	1	1	1	1	1	v54x6v		lyukqc		64		Yudai Teruyama		Brody Pinto	61 61
21-45022	1	1	1	1	1	3834xi		5yo88o		64		Zachary Freier		Siddharth Byreddy	62 63
21-45022	1	1	1	1	1	452h0n		1dhrtn		64		Zachary Portnoy		James Balon	64 60
21-45022	1	1	1	1	1	wunadw		th5blz		64		Winter Fagerberg		Derek Jordan	61 61
21-45022	1	1	1	1	1	hd2xkz		zzoj6l		64		Connor Griff		Alejandro Ley	63 63
21-45022	1	1	1	1	1	atznfb		0rz1jh		64		Kai Yuminaga		Eric Dubilirer	64 64
21-45022	1	1	1	1	1	xjkrqh		ldrznr		64		Adrian Tsui		Brian Wang	75 61
21-45022	1	1	1	1	1	udrznr		9tvr3v		64		Noah Williamson		Grahith Movva	62 62
21-45022	1	1	1	1	1	n52h0n		6vjpzd		64		Aidan OBrien		Kenny Elliott	63 64
21-45022	1	1	1	1	1	1gf8h6		jupqj4		64		Alex Yang		Mihajlo Ivanovic	62 62
21-45022	1	1	1	1	1	o07kpm		mzoj6l		64		Nathan Turtledove		Nihal Kothari	64 62
21-45022	1	1	1	1	1	kl8pmz		vqmci4		64		Harry Lyu		Arun Guruswamy	64 61
21-45022	1	1	1	1	1	8oyemm		wwyu6y		64		Pasquale Procaccino		Kyle Gorman	60 60
21-45022	1	1	1	1	1	9tznfb		td892n		64		Emilio Van Cotthem		Tristan Thiebaut	64 62
21-45022	1	1	1	1	1	okpo3y		geyc6g		64		Giannos Binopoulos		Nicolas Gritz	64 63
21-45022	1	1	1	1	1	7ffxj9		q795h9		64		Matthew Michibata		Rumaish Khastgir	62 63
21-45022	1	1	1	1	1	mkca0i		e8oaou		64		Jacob Linares		Suhas Krishnan	76(5) 46 64
21-45022	1	1	1	1	1	5rmng1		33c3yx		64		John Rado		Edvin Strandberg	63 61
21-45022	1	1	1	1	1	qwnw9q		7tgxu7		64		Igor Visnevskij		Minos Stavrakas	60 62
21-45022	1	1	1	1	1	ryfqho		kfjtvp		64		Jay Wong		Dominic Vito	60 60
21-45022	1	1	1	1	1	1i1q7g		xouia6		64		Nikola Kilibarda		Nick Grosso	62 62
21-45022	1	1	1	1	1	c3llpx		lq9yfo		64		Theo Bourghelle		Matthew Reinhold	60 61
21-45022	1	102	1	3	1	av6bwx		afdhd1		R3		Hyat Oyer		Jordi Julia	81
21-45022	1	102	1	2	1	92acus		ukzwx2		R2		Adam Heilbronner		Ryan Weiss	85
21-45022	1	102	1	2	1	zzoj6l		0sxwb6		R2		Alejandro Ley		Ben Jacobs	85
21-45022	1	102	1	1	1	ukzwx2		nyfqho		R1		Ryan Weiss		Nick Weitzman	85
21-45022	1	102	1	1	1	92acus		y501uf		R1		Adam Heilbronner		Nicolas Luis Vega	85
21-45022	1	102	1	1	1	7tgxu7		n52h0n		R1		Minos Stavrakas		Aidan OBrien	83
21-45022	1	102	1	1	1	lyukqc		afdhd1		R1		Brody Pinto		Jordi Julia	87(5)
21-45022	1	102	1	1	1	av6bwx		6ltvdb		R1		Hyat Oyer		Ian Schunk	83
21-45022	1	102	1	1	1	0sxwb6		th5blz		R1		Ben Jacobs		Derek Jordan	87
21-45022	1	102	1	1	1	zzoj6l		1dhrtn		R1		Alejandro Ley		James Balon	83
21-45022	1	102	1	1	1	31ch23		okpo3y		R1		Olaf de Lange		Giannos Binopoulos	87(4)
21-45022	1	102	1	1	1	hikgsk		w834xi		R1		Dorian Makarski		Jacob Dornsife	82
21-45022	1	102	1	1	1	9lclyf		6vjpzd		R1		Mason Spottek		Kenny Elliott	82
21-45022	1	102	1	1	1	lq9yfo		0l8pmz		R1		Matthew Reinhold		Gerard Loras	81
21-45022	1	103	1	1	1	th5blz		lyukqc		R1		Derek Jordan		Brody Pinto	83
21-45244	1	101	1	1	1	y6hm78		si5mjw		32		Emir Sendogan		Jordi Redelijk	64 46 62
21-45244	1	101	1	1	1	6c42sa		5ed6f4		32		Louis Cloud		Wes Barnett	61 62
21-45244	1	101	1	1	1	6ski8q		mzm30d		32		Ivan Thamma		Dylan Heap	67(2) 60 63
21-45244	1	101	1	1	1	47d1tp		16sk4g		32		Campbell Salmon		Callaway Clark	64 76(5)
21-45244	1	101	1	1	1	80xcvi		c4lwnu		32		Isaac Arevalo		Luc Hoeijmans	61 62
21-45244	1	101	1	1	1	ys38tu		zuawag		32		Olle Wallin		Luka Petrovic	75 64
21-45244	1	101	1	1	1	45l7lr		0mlenc		32		Takeyasu Sekiguchi		Benji Jacobson	62 61
21-45244	1	101	1	1	1	e8s60a		nuccgo		32		Billy Suarez		Garrett Skelly	62 62
21-45244	1	101	1	1	1	90g2gm		xpqxwn		32		Rafael De Alba		Javier Gonzalez	76(4) 26 75
21-45244	1	101	1	1	1	o2cs00		eyo88o		32		Fynn Kuenkler		Joao Ceolin	62 63
21-45244	1	101	1	1	1	gvh9t5		z5upcr		32		Charlie Barry		Miguel Alonso	61 61
21-45244	1	101	1	1	1	3talcj		pf9l1l		32		Maxim Groysman		Alex Bancila	62 64
21-45244	1	102	1	1	1	5ed6f4		z5upcr		32		Wes Barnett		Miguel Alonso	64 64
21-45244	1	102	1	1	1	eyo88o		mzm30d		32		Joao Ceolin		Dylan Heap	16 63 76(4)
21-45244	1	102	1	1	1	y6hm78		3talcj		32		Emir Sendogan		Maxim Groysman	63 36 63
21-45244	1	102	1	1	1	xpqxwn		o5ylo7		32		Javier Gonzalez		Trinity Grear	62 61
21-45244	1	102	1	1	1	nuccgo		47d1tp		32		Garrett Skelly		Campbell Salmon	64 75
21-45244	1	102	1	1	1	90g2gm		6ski8q		32		Rafael De Alba		Ivan Thamma	26 63 76(7)
21-45244	1	102	1	1	1	c4lwnu		ys38tu		32		Luc Hoeijmans		Olle Wallin	64 75
21-45244	1	102	1	1	1	3nj9f1		zuawag		32		Adam Neff		Luka Petrovic	76(2) 61
21-45244	1	102	1	1	1	gvh9t5		6c42sa		32		Charlie Barry		Louis Cloud	64 76(3)
21-45244	1	102	1	1	1	80xcvi		o2cs00		32		Isaac Arevalo		Fynn Kuenkler	26 76(4) 64
21-45244	1	102	1	1	1	pf9l1l		16sk4g		32		Alex Bancila		Callaway Clark	63 46 62
21-45244	1	102	1	1	1	0mlenc		u1k9qz		32		Benji Jacobson		Eli Susser	63 75
21-45244	1	103	1	1	1	mzm30d		90g2gm		32		Dylan Heap		Rafael De Alba	63 36 60
21-45244	1	103	1	1	1	y6hm78		zuawag		32		Emir Sendogan		Luka Petrovic	61 75
21-45244	1	103	1	1	1	5ed6f4		c4lwnu		32		Wes Barnett		Luc Hoeijmans	67(4) 63 75
21-45244	1	103	1	1	1	6c42sa		pf9l1l		32		Louis Cloud		Alex Bancila	75 60
21-45244	1	103	1	1	1	gvh9t5		nuccgo		32		Charlie Barry		Garrett Skelly	63 Ret.
21-45244	1	103	1	1	1	z5upcr		0mlenc		32		Miguel Alonso		Benji Jacobson	36 63 64
21-45244	1	103	1	1	1	6ski8q		eyo88o		32		Ivan Thamma		Joao Ceolin	64 36 62
21-45244	1	103	1	1	1	3talcj		16sk4g		32		Maxim Groysman		Callaway Clark	64 67(5) 64
21-45244	1	103	1	1	1	ys38tu		si5mjw		32		Olle Wallin		Jordi Redelijk	63 63
21-45244	1	103	1	1	1	45l7lr		u1k9qz		32		Takeyasu Sekiguchi		Eli Susser	60 61
21-47231	1	101	1	5	1	9ll3pf		n1k9qz		R5		Francisco Bastias		Patrik Trhac	63 57 60
21-47231	1	101	1	5	1	8fyn4d		eh97xf		R5		Matej Panik		Oisin Shaffrey	75 63
21-47231	1	101	1	4	1	eh97xf		n1k9qz		R4		Oisin Shaffrey		Patrik Trhac	67(4) 63 75
21-47231	1	101	1	4	1	zt856b		8fyn4d		R4		Sebastian Buxman		Matej Panik	75 63
21-47231	1	101	1	4	1	9ll3pf		lyfqho		R4		Francisco Bastias		Bodin Zarkovic	62 16 62
21-47231	1	101	1	3	1	9ll3pf		zt856b		R3		Francisco Bastias		Sebastian Buxman	63 31 Ret.
21-47231	1	101	1	3	1	8fyn4d		n1k9qz		R3		Matej Panik		Patrik Trhac	64 63
21-47231	1	101	1	2	1	zt856b		eh97xf		R2		Sebastian Buxman		Oisin Shaffrey	76(3) 36 63
21-47231	1	101	1	2	1	9ll3pf		8fyn4d		R2		Francisco Bastias		Matej Panik	64 63
21-47231	1	101	1	1	1	zt856b		n1k9qz		R1		Sebastian Buxman		Patrik Trhac	67(5) 64 62
21-47231	1	101	1	1	1	9ll3pf		eh97xf		R1		Francisco Bastias		Oisin Shaffrey	61 62
21-47231	1	101	1	1	1	8fyn4d		lyfqho		R1		Matej Panik		Bodin Zarkovic	46 76(2) 31 Ret.
21-47231	1	102	1	5	1	psi22i		36j2dg		R5		Ed Pudney		Daan Van Dijk	46 75 60
21-47231	1	102	1	4	1	psi22i		qu8g48		R4		Ed Pudney		Patrick Kristensen	57 61 75
21-47231	1	102	1	4	1	fxstm7		1u4kss		R4		Bruno Caula		David Cierny	76(7) 63
21-47231	1	102	1	4	1	cr5d15		36j2dg		R4		Tristan Sarap		Daan Van Dijk	76(5) 75
21-47231	1	102	1	3	1	fxstm7		36j2dg		R3		Bruno Caula		Daan Van Dijk	62 64
21-47231	1	102	1	3	1	cr5d15		qu8g48		R3		Tristan Sarap		Patrick Kristensen	46 75 64
21-47231	1	102	1	2	1	fxstm7		qu8g48		R2		Bruno Caula		Patrick Kristensen	62 63
21-47231	1	102	1	2	1	psi22i		cr5d15		R2		Ed Pudney		Tristan Sarap	62 46 64
21-47231	1	102	1	1	1	psi22i		fxstm7		R1		Ed Pudney		Bruno Caula	46 64 61
21-47231	1	102	1	1	1	36j2dg		qu8g48		R1		Daan Van Dijk		Patrick Kristensen	64 62
21-47231	1	102	1	1	1	1u4kss		cr5d15		R1		David Cierny		Tristan Sarap	62 57 64
21-47231	1	103	1	5	1	h36rg9		pcropu		R5		Mathias Gavelin		Sergi Mico Fenollar	75 63
21-47231	1	103	1	5	1	ipdjt7		lxhvpz		R5		Lawrence Sciglitano		Arthur Serafim	61 64
21-47231	1	103	1	5	1	gejixs		rzoj6l		R5		Jamieson Nathan		Andreas Kramer	62 63
21-47231	1	103	1	4	1	pcropu		lxhvpz		R4		Sergi Mico Fenollar		Arthur Serafim	62 64
21-47231	1	103	1	4	1	rzoj6l		ipdjt7		R4		Andreas Kramer		Lawrence Sciglitano	76(3) 76(7)
21-47231	1	103	1	4	1	h36rg9		gejixs		R4		Mathias Gavelin		Jamieson Nathan	63 63
21-47231	1	103	1	3	1	rzoj6l		h36rg9		R3		Andreas Kramer		Mathias Gavelin	76(5) 64
21-47231	1	103	1	3	1	ipdjt7		pcropu		R3		Lawrence Sciglitano		Sergi Mico Fenollar	61 63
21-47231	1	103	1	3	1	lxhvpz		gejixs		R3		Arthur Serafim		Jamieson Nathan	63 36 64
21-47231	1	103	1	2	1	h36rg9		ipdjt7		R2		Mathias Gavelin		Lawrence Sciglitano	64 76(4)
21-47231	1	103	1	2	1	pcropu		gejixs		R2		Sergi Mico Fenollar		Jamieson Nathan	76(6) 61
21-47231	1	103	1	1	1	pcropu		rzoj6l		R1		Sergi Mico Fenollar		Andreas Kramer	75 57 62
21-47231	1	103	1	1	1	lxhvpz		h36rg9		R1		Arthur Serafim		Mathias Gavelin	62 60
21-47231	1	103	1	1	1	gejixs		ipdjt7		R1		Jamieson Nathan		Lawrence Sciglitano	16 63 75
21-47231	1	104	1	5	1	ggma2y		j1v7n7		R5		Felipe Acosta		Hiroki Fujita	62 76(2)
21-47231	1	104	1	5	1	2ys4k4		hlclyf		R5		Bruno Krenn		Gustav Thielgaard	63 63
21-47231	1	104	1	5	1	6ikgsk		tulu7o		R5		Elyes Marouani		Bradley Buckland	62 36 62
21-47231	1	104	1	4	1	2ys4k4		j1v7n7		R4		Bruno Krenn		Hiroki Fujita	36 61 60
21-47231	1	104	1	4	1	hlclyf		tulu7o		R4		Gustav Thielgaard		Bradley Buckland	76(5) 64
21-47231	1	104	1	4	1	ggma2y		6ikgsk		R4		Felipe Acosta		Elyes Marouani	76(4) 75
21-47231	1	104	1	3	1	ggma2y		tulu7o		R3		Felipe Acosta		Bradley Buckland	63 63
21-47231	1	104	1	3	1	j1v7n7		hlclyf		R3		Hiroki Fujita		Gustav Thielgaard	06 75 75
21-47231	1	104	1	3	1	2ys4k4		6ikgsk		R3		Bruno Krenn		Elyes Marouani	36 61 61
21-47231	1	104	1	2	1	2ys4k4		tulu7o		R2		Bruno Krenn		Bradley Buckland	62 63
21-47231	1	104	1	2	1	hlclyf		ggma2y		R2		Gustav Thielgaard		Felipe Acosta	62 64
21-47231	1	104	1	2	1	j1v7n7		6ikgsk		R2		Hiroki Fujita		Elyes Marouani	62 62
21-47231	1	104	1	1	1	tulu7o		j1v7n7		R1		Bradley Buckland		Hiroki Fujita	64 61
21-47231	1	104	1	1	1	2ys4k4		ggma2y		R1		Bruno Krenn		Felipe Acosta	61 64
21-47231	1	104	1	1	1	hlclyf		6ikgsk		R1		Gustav Thielgaard		Elyes Marouani	60 63
21-47231	1	105	1	5	1	a69ujc		8igkg4		R5		Jayson Blando		Umit Ege Cankus	26 64 61
21-47231	1	105	1	5	1	yro3m9		zski8q		R5		Moritz Stoeger		Nejc Sitar	62 62
21-47231	1	105	1	4	1	8igkg4		yro3m9		R4		Umit Ege Cankus		Moritz Stoeger	63 63
21-47231	1	105	1	3	1	nwlg3i		a69ujc		R3		Roko Savin		Jayson Blando	63 62
21-47231	1	105	1	3	1	yro3m9		uv0ze9		R3		Moritz Stoeger		Jordan Coutinho	57 64 62
21-47231	1	105	1	2	1	a69ujc		zski8q		R2		Jayson Blando		Nejc Sitar	62 63
21-47231	1	105	1	2	1	8igkg4		uv0ze9		R2		Umit Ege Cankus		Jordan Coutinho	63 64
21-47231	1	105	1	1	1	yro3m9		a69ujc		R1		Moritz Stoeger		Jayson Blando	76(6) 64
21-47231	1	106	1	5	1	n1k9qz		nwlg3i		R5		Patrik Trhac		Roko Savin	75 62
21-47231	1	106	1	2	1	zt856b		e2xyrc		R2		Sebastian Buxman		Javier Ruiz Medina	64 64
21-47231	1	106	1	2	1	eh97xf		nwlg3i		R2		Oisin Shaffrey		Roko Savin	63 63
21-47231	1	107	1	3	1	36j2dg		e2xyrc		R3		Daan Van Dijk		Javier Ruiz Medina	61 57 63
21-47231	1	107	1	2	1	e2xyrc		qu8g48		R2		Javier Ruiz Medina		Patrick Kristensen	63 75
21-47231	1	107	1	1	1	psi22i		e2xyrc		R1		Ed Pudney		Javier Ruiz Medina	76 76(4)
21-47231	1	108	1	1	1	rzoj6l		b4psza		F		Andreas Kramer		Matteo Savio	75 64
21-47231	1	109	1	7	1	a69ujc		bl8pmz		R7		Jayson Blando		Bo-Han Li	62 62
21-47231	1	109	1	7	1	tazuhw		zski8q		R7		Jack Ninteman		Nejc Sitar	63 64
21-47231	1	109	1	6	1	yro3m9		tazuhw		R6		Moritz Stoeger		Jack Ninteman	64 76(2)
21-47231	1	109	1	5	1	uv0ze9		tazuhw		R5		Jordan Coutinho		Jack Ninteman	76(3) 63
21-47231	1	109	1	2	1	zski8q		b4psza		R2		Nejc Sitar		Matteo Savio	76(4) 62
21-47231	1	109	1	1	1	8igkg4		tazuhw		R1		Umit Ege Cankus		Jack Ninteman	16 63 61
21-47231	1	110	1	5	1	yf9l1l		bpohqf		R5		Milo Benn		Gabriel Chavez	57 62 61
21-47231	1	110	1	5	1	akxgru		v4nct2		R5		Wikus Robbertse		Manuel Monteiro	76(6) 64
21-47231	1	110	1	4	1	akxgru		bpohqf		R4		Wikus Robbertse		Gabriel Chavez	61 76(4)
21-47231	1	110	1	4	1	v4nct2		gh1f9j		R4		Manuel Monteiro		Michael Blando	62 62
21-47231	1	110	1	4	1	yf9l1l		a44m8y		R4		Milo Benn		Chia Chieh Lin	62 64
21-47231	1	110	1	3	1	gh1f9j		yf9l1l		R3		Michael Blando		Milo Benn	75 64
21-47231	1	110	1	3	1	v4nct2		bpohqf		R3		Manuel Monteiro		Gabriel Chavez	76(3) 62
21-47231	1	110	1	3	1	akxgru		a44m8y		R3		Wikus Robbertse		Chia Chieh Lin	62 61
21-47231	1	110	1	2	1	akxgru		gh1f9j		R2		Wikus Robbertse		Michael Blando	63 63
21-47231	1	110	1	2	1	yf9l1l		v4nct2		R2		Milo Benn		Manuel Monteiro	75 76(8)
21-47231	1	110	1	1	1	gh1f9j		bpohqf		R1		Michael Blando		Gabriel Chavez	57 62 62
21-47231	1	110	1	1	1	akxgru		yf9l1l		R1		Wikus Robbertse		Milo Benn	67(6) 62 64
21-47231	1	110	1	1	1	v4nct2		a44m8y		R1		Manuel Monteiro		Chia Chieh Lin	52 Ret.
21-47231	1	111	1	3	1	bpohqf		b4psza		R3		Gabriel Chavez		Matteo Savio	76(4) 61
21-47231	1	111	1	2	1	b4psza		gh1f9j		R2		Matteo Savio		Michael Blando	63 64
21-48385	1	101	1	1	1	9jgve1		nfyn4d		32		Ching Lam		Dominik Pauli	64 75
21-48385	1	101	1	1	1	3lpz1v		fu8g48		32		Alex Knox-Jones		Chun Lam	64 63
21-48385	1	101	1	1	1	dr1hpp		98bwle		32		Niraj Komatineni		Pierce Widdecombe	46 75 75
21-48385	1	101	1	1	1	orz1jh		uxstm7		32		Sam Feldman		Logan Chang	67(5) 76(5) 62
21-48385	1	101	1	1	1	cc42sa		36f610		32		Sid Chari		Matthew Mu	62 36 63
21-48385	1	101	1	1	1	3m08w0		2d6twf		32		Brian Chong		Alexander Pritzker	61 61
21-48385	1	101	1	1	1	r2cs00		cgwiw2		32		David Lins		Michael Sun	62 76(4)
21-48385	1	101	1	1	1	2qkwcw		t501uf		32		Theo Dean		Dion Loutas	63 61
21-48385	1	101	1	1	1	w9kpab		h4psza		32		Renaud Lefevre		Johann Sajonz	60 63
21-48385	1	101	1	1	1	lwlg3i		a6ywm4		32		Aidan Reilly		Adrian Pawlowski	61 63
21-48385	1	101	1	1	1	lwj0xa		wwdofm		32		Luke Neal		David Arkow	61 62
21-48385	1	101	1	1	1	bput83		utc1ir		32		Walker Oberg		Ben Letzer	63 36 62
