---
tournaments: 362
players: 4994
matches: 13497
completed: 13487
scheduled: 10
---
tournamentCode	eventId	drawId	bracketId	roundId	winner	player1	partner1	player2	partner2	round	seed1	line1	seed2	line2	score
21-00186	1	101	1	4	1	4gdsby		g69ujc		F	1	Alvaro Regalado		Joaquin Benoit	62 62
21-00186	1	101	1	3	1	4gdsby		rlvbjj		SF	1	Alvaro Regalado	4	Andrea Zamurri	63 64
21-00186	1	101	1	3	1	g69ujc		jlrf73		SF		Joaquin Benoit		Alex Martinez Roca	63 46 62
21-00186	1	101	1	2	1	4gdsby		coyemm		QF	1	Alvaro Regalado		Ryan Nuno	57 61 61
21-00186	1	101	1	2	1	rlvbjj		gxdzdj		QF	4	Andrea Zamurri		Sander Jans	36 62 62
21-00186	1	101	1	2	1	jlrf73		p28wok		QF		Alex Martinez Roca		Brennan Cimpeanu	61 63
21-00186	1	101	1	2	1	g69ujc		r0meya		QF		Joaquin Benoit		Francisco Oliveira	75 64
21-00186	1	101	1	1	1	4gdsby		n36rg9		16	1	Alvaro Regalado		Sebastian Herrera	61 62
21-00186	1	101	1	1	1	coyemm		gfdhd1		16		Ryan Nuno		Tom Jarry	64 62
21-00186	1	101	1	1	1	rlvbjj		z2rm9o		16	4	Andrea Zamurri		Gonzalo Fernandez	76(5) 64
21-00186	1	101	1	1	1	gxdzdj		qrk7at		16		Sander Jans		Daniel Llorente	64 75
21-00186	1	101	1	1	1	jlrf73		3si22i		16		Alex Martinez Roca		Franco Oliva	76(5) 62
21-00186	1	101	1	1	1	p28wok		zr3xvx		16		Brennan Cimpeanu	3	Marko Nikoliuk	76(6) 63
21-00186	1	101	1	1	1	g69ujc		jwdofm		16		Joaquin Benoit		Joaquin Bianchi	62 63
21-00186	1	101	1	1	1	r0meya		gsxwb6		16		Francisco Oliveira	2	Alejandro Ibanez	63 63
21-00186	1	101	2	2	1	z2rm9o		n36rg9		SF		Gonzalo Fernandez		Sebastian Herrera	64 63
21-00186	1	101	2	2	1	jwdofm		3si22i		SF		Joaquin Bianchi		Franco Oliva	76(2) 62
21-00186	1	101	2	1	1	n36rg9		gfdhd1		QF		Sebastian Herrera		Tom Jarry	63 64
21-00186	1	101	2	1	1	z2rm9o		qrk7at		QF		Gonzalo Fernandez		Daniel Llorente	36 63 62
21-00186	1	101	2	1	1	3si22i		zr3xvx		QF		Franco Oliva	3	Marko Nikoliuk	57 64 62
21-00186	1	101	2	1	1	jwdofm		l69ujc		QF		Joaquin Bianchi		Jonathan Berling	63 61
21-00186	1	101	3	1	1	coyemm		gxdzdj		SF		Ryan Nuno		Sander Jans	62 64
21-00186	1	101	3	1	1	r0meya		p28wok		SF		Francisco Oliveira		Brennan Cimpeanu	76(8) 63
21-00186	1	101	5	1	1	qrk7at		gfdhd1		SF		Daniel Llorente		Tom Jarry	61 76(6)
21-00186	1	101	5	1		zr3xvx		l69ujc		SF	3	Marko Nikoliuk		Jonathan Berling	
21-00186	1	102	1	4	1	yofo1i		bos24y		F		Stan Morris	3	Chase Cohen	26 63 61
21-00186	1	102	1	3	1	yofo1i		mrevs5		SF		Stan Morris		Jhonny Acosta	64 64
21-00186	1	102	1	3	1	bos24y		bgwiw2		SF	3	Chase Cohen		Jordan Theron	16 75 62
21-00186	1	102	1	2	1	mrevs5		x91zp7		QF		Jhonny Acosta	1	James Hopper	57 64 00 Ret.
21-00186	1	102	1	2	1	yofo1i		eho163		QF		Stan Morris	4	Robert Liu	26 75 75
21-00186	1	102	1	2	1	bos24y		ks1snm		QF	3	Chase Cohen		Ansh Shah	46 60 60
21-00186	1	102	1	2	1	bgwiw2		mr1hpp		QF		Jordan Theron		Moses Hutchison	76(3) 76(2)
21-00186	1	102	1	1	1	x91zp7		v54x6v		16	1	James Hopper		Yudai Teruyama	63 62
21-00186	1	102	1	1	1	mrevs5		s2zexk		16		Jhonny Acosta		Thomas Yu	62 62
21-00186	1	102	1	1	1	eho163		2w0ac6		16	4	Robert Liu		Luke Lemaitre	62 63
21-00186	1	102	1	1	1	yofo1i		907kpm		16		Stan Morris		John Zakowski	62 62
21-00186	1	102	1	1	1	ks1snm		5rmng1		16		Ansh Shah		John Rado	26 62 63
21-00186	1	102	1	1	1	bos24y		hv0ze9		16	3	Chase Cohen		Ethan Carroll	62 62
21-00186	1	102	1	1	1	mr1hpp		9bcji9		16		Moses Hutchison		Cole Lindwall	63 62
21-00186	1	102	1	1	1	bgwiw2		kpsd2v		16		Jordan Theron	2	Cameron Krimbill	62 26 60
21-00186	1	102	2	2	1	s2zexk		907kpm		SF		Thomas Yu		John Zakowski	62 60
21-00186	1	102	2	2	1	kpsd2v		5rmng1		SF	2	Cameron Krimbill		John Rado	64 63
21-00186	1	102	2	1	1	s2zexk		v54x6v		QF		Thomas Yu		Yudai Teruyama	63 60
21-00186	1	102	2	1	1	907kpm		2w0ac6		QF		John Zakowski		Luke Lemaitre	64 63
21-00186	1	102	2	1	1	5rmng1		hv0ze9		QF		John Rado		Ethan Carroll	64 76(3)
21-00186	1	102	2	1	1	kpsd2v		9bcji9		QF	2	Cameron Krimbill		Cole Lindwall	61 64
21-00186	1	102	3	2		eho163		mr1hpp		F	4	Robert Liu		Moses Hutchison	
21-00186	1	102	3	1	1	eho163		x91zp7		SF	4	Robert Liu	1	James Hopper	Walkover
21-00186	1	102	3	1	1	mr1hpp		ks1snm		SF		Moses Hutchison		Ansh Shah	64 61
21-00186	1	102	5	2		2w0ac6		hv0ze9		F		Luke Lemaitre		Ethan Carroll	
21-00186	1	102	5	1	1	2w0ac6		v54x6v		SF		Luke Lemaitre		Yudai Teruyama	61 60
21-00186	1	102	5	1	1	hv0ze9		9bcji9		SF		Ethan Carroll		Cole Lindwall	64 61
21-00186	1	103	1	4	1	91k9qz		kefmlc		F		Agustin Tamagnone		Francisco Faria	64 46 75
21-00186	1	103	1	3	1	91k9qz		a795h9		SF		Agustin Tamagnone	4	Daniil Klimov	67(4) 64 76(5)
21-00186	1	103	1	3	1	kefmlc		lpdjt7		SF		Francisco Faria		Jeremias Rocco	64 Ret.
21-00186	1	103	1	2	1	91k9qz		dioc40		QF		Agustin Tamagnone	1	Luke Simkiss	61 64
21-00186	1	103	1	2	1	a795h9		q6ywm4		QF	4	Daniil Klimov		Chris Papa	57 64 75
21-00186	1	103	1	2	1	kefmlc		7z5tlh		QF		Francisco Faria		Yassir Kilani	64 63
21-00186	1	103	1	2	1	lpdjt7		j4262q		QF		Jeremias Rocco	2	Alex Gurmendi	64 64
21-00186	1	103	1	1	1	dioc40		rccug6		16	1	Luke Simkiss		Leo Sprovieri	61 16 76(6)
21-00186	1	103	1	1	1	91k9qz		1kg6cy		16		Agustin Tamagnone		Jan Silhavy	62 62
21-00186	1	103	1	1	1	a795h9		k0g2gm		16	4	Daniil Klimov		Daniel Czepielewski	63 62
21-00186	1	103	1	1	1	q6ywm4		59gtyv		16		Chris Papa		Martin Carrizo	60 61
21-00186	1	103	1	1	1	kefmlc		e62syk		16		Francisco Faria		Thomas Zych	75 75
21-00186	1	103	1	1	1	7z5tlh		9o9cju		16		Yassir Kilani	3	Leo Bresson	63 76(2)
21-00186	1	103	1	1	1	lpdjt7		h6f610		16		Jeremias Rocco		Nick Nienhaus	64 36 62
21-00186	1	103	1	1	1	j4262q		czqzct		16	2	Alex Gurmendi		Gabriel Ortiz	64 57 64
21-00186	1	103	2	3	1	rccug6		h6f610		F		Leo Sprovieri		Nick Nienhaus	64 64
21-00186	1	103	2	2	1	rccug6		59gtyv		SF		Leo Sprovieri		Martin Carrizo	Walkover
21-00186	1	103	2	2	1	h6f610		9o9cju		SF		Nick Nienhaus	3	Leo Bresson	Walkover
21-00186	1	103	2	1	1	rccug6		1kg6cy		QF		Leo Sprovieri		Jan Silhavy	62 61
21-00186	1	103	2	1	1	59gtyv		k0g2gm		QF		Martin Carrizo		Daniel Czepielewski	62 63
21-00186	1	103	2	1	1	9o9cju		e62syk		QF	3	Leo Bresson		Thomas Zych	Walkover
21-00186	1	103	2	1	1	h6f610		czqzct		QF		Nick Nienhaus		Gabriel Ortiz	Walkover
21-00186	1	103	3	1	1	dioc40		q6ywm4		SF	1	Luke Simkiss		Chris Papa	62 64
21-00186	1	103	3	1	1	7z5tlh		j4262q		SF		Yassir Kilani	2	Alex Gurmendi	Walkover
21-00186	1	103	5	1	1	1kg6cy		k0g2gm		SF		Jan Silhavy		Daniel Czepielewski	Walkover
21-00186	1	103	5	1	1	e62syk		cla5s7		SF		Thomas Zych		Bruno Pessoa	Walkover
21-00186	1	104	1	3	1	4pw9eb		5ro3m9		F	2	Takeshi Taco	4	Boruch Skierkier	63 76(1)
21-00186	1	104	1	2	1	5ro3m9		enwnih		SF	4	Boruch Skierkier	1	Gaston Cantero	61 36 52 Ret.
21-00186	1	104	1	2	1	4pw9eb		7xstm7		SF	2	Takeshi Taco	3	Diego Dalisay	63 63
21-00186	1	104	1	1	1	enwnih		2ofo1i		QF	1	Gaston Cantero		Ravi Nelson	64 62
21-00186	1	104	1	1	1	5ro3m9		xojkdy		QF	4	Boruch Skierkier		Emilio Vila	61 60
21-00186	1	104	1	1	1	7xstm7		bkv0lm		QF	3	Diego Dalisay		Tomas Nader	62 62
21-00186	1	104	1	1	1	4pw9eb		y0ou4i		QF	2	Takeshi Taco		Cheng En Tsai	62 61
21-00186	1	104	2	2	1	y0ou4i		2ofo1i		F		Cheng En Tsai		Ravi Nelson	61 62
21-00186	1	104	2	1	1	2ofo1i		xojkdy		SF		Ravi Nelson		Emilio Vila	64 75
21-00186	1	104	2	1	1	y0ou4i		bkv0lm		SF		Cheng En Tsai		Tomas Nader	63 63
21-00186	1	104	3	1	1	enwnih		7xstm7		F	1	Gaston Cantero	3	Diego Dalisay	50 Ret.
21-00186	1	104	4	1	1	xojkdy		bkv0lm		F		Emilio Vila		Tomas Nader	62 61
21-00238	1	101	1	3	1	w0iimu		rz3df9		F		Cash Hanzlik		Luciano Fisicaro	63 62
21-00238	1	101	1	2	1	w0iimu		5z9pxx		SF		Cash Hanzlik		Kyllian Savary	61 61
21-00238	1	101	1	2	1	rz3df9		jwdofm		SF		Luciano Fisicaro		Joaquin Bianchi	52 Ret.
21-00238	1	101	1	1	1	w0iimu		ugdsby		QF		Cash Hanzlik		Egor Shestakov	75 62
21-00238	1	101	1	1	1	5z9pxx		jhk5un		QF		Kyllian Savary		Aaron Capone	62 64
21-00238	1	101	1	1	1	jwdofm		pjzlz5		QF		Joaquin Bianchi		Grant Mckenzie	62 62
21-00238	1	101	1	1	1	rz3df9		gxdzdj		QF		Luciano Fisicaro		Sander Jans	62 62
21-00238	1	101	2	2	1	ugdsby		pjzlz5		F		Egor Shestakov		Grant Mckenzie	60 60
21-00238	1	101	2	1	1	ugdsby		jhk5un		SF		Egor Shestakov		Aaron Capone	63 60
21-00238	1	101	2	1	1	pjzlz5		gxdzdj		SF		Grant Mckenzie		Sander Jans	06 75 [8]
21-00238	1	101	3	1	1	jwdofm		5z9pxx		F		Joaquin Bianchi		Kyllian Savary	63 36 [7]
21-00238	1	101	4	1	1	gxdzdj		jhk5un		F		Sander Jans		Aaron Capone	63 57 [6]
21-00238	1	102	1	3	1	z2rm9o		7xstm7		F		Gonzalo Fernandez		Diego Dalisay	Walkover
21-00238	1	102	1	2	1	7xstm7		9ba3c1		SF		Diego Dalisay		Juan Gonzalez	63 36 [5]
21-00238	1	102	1	2	1	z2rm9o		twlg3i		SF		Gonzalo Fernandez		Alvaro Saint Martin	67(5) 75 [6]
21-00238	1	102	1	1	1	7xstm7		lr7t7d		QF		Diego Dalisay		Ole Valkyser	75 76(3)
21-00238	1	102	1	1	1	z2rm9o		cxu9sf		QF		Gonzalo Fernandez		Gabe Garrido	64 64
21-00238	1	102	1	1	1	twlg3i		j2cs00		QF		Alvaro Saint Martin		Karlo Krolo	16 62 [9]
21-00238	1	102	2	2	1	lr7t7d		j2cs00		F		Ole Valkyser		Karlo Krolo	61 36 [8]
21-00238	1	102	2	1	1	j2cs00		cxu9sf		SF		Karlo Krolo		Gabe Garrido	63 61
21-00238	1	102	3	1	1	9ba3c1		twlg3i		F		Juan Gonzalez		Alvaro Saint Martin	76(5) 62
21-00238	1	103	1	3	1	zr3xvx		ojajwd		F		Marko Nikoliuk		Martins Abamu	20 Ret.
21-00238	1	103	1	2	1	ojajwd		4talcj		SF		Martins Abamu		Yuri Gondouin	64 46 [5]
21-00238	1	103	1	2	1	zr3xvx		xojkdy		SF		Marko Nikoliuk		Emilio Vila	63 36 [2]
21-00238	1	103	1	1	1	4talcj		rpb3nz		QF		Yuri Gondouin		Bradley Neil	61 62
21-00238	1	103	1	1	1	xojkdy		ravy5g		QF		Emilio Vila		Enzo Frequelin	61 60
21-00238	1	103	1	1	1	zr3xvx		g03od6		QF		Marko Nikoliuk		Moritz Mayer	62 62
21-00238	1	103	2	2	1	g03od6		rpb3nz		F		Moritz Mayer		Bradley Neil	61 61
21-00238	1	103	2	1	1	g03od6		ravy5g		SF		Moritz Mayer		Enzo Frequelin	64 61
21-00238	1	103	3	1	1	4talcj		xojkdy		F		Yuri Gondouin		Emilio Vila	76(3) 64
21-00238	1	104	1	3	1	4z9pxx		4ac8kc		R3		Leon Sell		Ricardo Carvajalino	62 61
21-00238	1	104	1	3	1	lmhibw		303od6		R3		Gabriel Breitenmoser		Jakob Mosvold	62 60
21-00238	1	104	1	2	1	4ac8kc		0vnlbt		R2		Ricardo Carvajalino		Jonas Mathiason	Walkover
21-00238	1	104	1	2	1	obezoh		lmhibw		R2		Luke Quaynor		Gabriel Breitenmoser	62 62
21-00238	1	104	1	1	1	4z9pxx		0vnlbt		R1		Leon Sell		Jonas Mathiason	67(5) 60 [4]
21-00238	1	104	1	1	1	obezoh		303od6		R1		Luke Quaynor		Jakob Mosvold	63 62
21-00238	1	104	2	1	1	obezoh		4z9pxx		F		Luke Quaynor		Leon Sell	61 46 [3]
21-00238	1	104	3	1	1	lmhibw		4ac8kc		F		Gabriel Breitenmoser		Ricardo Carvajalino	60 60
21-00238	1	104	4	1	1	0vnlbt		303od6		F		Jonas Mathiason		Jakob Mosvold	62 63
21-00238	1	105	1	3	1	3ndxxd		03vtj1		R3		Sofiane Bah		Franco Vecchia	61 64
21-00238	1	105	1	3	1	ytrvrf		glnjvn		R3		Ethan Dunn		Jonas Dixon	36 63 [5]
21-00238	1	105	1	2	1	3ndxxd		kqbelw		R2		Sofiane Bah		Yudai Watanabi	76(5) 57 [3]
21-00238	1	105	1	2	1	glnjvn		pscqku		R2		Jonas Dixon		Zach Capone	62 63
21-00238	1	105	1	1	1	kqbelw		03vtj1		R1		Yudai Watanabi		Franco Vecchia	63 63
21-00238	1	105	1	1	1	ytrvrf		pscqku		R1		Ethan Dunn		Zach Capone	62 62
21-00238	1	105	2	1	1	3ndxxd		ytrvrf		F		Sofiane Bah		Ethan Dunn	61 61
21-00238	1	105	3	1	1	glnjvn		kqbelw		F		Jonas Dixon		Yudai Watanabi	75 61
21-00238	1	105	4	1	1	03vtj1		pscqku		F		Franco Vecchia		Zach Capone	40 Ret.
21-00238	1	106	1	3	1	jz9pxx		lfursx		R3		Matt Shearer		Lucas Gonzalez Rami…	64 63
21-00238	1	106	1	3	1	tkxgru		nnwnih		R3		Jorge Sala		Carson Chassaignac	36 64 [5]
21-00238	1	106	1	2	1	jz9pxx		ywyu6y		R2		Matt Shearer		Roman Hill	61 64
21-00238	1	106	1	2	1	79olmr		nnwnih		R2		Matthew Tennant		Carson Chassaignac	61 64
21-00238	1	106	1	1	1	lfursx		ywyu6y		R1		Lucas Gonzalez Rami…		Roman Hill	62 63
21-00238	1	106	1	1	1	79olmr		tkxgru		R1		Matthew Tennant		Jorge Sala	57 64 [8]
21-00238	1	106	2	1	1	79olmr		jz9pxx		F		Matthew Tennant		Matt Shearer	36 64 [7]
21-00238	1	106	3	1	1	lfursx		tkxgru		F		Lucas Gonzalez Rami…		Jorge Sala	75 76(7)
21-00238	1	106	4	1	1	nnwnih		ywyu6y		F		Carson Chassaignac		Roman Hill	76(5) 75
21-00238	1	107	1	3	1	b5hb9b		h7sv2d		R3		Sebastian Holden		Iker Lorenzo Brull	31 Ret.
21-00238	1	107	1	3	1	fvjpzd		eltvdb		R3		Ugo Fiorito		Alberto Rodriguez	75 63
21-00238	1	107	1	2	1	tq16rs		h7sv2d		R2		Peter Blair		Iker Lorenzo Brull	61 61
21-00238	1	107	1	2	1	eltvdb		32zexk		R2		Alberto Rodriguez		Mikaeel Woodman	Walkover
21-00238	1	107	1	1	1	b5hb9b		tq16rs		R1		Sebastian Holden		Peter Blair	63 63
21-00238	1	107	1	1	1	32zexk		fvjpzd		R1		Mikaeel Woodman		Ugo Fiorito	64 62
21-00238	1	107	2	1	1	b5hb9b		fvjpzd		F		Sebastian Holden		Ugo Fiorito	60 75
21-00238	1	107	3	1	1	tq16rs		eltvdb		F		Peter Blair		Alberto Rodriguez	60 60
21-00238	1	107	4	1	1	32zexk		h7sv2d		F		Mikaeel Woodman		Iker Lorenzo Brull	61 63
21-01301	2	101	1	1	1	d1itkr		57wret		64		Filip Planinsek		David Stevenson	75 63
21-01301	2	101	1	1	1	9c2mm2		k6sk4g		64		Enzo Aguiard		Oscar Cutting	63 67(2) 64
21-01301	2	101	1	1	1	mh3vfr		k60csc		64		Joao Ferreira		Jeremy Taylor	36 76(6) 75
21-01301	2	101	1	1	1	kkr496		bc8y4q		64		Pau Fanlo		Juan Martin	63 36 64
21-01301	2	101	1	1	1	xxhvpz		cwuyui		64		German Samofalov		Pablo Alemany	63 46 63
21-01301	2	101	1	1	1	3mpazs		nrz1jh		64		Harry Rock		Zach Foster	64 06 64
21-01301	2	101	1	1	1	0si22i		etc1ir		64		Karl Poling		Vlad Lobak	61 64
21-01301	2	101	1	1	1	2tx793		ckr496		64		Damian Rodriguez		Gabriel Diaz Freire	63 61
21-01301	2	101	1	1	1	d0iimu		v5dfxv		64		Joao Graca		Thomas Bosancic	63 63
21-01301	2	101	1	1	1	gkr496		fgma2y		64		Bill Duo		Benjamin Ambrosio	76(4) 67(3) 62
21-01301	2	101	1	1	1	cvh9t5		my5ink		64		Filippos Astreinidis		Dakotah Bobo	63 63
21-01301	2	101	1	1	1	pulu7o		qi1q7g		64		Matthew Bosancic		Ben Koch	76(3) 61
21-01301	2	101	1	1	1	q1ch23		kxbj7b		64		Rudi Christiansen		Sam Edgar	75 26 64
21-01301	2	101	1	1	1	ff03al		qpfzzf		64		Ben Smith		Nick Watson	62 63
21-01301	2	101	1	1	1	bv4vqp		fu4kss		64		Aidan Mahoney		Will Cubitt	62 60
21-01301	2	102	1	1	1	mh3vfr		etc1ir		64		Joao Ferreira		Vlad Lobak	76(4) 67(1) [5]
21-01301	2	102	1	1	1	bc8y4q		ckr496		64		Juan Martin		Gabriel Diaz Freire	75 61
21-01301	2	102	1	1	1	d1itkr		d0iimu		64		Filip Planinsek		Joao Graca	75 52 Ret.
21-01301	2	102	1	1	1	xxhvpz		fgma2y		64		German Samofalov		Benjamin Ambrosio	60 61
21-01301	2	102	1	1	1	9c2mm2		my5ink		64		Enzo Aguiard		Dakotah Bobo	62 61
21-01301	2	102	1	1	1	qi1q7g		q1ch23		64		Ben Koch		Rudi Christiansen	63 36 [6]
21-01301	2	102	1	1	1	5q5238		qpfzzf		64		Patrick Kaukovalta		Nick Watson	61 64
21-01301	2	102	1	1	1	nrz1jh		fu4kss		64		Zach Foster		Will Cubitt	60 60
21-01301	2	102	1	1	1	k6sk4g		0si22i		64		Oscar Cutting		Karl Poling	61 63
21-01301	2	102	1	1	1	k60csc		2tx793		64		Jeremy Taylor		Damian Rodriguez	64 63
21-01301	2	102	1	1	1	v5dfxv		57wret		64		Thomas Bosancic		David Stevenson	16 63 [8]
21-01301	2	102	1	1	1	kkr496		gkr496		64		Pau Fanlo		Bill Duo	60 62
21-01301	2	102	1	1	1	kxbj7b		cvh9t5		64		Sam Edgar		Filippos Astreinidis	64 76(6)
21-01301	2	102	1	1	1	cwuyui		pulu7o		64		Pablo Alemany		Matthew Bosancic	46 75 [6]
21-01301	2	102	1	1	1	3mpazs		ff03al		64		Harry Rock		Ben Smith	64 75
21-01301	2	103	1	1	1	0si22i		xxhvpz		64		Karl Poling		German Samofalov	57 64 [4]
21-01301	2	103	1	1	1	d1itkr		v5dfxv		64		Filip Planinsek		Thomas Bosancic	26 75 [11]
21-01301	2	103	1	1	1	2tx793		bc8y4q		64		Damian Rodriguez		Juan Martin	62 63
21-01301	2	103	1	1	1	9c2mm2		gkr496		64		Enzo Aguiard		Bill Duo	64 16 [4]
21-01301	2	103	1	1	1	5q5238		cvh9t5		64		Patrick Kaukovalta		Filippos Astreinidis	61 63
21-01301	2	103	1	1	1	mh3vfr		pulu7o		64		Joao Ferreira		Matthew Bosancic	61 62
21-01301	2	103	1	1	1	nrz1jh		ff03al		64		Zach Foster		Ben Smith	60 60
21-01301	2	103	1	1	1	q1ch23		bv4vqp		64		Rudi Christiansen		Aidan Mahoney	62 63
21-01301	2	103	1	1	1	k6sk4g		ckr496		64		Oscar Cutting		Gabriel Diaz Freire	62 64
21-01301	2	103	1	1	1	etc1ir		k60csc		64		Vlad Lobak		Jeremy Taylor	75 64
21-01301	2	103	1	1	1	57wret		fgma2y		64		David Stevenson		Benjamin Ambrosio	36 63 [5]
21-01301	2	103	1	1	1	kkr496		qi1q7g		64		Pau Fanlo		Ben Koch	64 62
21-01301	2	103	1	1	1	3mpazs		my5ink		64		Harry Rock		Dakotah Bobo	63 61
21-01301	2	103	1	1	1	kxbj7b		qpfzzf		64		Sam Edgar		Nick Watson	61 62
21-01301	2	103	1	1	1	cwuyui		fu4kss		64		Pablo Alemany		Will Cubitt	61 62
21-02376	1	101	1	5	1	jutmvk		avrhn9		F	3	Henry Schulenburg	5	Lodewijk Weststrate	63 62
21-02376	1	101	1	4	1	avrhn9		fzknu5		SF	5	Lodewijk Weststrate	4	Daniel De Jonge	76(6) 63
21-02376	1	101	1	4	1	jutmvk		x54x6v		SF	3	Henry Schulenburg		Rayane Stable	64 76(5)
21-02376	1	101	1	3	1	avrhn9		ioh47q		QF	5	Lodewijk Weststrate		Brian Shi	06 76(7) 62
21-02376	1	101	1	3	1	fzknu5		k7595t		QF	4	Daniel De Jonge		Maxence Bertimon	63 63
21-02376	1	101	1	3	1	jutmvk		pa3qtc		QF	3	Henry Schulenburg	7	Aditya Vashistha	76(5) 62
21-02376	1	101	1	3	1	x54x6v		9387mh		QF		Rayane Stable		Mark Mandlik	64 64
21-02376	1	101	1	2	1	ioh47q		nxdzdj		16		Brian Shi	1	Ronnie Hohmann	63 46 64
21-02376	1	101	1	2	1	avrhn9		9ffxj9		16	5	Lodewijk Weststrate		David Norfeldt	64 62
21-02376	1	101	1	2	1	fzknu5		6nht9t		16	4	Daniel De Jonge		Herman Hoeyeraal	62 63
21-02376	1	101	1	2	1	k7595t		0axebo		16		Maxence Bertimon	8	Ronan Jachuck	64 26 76(4)
21-02376	1	101	1	2	1	pa3qtc		foh47q		16	7	Aditya Vashistha		Fran San Andres	Walkover
21-02376	1	101	1	2	1	jutmvk		9e0sco		16	3	Henry Schulenburg		Boris Kozlov	62 61
21-02376	1	101	1	2	1	x54x6v		b7fhzx		16		Rayane Stable	6	Harris Walker	62 64
21-02376	1	101	1	2	1	9387mh		mikgsk		16		Mark Mandlik		Peter Makk	62 76(1)
21-02376	1	101	1	1	1	nxdzdj		otrvrf		32	1	Ronnie Hohmann		Stefan Drogovic	76(5) 63
21-02376	1	101	1	1	1	ioh47q		o8qqu2		32		Brian Shi		Robin Parts	63 63
21-02376	1	101	1	1	1	avrhn9		2yw0wk		32	5	Lodewijk Weststrate		Olivier Stuart	Walkover
21-02376	1	101	1	1	1	9ffxj9		npdjt7		32		David Norfeldt		Gavin Segraves	62 75
21-02376	1	101	1	1	1	fzknu5		rys4k4		32	4	Daniel De Jonge		Graydon Lair	62 61
21-02376	1	101	1	1	1	6nht9t		5pqxwn		32		Herman Hoeyeraal		Jordan Hasson	75 62
21-02376	1	101	1	1	1	0axebo		ejvpnp		32	8	Ronan Jachuck		Connor Fu	61 26 64
21-02376	1	101	1	1	1	k7595t		zz5tlh		32		Maxence Bertimon		Marino Jakic	63 63
21-02376	1	101	1	1	1	foh47q		gtc1ir		32		Fran San Andres		Nick Lagaev	63 61
21-02376	1	101	1	1	1	pa3qtc		ekeq6q		32	7	Aditya Vashistha		Sasha Panyan	62 64
21-02376	1	101	1	1	1	9e0sco		t1ex8b		32		Boris Kozlov		Carson Gates	76(5) 36 76(5)
21-02376	1	101	1	1	1	jutmvk		cv0ze9		32	3	Henry Schulenburg		Linus Carlsson Hall…	63 75
21-02376	1	101	1	1	1	x54x6v		7501uf		32		Rayane Stable		Maxime Mareschal-Hay	60 61
21-02376	1	101	1	1	1	b7fhzx		lii0mc		32	6	Harris Walker		Hunter Heck	64 64
21-02376	1	101	1	1	1	mikgsk		u3c3yx		32		Peter Makk		Lenard Soha	60 64
21-02376	1	101	1	1	1	9387mh		wlclyf		32		Mark Mandlik	2	Vito Tonejc	61 64
21-02376	1	101	2	5	1	5pqxwn		gtc1ir		F		Jordan Hasson		Nick Lagaev	64 63
21-02376	1	101	2	4	1	5pqxwn		npdjt7		SF		Jordan Hasson		Gavin Segraves	64 64
21-02376	1	101	2	4	1	gtc1ir		wlclyf		SF		Nick Lagaev	2	Vito Tonejc	64 63
21-02376	1	101	2	3	1	npdjt7		o8qqu2		QF		Gavin Segraves		Robin Parts	62 76(3)
21-02376	1	101	2	3	1	5pqxwn		zz5tlh		QF		Jordan Hasson		Marino Jakic	62 64
21-02376	1	101	2	3	1	gtc1ir		cv0ze9		QF		Nick Lagaev		Linus Carlsson Hall…	Walkover
21-02376	1	101	2	3	1	wlclyf		7501uf		QF	2	Vito Tonejc		Maxime Mareschal-Hay	62 57 62
21-02376	1	101	2	1	1	o8qqu2		otrvrf		16Q		Robin Parts		Stefan Drogovic	76(5) 75
21-02376	1	101	2	1	1	npdjt7		2yw0wk		16Q		Gavin Segraves		Olivier Stuart	Walkover
21-02376	1	101	2	1	1	5pqxwn		rys4k4		16Q		Jordan Hasson		Graydon Lair	63 61
21-02376	1	101	2	1	1	zz5tlh		ejvpnp		16Q		Marino Jakic		Connor Fu	63 64
21-02376	1	101	2	1	1	gtc1ir		ekeq6q		16Q		Nick Lagaev		Sasha Panyan	62 62
21-02376	1	101	2	1	1	cv0ze9		t1ex8b		16Q		Linus Carlsson Hall…		Carson Gates	62 64
21-02376	1	101	2	1	1	7501uf		lii0mc		16Q		Maxime Mareschal-Hay		Hunter Heck	60 64
21-02376	1	101	2	1	1	wlclyf		u3c3yx		16Q	2	Vito Tonejc		Lenard Soha	64 63
21-02376	1	102	1	1	1	zz5tlh		6nht9t		SF		Marino Jakic		Herman Hoeyeraal	62 64
21-02376	1	102	1	1	1	9ffxj9		u3c3yx		SF		David Norfeldt		Lenard Soha	26 63 [4]
21-03884	1	101	1	1	1	puccgo		x2vil4		16		Matthew Terry		Mike Mkrtchian	63 63
21-03884	1	101	1	1	1	jpqxwn		rqig6o		16		Raul Garcia		Ali Amiri	63 60
21-03884	1	101	1	1	1	2ktkfe		g8s60a		16		Sergio Ingles Garre		Thomas Smart	64 60
21-03884	1	101	1	1	1	nxhvpz		wt856b		16		Matthew Sah		Harvey Conway	64 26 75
21-03884	1	101	1	1	1	v7wret		50iimu		16		Alex Stater		Nicolas Herrera Cue…	61 62
21-03884	1	101	1	1	1	7pdjt7		z2xyrc		16		Sacchitt Sharrma		Mattia Ros	63 63
21-03884	1	101	1	1	1	ih5blz		ma1an4		16		Blake Kasday		Peter Sallay	75 62
