operation	source	id	dateET	timeET	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	dateGMT	itaId	tournament	location	facility	links
del	ITA	66168	2021-10-30
del	ITA	19542	2021-10-30
del	ITA	 4793	2021-10-31
del	ITA	94325	2021-10-31
update	Ivy	 55098	2022-02-04	12:00pm	W	  	JOES	at	  	PENN 	 	   	 	 	d1  	2022-02-04T17:00Z	                                    		Hamlin/Hecht Tennis Centers		
