---
season: 2021-22
division: d2
gender: men
description: composite schedule/scoreboard
updated: 2022-01-21
past: 102 (10%)
future: 918 (90%)
completed: 91 (89%)
postponed: 1 (1%)
unreported: 10 (10%)
sources:
  ITA: 541
  Conferences: 479
itaIds: 543
total: 1020
---
source	id	dateET	timeET	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	dateGMT	itaId	tournament	location	facility	links
   CC	 69209	2021-10-23	12:00pm	M		EMHEN                      	at		KING                       	L	0-7	 	 	d3/d2  	2021-10-23T16:00Z	                                    		Bristol, TN		[Box Score](/boxscore.aspx?id=bcKd4iQNfbQ8Ez23IFrutW%2bxFsDkBgIn5rJzcv0z861vUYzNhWAzV%2biQP4%2bPYbw%2bXrs0ljC%2bjb0Xzn2LimRb7oRGa3YvoKgBTG%2fGh9ugA7%2f1tck3Y8cBE%2fu9%2bmreqaIl&path=mten)
   CC	 68265	2021-10-23	 1:00pm	M		CONV                       	at		CAT                        	W	4-3	 	 	d2     	2021-10-23T17:00Z	                                    		Salisbury, NC		
   CC	 68876	2021-10-23	 3:00pm	M		MARS                       	at		NGC                        	L	2-4	 	 	d2     	2021-10-23T19:00Z	                                    		Tigerville, SC		
  ITA	 34778	2021-10-23	 3:00pm	M		WJC                        	at		WUT                        	L	0-7	 	 	d2     	2021-10-23T19:00Z	2374a784-9902-4f99-a76f-6c39a739588f				
  ITA	 29814	2021-10-24	10:00am	M		STAC                       	at		SMCVT                      	W	5-2	 	 	d2     	2021-10-24T14:00Z	8d0feb3d-414c-4ea1-90c1-f76ea3f89c95				
  ITA	  6053	2021-10-24	11:00am	M		DAEMN                      	at		NIA                        	L	0-7	 	 	d2/d1  	2021-10-24T15:00Z	f7f1172f-4466-4610-92b8-af9872988393				
   CC	 68359	2021-10-29	 1:00pm	M		SWU                        	at		NEW                        	L	1-6	 	 	d2     	2021-10-29T17:00Z	                                    		Newberry, SC		[Box Score](/boxscore.aspx?id=Q%2bDH8cpEPZr0%2bdXvz7ZLg3KVb%2bwSBCq1iYssPPimEGXYmh9%2bSnw7uueiF5Ckx%2fajqxNKK52%2bTeUsbgjuQxpNCiDG2U%2bi%2fYptVLSCYB1cjW%2b%2fjPXyMv%2beNbb95L9enXKg&path=mten)
  ITA	 56852	2021-11-01	12:30pm	M		TUSC                       	at		NGC                        	W	5-2	 	 	d2     	2021-11-01T16:30Z	d8fde9b6-cf1a-4ea1-b52b-664bdf64d0e2				
  ITA	  2847	2021-11-03	11:00am	M		ROCKH                      	at		WJC                        	W	4-3	 	 	d2     	2021-11-03T15:00Z	c42cd7b4-3a04-4a3c-a90c-6d0d8cf50295				
  ITA	 38423	2022-01-12	10:00am	M		GVSU                       	at		HIL                        	 	   	 	 	d2     	2022-01-12T15:00Z	f257d854-9a7f-4f84-9500-9ee868001faf				
  ITA	 61533	2022-01-15	 3:00pm	M		FERR                       	at		WMU                        	L	1-6	 	 	d2/d1  	2022-01-15T20:00Z	d9addd6b-9742-4055-813d-09758d01f8cf				
  ITA	 92087	2022-01-17	12:00pm	M		W AL                       	at		SALA                       	L	0-7	 	 	d2/d1  	2022-01-17T17:00Z	5afdf978-4a86-4fd9-b201-ed7af2669eed				
  ITA	 85570	2022-01-17	 3:30pm	M		W AL                       	at		SALA                       	L	0-7	 	 	d2/d1  	2022-01-17T20:30Z	1882091c-17f0-4c61-b479-786ebb8af73e				
G-MAC	 35465	2022-01-19	    TBA	M		TU                         	at		TOL                        	 	   	 	 	d2/d1  	                 	                                    		Toledo, OH		
  ITA	 89105	2022-01-19	11:00am	M		TROY                       	at		AUBM                       	W	5-0	 	 	d1/d2  	2022-01-19T16:00Z	4889be64-1652-411b-8bb8-981fd20a20d2				
  ITA	 58244	2022-01-19	 3:00pm	M		TROY                       	at		AUBM                       	W	6-1	 	 	d1/d2  	2022-01-19T20:00Z	8a7b67a4-f669-4a73-81ae-3d8dd65475a0				
  GSC	 58989	2022-01-20	12:00pm	M		JVST                       	at		LEE                        	P	   	 	 	d1/d2  	2022-01-20T17:00Z	                                    		Cleveland, TN		[Live Stats](https://twitter.com/LeeUTennisLive)
 GLVC	132314	2022-01-22	 3:00pm	M		IWES                       	at		INDI                       	 	   	 	 	naia/d2	2022-01-22T20:00Z	                                    		Indianapolis, IN		
  ITA	 14314	2022-01-22	 5:00pm	M		HNU                        	at		SCLAR                      	 	   	 	 	d2/d1  	2022-01-22T22:00Z	7f241321-6c0a-4024-9567-e0c7b92c2293				
  GSC	 58990	2022-01-22	 5:30pm	M		LEE                        	at		BEL                        	 	   	 	 	d2/d1  	2022-01-22T22:30Z	                                    		Nashville, TN		[Live Stats](https://twitter.com/LeeUTennisLive)
  ITA	 49756	2022-01-23	 1:00pm	M		UIS                        	at		NIU                        	 	   	 	 	d2/d1  	2022-01-23T18:00Z	11ecfc2c-cd1b-4bbf-a948-3fd8b2a0807e				
