---
season: 2021-22
division: juco
gender: men
description: composite schedule/scoreboard
updated: 2022-01-21
past: 13 (7%)
future: 162 (93%)
completed: 10 (77%)
unreported: 3 (23%)
sources:
  ITA: 175
itaIds: 175
total: 175
---
source	id	dateET	timeET	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	dateGMT	itaId	tournament	location	facility	links
ITA	41922	2022-02-22	 4:00pm	M		FLC  	at		ARC  	 	   	 	C	juco     	2022-02-22T21:00Z	7106b983-b504-4864-9dcd-34f991b54c98				
ITA	69326	2022-02-22	 5:15pm	M		MSACC	at		OUAZ 	 	   	 	 	juco/naia	2022-02-22T22:15Z	059f2587-0e11-49cc-ae7e-0c0eb0d0cf50				
ITA	18964	2022-02-23	11:00am	M		PRTCC	at		NEWM 	 	   	 	 	juco/d2  	2022-02-23T16:00Z	252b17ce-b60c-4e5b-b776-e88746bd8880				
ITA	82076	2022-02-23	 3:00pm	M		BHVN 	at		HNDCC	 	   	 	 	d3/juco  	2022-02-23T20:00Z	59c36ccb-431e-4746-bb93-d6937fa3ad0d				
ITA	26474	2022-02-24	 4:00pm	M		JES  	at		CHAB 	 	   	 	 	naia/juco	2022-02-24T21:00Z	73357133-8805-4008-91dc-ee98a457e6c4				
ITA	13796	2022-02-24	 5:00pm	M		VENT 	at		BKRSF	 	   	 	C	juco     	2022-02-24T22:00Z	364a8b72-e413-4f05-b5ca-4c7c4eb02574				
ITA	52676	2022-02-25	12:00pm	M		MSACC	at		NAU  	 	   	 	 	juco/d1  	2022-02-25T17:00Z	7dbc7291-9365-45eb-9bbf-3e4a5cbb39a9				
ITA	74635	2022-02-25	 2:00pm	M		MSUTX	at		CCCC 	 	   	 	 	d3/juco  	2022-02-25T19:00Z	1d5def22-5463-446a-afd0-6da6eeafd72a				
ITA	42707	2022-02-25	 3:00pm	M		JONES	at		HNDCC	 	   	 	C	juco     	2022-02-25T20:00Z	7bcb7f80-07de-4a9d-bf61-be5dc6f610a8				
ITA	39904	2022-02-25	 3:00pm	M		MGCCC	at		CLCC 	 	   	 	C	juco     	2022-02-25T20:00Z	f17b99bb-dfe5-4eaf-8cca-251134953a67				
ITA	39195	2022-02-25	 4:00pm	M		ARC  	at		SHAS 	 	   	 	C	juco     	2022-02-25T21:00Z	0a38b6cd-a580-4303-9729-cbb66bfa0a86				
ITA	73988	2022-02-25	 5:00pm	M		VENT 	at		SBACK	 	   	 	 	juco     	2022-02-25T22:00Z	717b2651-e6b3-45d4-9924-fbc3dd83f760				
ITA	75834	2022-02-26	10:00am	M		MCC  	at		CCCC 	 	   	 	 	juco     	2022-02-26T15:00Z	9d5e32ee-ba87-4d34-a718-898e965d6574				
ITA	73833	2022-02-26	12:00pm	M		MSACC	vs		NMSU 	 	   	N	 	juco/d1  	2022-02-26T17:00Z	e7b3b985-b48c-4473-9674-7ebc8d2fd693				
ITA	24162	2022-02-26	 1:00pm	M		MCC  	vs		TEXAR	 	   	N	 	juco/naia	2022-02-26T18:00Z	d513b434-5313-40d7-9312-167fb5a95c94				
ITA	 2207	2022-02-26	 4:00pm	M		MOD  	at		ARC  	 	   	 	 	juco     	2022-02-26T21:00Z	e926f85b-1826-4b7e-b675-d8a3d0385090				
ITA	40806	2022-03-01	 3:00pm	M		CLCC 	at		SWMCC	 	   	 	C	juco     	2022-03-01T20:00Z	63c49648-a305-4b71-8855-fe20688f51e6				
ITA	80569	2022-03-01	 3:00pm	M		MGCCC	at		HNDCC	 	   	 	C	juco     	2022-03-01T20:00Z	5faa3182-c221-4817-b106-ce078c454ad9				
ITA	 2668	2022-03-01	 3:30pm	M		MSACC	at		PVCC 	 	   	 	 	juco     	2022-03-01T20:30Z	30182100-a5c6-4a15-a5b5-813be361f649				
ITA	80301	2022-03-01	 4:00pm	M		CRC  	at		ARC  	 	   	 	C	juco     	2022-03-01T21:00Z	b30948ad-90e0-4674-afc6-6d0401e5898a				
ITA	98047	2022-03-01	 4:00pm	M		MOD  	at		CHAB 	 	   	 	 	juco     	2022-03-01T21:00Z	acbc72f2-047c-46c5-ba9f-6049ebc8f444				
ITA	44765	2022-03-01	 5:00pm	M		SBCC 	at		VENT 	 	   	 	C	juco     	2022-03-01T22:00Z	4aca8a34-c15f-4d9a-be13-c7b05437a4bd				
ITA	95948	2022-03-02	11:00am	M		HNDCC	vs		JC   	 	   	N	 	juco     	2022-03-02T16:00Z	6faccff4-a6cd-4e62-961d-2874c2ed17f9				
ITA	12773	2022-03-03	 4:00pm	M		CHAB 	at		ARC  	 	   	 	 	juco     	2022-03-03T21:00Z	085dc6d8-ec63-4007-a745-dda85ad94c5d				
ITA	23000	2022-03-03	 5:00pm	M		VENT 	at		GCCCA	 	   	 	C	juco     	2022-03-03T22:00Z	62d9be6a-111e-4e7b-a477-5e90f67b3016				
ITA	63438	2022-03-03	 6:30pm	M		MSACC	at		GCCCA	 	   	 	 	juco     	2022-03-03T23:30Z	8ec17154-ddc5-4677-a566-2596fd1bbf7f				
ITA	92949	2022-03-04	12:00pm	M		TYLER	at		CCCC 	 	   	 	 	juco     	2022-03-04T17:00Z	2a72c6ba-9bc9-4949-8408-a2036d18b02c				
ITA	11176	2022-03-04	 3:00pm	M		HNDCC	at		CLCC 	 	   	 	C	juco     	2022-03-04T20:00Z	8b210744-0d7c-4ac8-b996-2f018ee05ff2				
ITA	27414	2022-03-04	 4:00pm	M		ARC  	at		SR   	 	   	 	C	juco     	2022-03-04T21:00Z	aa711f45-38f7-4d95-ab3b-294ed1adba9f				
ITA	  713	2022-03-04	 5:00pm	M		CHAB 	at		MIS  	 	   	 	C	juco     	2022-03-04T22:00Z	563c4263-f858-428d-b013-6128ecef3933				
ITA	54550	2022-03-05	 1:00pm	M		CHAB 	at		UCSC 	 	   	 	 	juco/d3  	2022-03-05T18:00Z	54c3a0e0-aaf2-4dc0-b96d-8ae82ac031dc				
ITA	28192	2022-03-05	 5:00pm	M		PRTCC	at		McPH 	 	   	 	 	juco/naia	2022-03-05T22:00Z	5d2ad46c-9155-4c3d-a124-e6ee11d014f5				
ITA	36887	2022-03-08	 2:00pm	M		CLCC 	at		ITWCC	 	   	 	C	juco     	2022-03-08T19:00Z	5b676fbd-3b31-4398-a452-dc00dfc5ab24				
ITA	31048	2022-03-08	 3:00pm	M		HNDCC	at		SWMCC	 	   	 	C	juco     	2022-03-08T20:00Z	5bf7d9f5-1f84-4698-beef-5f1bb5c99fb4				
ITA	68135	2022-03-08	 5:00pm	M		CBRLO	at		CHAB 	 	   	 	C	juco     	2022-03-08T22:00Z	49b99394-2f74-41f2-831b-e4db229f2c10				
ITA	37996	2022-03-10	 2:00pm	M		BKRSF	at		VENT 	 	   	 	C	juco     	2022-03-10T19:00Z	2b8b6fad-ca91-4d54-916d-49cdefd36301				
ITA	46872	2022-03-10	 3:30pm	M		PVCC 	at		MSACC	 	   	 	C	juco     	2022-03-10T20:30Z	3894d14e-7d0d-451e-bc8f-005901c23daa				
ITA	 7971	2022-03-11	12:00pm	M		HUNTC	at		MUW  	 	   	 	 	d3/juco  	2022-03-11T17:00Z	3125dfc6-39b6-4ffc-bac1-e371061ae98e				
ITA	38716	2022-03-11	 3:00pm	M		ITWCC	at		HNDCC	 	   	 	C	juco     	2022-03-11T20:00Z	c3b10d34-5989-473d-808e-fc87842533ad				
ITA	69451	2022-03-11	 3:00pm	M		MCC  	at		CLCC 	 	   	 	C	juco     	2022-03-11T20:00Z	a5c1a363-3bc2-4773-8c99-fb653a037515				
ITA	47472	2022-03-11	 5:00pm	M		FOOT 	at		CHAB 	 	   	 	C	juco     	2022-03-11T22:00Z	57caab1b-938c-4d71-a3d4-020eebdd1833				
ITA	29764	2022-03-12	 2:00pm	M		FRANK	vs		KAS  	 	   	N	 	d3/juco  	2022-03-12T19:00Z	4a980500-1ff9-4eaf-9a4d-e2f31f1b7015				
ITA	72818	2022-03-13	11:00am	M		AUSTN	at		CCCC 	 	   	 	 	d3/juco  	2022-03-13T15:00Z	b7c65610-de55-4941-84d4-553a12cbe7f7				
ITA	 4667	2022-03-14	 2:00pm	M		ICCC 	at		ABRA 	 	   	 	 	juco     	2022-03-14T18:00Z	ff3e92b3-851c-4f04-a47f-93d2ec558260				
ITA	38605	2022-03-14	 3:00pm	M		CCCC 	vs		TXWES	 	   	N	 	juco/naia	2022-03-14T19:00Z	2224efae-8666-4c21-8261-688eb9cc4adb				
ITA	16846	2022-03-14	 4:30pm	M		MSACC	at		OUAZ 	 	   	 	 	juco/naia	2022-03-14T20:30Z	caa4b56f-efc7-4e84-b25d-4d22452a0d9f				
ITA	76114	2022-03-14	 7:00pm	M		SCCC 	vs		WNMU 	 	   	N	 	juco/d2  	2022-03-14T23:00Z	f5ce4321-5cc3-4322-8243-33b26b30de30				
ITA	84223	2022-03-15	11:00am	M		OKWES	at		CCCC 	 	   	 	 	naia/juco	2022-03-15T15:00Z	19f153be-a31f-4e78-92b4-3e278056f02c				
ITA	97586	2022-03-17	 1:00pm	M		SW   	at		MSACC	 	   	 	 	naia/juco	2022-03-17T17:00Z	c6d9d5c5-3b95-4819-8cc7-85568a6388cd				
ITA	26486	2022-03-17	 4:00pm	M		CHAB 	at		FLC  	 	   	 	 	juco     	2022-03-17T20:00Z	0aa55556-4c1d-41f5-a7d6-0953b8c640bd				
ITA	39936	2022-03-17	 5:00pm	M		VENT 	at		FULL 	 	   	 	 	juco     	2022-03-17T21:00Z	768ebf6a-bc01-4f19-bb36-eec1fd2809c8				
ITA	27753	2022-03-18	11:00am	M		ABRA 	vs		SCCC 	 	   	N	 	juco     	2022-03-18T15:00Z	d34e2750-6a0c-4dd6-88bd-0ce34dba77af				
ITA	36052	2022-03-18	 1:01pm	M		USI  	at		SUM  	 	   	 	 	d2/juco  	2022-03-18T17:01Z	ec93117f-76b7-4671-90e4-f21d38ec0c5c				
