---
season: 2021-22
division: d1
gender: women
description: schedule/scoreboard from conference websites
duals: 2411
---
source	id	date	time	timeZone	gender	team	at	opponent	outcome	score	neutral	conference	links	rank	oppRank
 C-USA	 66696	2022-03-26	 1:00pm	CT 	W	TXTYL	at	LT   	 	   	 	 			
 C-USA	 66917	2022-03-26	 1:00pm	CT 	W	UIC  	vs	WKU  	 	   	N	 			
   Ivy	 55071	2022-03-26	 1:00pm	ET 	W	UMASS	at	HARV 	 	   	 	 			
    MW	 68743	2022-03-26	 1:00pm	   	W	WYO  	at	FRES 	 	   	 	C			
    MW	 68745	2022-03-26	 2:00pm	   	W	BOISE	at	SDSU 	 	   	 	C			
  Ptrt	116434	2022-03-26	 2:00pm	ET 	W	BUCK 	at	GMU  	 	   	 	 			
 Amrcn	 36035	2022-03-26	 2:00pm	   	W	CIN  	at	XAV  	 	   	 	 			
  MAAC	 74880	2022-03-26	 2:00pm	ET 	W	QUIN 	at	BRY  	 	   	 	 			
  MEAC	 61964	2022-03-26	 2:00pm	   	W	SCST 	at	NCCU 	 	   	 	C			
 Amrcn	 36178	2022-03-26	 2:00pm	   	W	UNT  	at	TULN 	 	   	 	 			
  Hrzn	 38845	2022-03-26	 2:00pm	CT 	W	VALPO	at	MILW 	 	   	 	 			
  MEAC	 61977	2022-03-26	 3:00pm	   	W	NORF 	at	JCSU 	 	   	 	 			
 C-USA	 66703	2022-03-26	 4:00pm	CT 	W	SAU  	at	LT   	 	   	 	 			
  Ptrt	116505	2022-03-27	    TBA	ET 	W	BU   	vs	LOY  	 	   	N	C			
  Ptrt	116468	2022-03-27	    TBA	ET 	W	COLG 	at	LEH  	 	   	 	C			
  MEAC	 61469	2022-03-27	    TBA	ET 	W	COPP 	at	LIU  	 	   	 	 			
   ACC	 75953	2022-03-27	       	   	W	DUKE 	at	MIA  	 	   	 	C			
 BgSky	 48624	2022-03-27	    TBA	MST	W	EWU  	at	NAU  	 	   	 	C			
  Bg12	155178	2022-03-27	    TBA	CT 	W	ISU  	at	TCU  	 	   	 	C			
  Ptrt	116458	2022-03-27	    TBA	ET 	W	LAF  	at	LOY  	 	   	 	C			
 BgSth	 94640	2022-03-27	    TBA	ET 	W	NCAT 	at	LU   	 	   	 	C			
    MW	 68759	2022-03-27	    TBA	   	W	NEV  	at	UNM  	 	   	 	C			
  MAAC	 72382	2022-03-27	    TBA	ET 	W	SIEN 	at	UMASS	 	   	 	 			
   OVC	 32740	2022-03-27	    TBA	CT 	W	SIUE 	at	SE MO	 	   	 	C			
 SnBlt	 36294	2022-03-27	    TBA	ET 	W	ULM  	at	GAST 	 	   	 	C			
 C-USA	 66725	2022-03-27	    TBA	CT 	W	UNT  	at	UNO  	 	   	 	 			
 Amrcn	 36216	2022-03-27	       	   	W	WICH 	at	KSU  	 	   	 	 			
  Bg12	156074	2022-03-27	    TBA	CT 	W	WICH 	at	KSU  	 	   	 	 			
 SnBlt	 36250	2022-03-27	 9:00am	ET 	W	ULLAF	at	GASO 	 	   	 	C			
    MW	 68751	2022-03-27	10:00am	   	W	BOISE	at	UNLV 	 	   	 	C			
  Ptrt	116595	2022-03-27	10:00am	ET 	W	BUCK 	at	NAVY 	 	   	 	C			
 Amrcn	 36081	2022-03-27	10:00am	   	W	ECAR 	at	CHAR 	 	   	 	 			
 C-USA	 66512	2022-03-27	10:00am	ET 	W	ECAR 	at	CHAR 	 	   	 	 			
    MW	 68749	2022-03-27	10:00am	   	W	NEV  	at	UNM  	 	   	 	C			
 SnBlt	 36327	2022-03-27	10:00am	CT 	W	SALA 	at	TX ST	 	   	 	 			
 SnBlt	 37431	2022-03-27	10:00am	CT 	W	TROY 	at	UTA  	 	   	 	C			
  Hrzn	 38899	2022-03-27	10:00am	CT 	W	UIC  	at	BUTL 	 	   	 	 			
   ACC	 75943	2022-03-27	10:00am	ET 	W	WAKE 	at	BC   	 	   	 	 			
 BgSky	 48591	2022-03-27	10:00am	MT 	W	WEBER	at	MTST 	 	   	 	C			
Sthlnd	 41190	2022-03-27	11:00am	CT 	W	A&MCC	at	NWSU 	 	   	 	C			
 C-USA	 66583	2022-03-27	11:00am	ET 	W	FAU  	at	UCF  	 	   	 	 			
 C-USA	 66565	2022-03-27	11:00am	ET 	W	HOU  	at	FIU  	 	   	 	 			
Sthlnd	 41186	2022-03-27	11:00am	CT 	W	IWORD	at	SELU 	 	   	 	C			
Sthlnd	 41239	2022-03-27	11:00am	CT 	W	MCN T	at	NICH 	 	   	 	C			
   ACC	 75945	2022-03-27	11:00am	   	W	NCST 	at	SYR  	 	   	 	C			
   ACC	 75949	2022-03-27	11:00am	   	W	UVA  	at	ND   	 	   	 	C			
  Bg12	155235	2022-03-27	11:00am	CT 	W	WVU  	at	TTU  	 	   	 	 			
 Amrcn	 36059	2022-03-27	12:00pm	   	W	FAU  	at	UCF  	 	   	 	 			
 C-USA	 66753	2022-03-27	12:00pm	ET 	W	ODU  	at	CLMB 	 	   	 	 			
 BgSky	 48686	2022-03-27	12:00pm	   	W	PRST 	at	SACST	 	   	 	C			
  Bg12	155113	2022-03-27	12:00pm	CT 	W	TEX  	at	OKLA 	 	   	 	 			
   ACC	 75951	2022-03-27	12:00pm	   	W	UNC  	at	FSU  	 	   	 	C			
   SCn	106022	2022-03-27	12:00pm	   	W	UNCW 	at	UNCG 	 	   	 	 			
Sthlnd	 41284	2022-03-27	12:00pm	CT 	W	UNT  	at	UNO  	 	   	 	 			
   ACC	 75947	2022-03-27	12:00pm	ET 	W	VT   	at	LOU  	 	   	 	C			
  Bg12	155140	2022-03-27	 1:00pm	CT 	W	BAY  	at	OKST 	 	   	 	C			
    MW	 68753	2022-03-27	 1:00pm	   	W	CSU  	at	FRES 	 	   	 	C			
 Amrcn	 36105	2022-03-27	 1:00pm	   	W	HOU  	at	FIU  	 	   	 	 			
 Amrcn	 36706	2022-03-27	 1:00pm	   	W	MEM  	at	SAM  	 	   	 	 			
   SCn	106041	2022-03-27	 1:00pm	   	W	MEM  	at	SAM  	 	   	 	 			
   Ivy	 54970	2022-03-27	 1:00pm	ET 	W	ODU  	at	CLMB 	 	   	 	 			
 BgSth	 94546	2022-03-27	 1:00pm	ET 	W	PRES 	at	CAMP 	 	   	 	C			
 BgSth	 94607	2022-03-27	 1:00pm	ET 	W	UNCA 	at	HAMP 	 	   	 	C			
   Ivy	 55063	2022-03-27	 2:00pm	ET 	W	HOF  	at	HARV 	 	   	 	 			
  MAAC	 72570	2022-03-27	 2:00pm	ET 	W	QUIN 	at	RIDER	 	   	 	C			
    MW	 68757	2022-03-27	 2:00pm	   	W	USU  	at	SDSU 	 	   	 	C			
  SWAC	 37876	2022-03-27	 2:00pm	CT 	W	WCU  	at	ALA&M	 	   	 	 			
  Hrzn	 39268	2022-03-27	 3:00pm	   	W	CLEV 	at	XAV  	 	   	 	 			
   SCn	106064	2022-03-27	 4:00pm	   	W	WCU  	at	ALA&M	 	   	 	 			
 C-USA	 66569	2022-03-28	11:00am	ET 	W	BROWN	at	FIU  	 	   	 	 			
   Ivy	 54924	2022-03-28	12:00pm	ET 	W	BROWN	at	FIU  	 	   	 	 			
  SWAC	 37921	2022-03-28	 2:00pm	CT 	W	ALCN 	at	USM  	 	   	 	 			
  MEAC	 61527	2022-03-29	    TBA	ET 	W	MORG 	at	BUP  	 	   	 	 			
 BgSky	 48491	2022-03-29	10:00am	PT 	W	EWU  	at	GCU  	 	   	 	 			
 C-USA	 66806	2022-03-29	 2:00pm	CT 	W	ALCN 	at	USM  	 	   	 	 			
 BgSth	 94615	2022-03-29	 3:00pm	ET 	W	SOUVA	at	LU   	 	   	 	 			
  MEAC	 61528	2022-03-30	    TBA	ET 	W	MORG 	at	TEM  	 	   	 	 			
  Hrzn	 38871	2022-03-30	All Day	ET 	W	NKU  	at	CIN  	 	   	 	 			
 Amrcn	 36763	2022-03-30	10:00am	   	W	MORG 	at	TEM  	 	   	 	 			
 C-USA	 66587	2022-03-30	10:30am	ET 	W	BROWN	at	FAU  	 	   	 	 			
   Ivy	 54925	2022-03-30	11:30am	ET 	W	BROWN	at	FAU  	 	   	 	 			
  MAAC	 72569	2022-03-30	12:00pm	ET 	W	RIDER	at	MONM 	 	   	 	C			
 SnBlt	 36242	2022-03-30	 1:00pm	ET 	W	MER  	at	GASO 	 	   	 	 			
  SWAC	 37896	2022-03-30	 1:30pm	CT 	W	ALST 	at	UNA  	 	   	 	 			
   SCn	106000	2022-03-30	 2:00pm	   	W	MER  	at	GASO 	 	   	 	 			
 Amrcn	 36036	2022-03-30	 3:00pm	   	W	NKU  	at	CIN  	 	   	 	 			
  MAAC	 74885	2022-03-30	 3:00pm	ET 	W	QUIN 	at	UMASS	 	   	 	 			
  MAAC	 72333	2022-03-30	 3:00pm	ET 	W	RIDER	at	MONM 	 	   	 	C			
  Hrzn	 38822	2022-03-30	 4:00pm	ET 	W	IUPUI	at	BUTL 	 	   	 	 			
   ACC	 75955	2022-03-30	 4:00pm	   	W	UGA  	at	GT   	 	   	 	 			
 BgSth	 94574	2022-03-31	12:00pm	ET 	W	DEL  	at	CHSO 	 	   	 	 			
  Ptrt	116521	2022-03-31	 3:00pm	ET 	W	HOF  	at	LOY  	 	   	 	 			
   SCn	105915	2022-04-01	    TBA	   	W	CHAR 	at	ETSU 	 	   	 	 	[Live Stats](http://stats.statbroadcast.com/broadcast/?id=382269)		
   Ivy	 54973	2022-04-01	    TBA	ET 	W	CLMB 	vs	MIA  	 	   	N	 			
   ACC	 75964	2022-04-01	       	   	W	COLUM	at	MIA  	 	   	 	 			
  MEAC	 61487	2022-04-01	    TBA	ET 	W	COPP 	at	HOW  	 	   	 	C			
  Bg12	155083	2022-04-01	    TBA	CT 	W	ISU  	at	KSU  	 	   	 	C			
  MAAC	 72578	2022-04-01	    TBA	ET 	W	LIU  	at	RIDER	 	   	 	 			
  Bg12	155165	2022-04-01	    TBA	CT 	W	OKLA 	at	TCU  	 	   	 	C			
 Amrcn	 36132	2022-04-01	       	   	W	RICE 	at	USF  	 	   	 	 			
   OVC	 32754	2022-04-01	    TBA	CT 	W	SE MO	at	UTM  	 	   	 	C			
 SnBlt	 36405	2022-04-01	 9:00am	ET 	W	ULM  	at	CCAR 	 	   	 	C			
 BgSky	 48566	2022-04-01	10:00am	MT 	W	NAU  	at	MONT 	 	   	 	C			
 BgSky	 48592	2022-04-01	10:00am	MT 	W	NAU  	at	MTST 	 	   	 	C			
 C-USA	 66697	2022-04-01	10:00am	CT 	W	USM  	at	LT   	 	   	 	C			
    MW	 68761	2022-04-01	11:00am	   	W	BOISE	at	NEV  	 	   	 	C			
 C-USA	 66535	2022-04-01	11:00am	ET 	W	CHAR 	at	ETSU 	 	   	 	 			
 C-USA	 66573	2022-04-01	11:00am	ET 	W	FIU  	at	USF  	 	   	 	 			
   OVC	 32840	2022-04-01	11:00am	   	W	MURR 	at	BEL  	 	   	 	C			
 C-USA	 66780	2022-04-01	11:00am	CT 	W	RICE 	at	USF  	 	   	 	 			
 BgSth	 94717	2022-04-01	 1:00pm	ET 	W	CAMP 	at	RAD  	 	   	 	C			
Sthlnd	 41368	2022-04-01	 1:00pm	CT 	W	NICH 	at	IWORD	 	   	 	C			
 BgSky	 48701	2022-04-01	 2:00pm	   	W	CSUF 	at	SACST	 	   	 	 			
 Amrcn	 36106	2022-04-01	 2:00pm	   	W	HOU  	at	WICH 	 	   	 	 			
 SnBlt	 37385	2022-04-01	 2:00pm	CT 	W	SALA 	at	TROY 	 	   	 	 			
Sthlnd	 41260	2022-04-01	 2:00pm	CT 	W	SELU 	at	MCN T	 	   	 	C			
Sthlnd	 41163	2022-04-01	 2:00pm	CT 	W	UNO  	at	A&MCC	 	   	 	C			
   SCn	106042	2022-04-01	 2:00pm	   	W	WCU  	at	SAM  	 	   	 	C			
 BgSky	 48674	2022-04-01	 2:00pm	MT 	W	WEBER	at	UCD  	 	   	 	 			
   ACC	 75956	2022-04-01	 3:00pm	ET 	W	LOU  	at	SYR  	 	   	 	C			
  Hrzn	 39286	2022-04-01	 3:00pm	   	W	OAK  	at	CLEV 	 	   	 	C			
 Amrcn	 36197	2022-04-01	 3:00pm	   	W	ORU  	at	TULSA	 	   	 	 			
 C-USA	 66625	2022-04-01	 3:30pm	ET 	W	MTSU 	at	MRSH 	 	   	 	C			
  Bg12	156075	2022-04-01	 4:00pm	CT 	W	ISU  	at	KSU  	 	   	 	C			
   ACC	 75958	2022-04-01	 4:00pm	ET 	W	ND   	at	BC   	 	   	 	 			
   ACC	 75962	2022-04-01	 5:00pm	ET 	W	DUKE 	at	NCST 	 	   	 	C			
  Bg12	155242	2022-04-01	 5:00pm	CT 	W	OKST 	at	TTU  	 	   	 	C			
   ACC	 75960	2022-04-01	 5:00pm	ET 	W	UNC  	at	WAKE 	 	   	 	C			
  Bg12	156133	2022-04-01	 5:00pm	   	W	WVU  	at	KAN  	 	   	 	C			
    MW	 68769	2022-04-02	    TBA	   	W	AFA  	at	CSU  	 	   	 	C			
    MW	 68767	2022-04-02	    TBA	   	W	CSU  	at	AFA  	 	   	 	C			
 SnBlt	 36326	2022-04-02	    TBA	CT 	W	GAST 	at	TX ST	 	   	 	C			
  MAAC	 72378	2022-04-02	    TBA	ET 	W	MAR  	at	SIEN 	 	   	 	C			
  MEAC	 61488	2022-04-02	    TBA	ET 	W	MORG 	at	HOW  	 	   	 	C			
   OVC	 32864	2022-04-02	    TBA	   	W	MURR 	at	TNST 	 	   	 	C			
  MAAC	 72334	2022-04-02	    TBA	ET 	W	TOW  	at	MONM 	 	   	 	 			
 Amrcn	 36179	2022-04-02	       	   	W	TULN 	at	FSU  	 	   	 	 			
  Ptrt	116395	2022-04-02	    TBA	ET 	W	UCONN	at	BU   	 	   	 	 			
 Amrcn	 36198	2022-04-02	       	   	W	UMKC 	at	TULSA	 	   	 	 			
  SWAC	 37988	2022-04-02	 9:00am	CT 	W	JKST 	at	ALA&M	 	   	 	C			
 BgSth	 94686	2022-04-02	 9:00am	ET 	W	LU   	at	PRES 	 	   	 	C			
 Amrcn	 36764	2022-04-02	10:00am	   	W	BING 	at	TEM  	 	   	 	 			
 Amrcn	 36037	2022-04-02	10:00am	   	W	CIN  	at	MTSU 	 	   	 	 			
 C-USA	 66645	2022-04-02	10:00am	CT 	W	CIN  	vs	MTSU 	 	   	N	 			
  SWAC	 37943	2022-04-02	10:00am	ET 	W	FLA&M	at	BCOOK	 	   	 	 			
 SnBlt	 36388	2022-04-02	10:00am	CT 	W	GASO 	at	UTA  	 	   	 	C			
 BgSky	 48567	2022-04-02	10:00am	MT 	W	IDST 	at	MONT 	 	   	 	C			
    MW	 68771	2022-04-02	10:00am	   	W	UNM  	at	WYO  	 	   	 	C			
  Ptrt	116465	2022-04-02	10:00am	ET 	W	WILKE	at	LAF  	 	   	 	 			
  Ptrt	116596	2022-04-02	11:00am	ET 	W	ARMY 	at	NAVY 	 	   	 	C			
    MW	 68773	2022-04-02	11:00am	   	W	BOISE	at	USU  	 	   	 	C			
   SCn	105961	2022-04-02	11:00am	ET 	W	CHAT 	at	FUR  	 	   	 	C	[Live Stats](https://stats.statbroadcast.com/statmonitr/?id=382038)		
 Amrcn	 36083	2022-04-02	11:00am	   	W	ECAR 	at	ODU  	 	   	 	 			
 C-USA	 66764	2022-04-02	11:00am	CT 	W	FIU  	vs	RICE 	 	   	N	 			
  MEAC	 61966	2022-04-02	11:00am	   	W	NORF 	at	NCCU 	 	   	 	C			
   OVC	 32841	2022-04-02	11:00am	   	W	PEAY 	at	BEL  	 	   	 	C			
 SnBlt	 37414	2022-04-02	12:00pm	CT 	W	ARST 	at	TROY 	 	   	 	 			
   ACC	 75967	2022-04-02	12:00pm	   	W	CLEM 	at	GT   	 	   	 	C			
 C-USA	 66754	2022-04-02	12:00pm	ET 	W	ECAR 	at	ODU  	 	   	 	 			
  Ptrt	116506	2022-04-02	12:00pm	ET 	W	LOY  	at	NOVA 	 	   	 	 			
 C-USA	 66808	2022-04-02	12:00pm	CT 	W	UAB  	at	USM  	 	   	 	C			
   ACC	 75965	2022-04-02	12:00pm	ET 	W	UVA  	at	VT   	 	   	 	C	[Live Stats](/sports/2019/1/24/womens-tennis-live-stats.aspx)		
 BgSky	 48689	2022-04-02	12:00pm	   	W	WEBER	at	SACST	 	   	 	 			
   Ivy	 55201	2022-04-02	 1:00pm	ET 	W	BROWN	at	YALE 	 	   	 	C			
 BgSth	 94741	2022-04-02	 1:00pm	ET 	W	CAMP 	at	UNCA 	 	   	 	C			
 BgSky	 48516	2022-04-02	 1:00pm	PT 	W	IDST 	at	IDAHO	 	   	 	C			
   Ivy	 55127	2022-04-02	 1:00pm	ET 	W	PENN 	at	PRIN 	 	   	 	C			
   SCn	106024	2022-04-02	 1:00pm	   	W	UNCG 	at	WOF  	 	   	 	C			
   SCn	106065	2022-04-02	 1:00pm	   	W	WCU  	at	ALST 	 	   	 	 			
  SWAC	 37903	2022-04-02	 1:00pm	CT 	W	WCU  	at	ALST 	 	   	 	 			
 C-USA	 66918	2022-04-02	 1:00pm	CT 	W	WKU  	at	DAY  	 	   	 	 			
 BgSth	 94595	2022-04-02	 1:30pm	ET 	W	NCAT 	at	GWEBB	 	   	 	C			
   Ivy	 55027	2022-04-02	 2:00pm	ET 	W	HARV 	at	DART 	 	   	 	C			
  Hrzn	 38840	2022-04-02	 2:00pm	CT 	W	IUPUI	at	MILW 	 	   	 	C			
  Ptrt	116436	2022-04-02	 2:00pm	ET 	W	LEH  	at	BUCK 	 	   	 	C			
  Hrzn	 38900	2022-04-02	 2:00pm	CT 	W	NKU  	at	UIC  	 	   	 	C			
    MW	 68765	2022-04-02	 2:00pm	   	W	UNLV 	at	FRES 	 	   	 	C			
  MAAC	 74877	2022-04-02	 3:00pm	ET 	W	NIA  	at	QUIN 	 	   	 	C			
    MW	 68775	2022-04-03	    TBA	   	W	AFA  	at	WYO  	 	   	 	C			
  Ptrt	116405	2022-04-03	    TBA	ET 	W	BU   	at	HC   	 	   	 	C			
   SCn	106286	2022-04-03	    TBA	   	W	CHAT 	at	PRES 	 	   	 	 			
 Amrcn	 36133	2022-04-03	       	   	W	FIU  	at	USF  	 	   	 	 			
 SnBlt	 36395	2022-04-03	    TBA	CT 	W	GAST 	at	UTA  	 	   	 	C			
 C-USA	 66726	2022-04-03	    TBA	CT 	W	HOU  	at	UNT  	 	   	 	 			
  Ptrt	116469	2022-04-03	    TBA	ET 	W	LAF  	at	LEH  	 	   	 	C			
  MAAC	 74840	2022-04-03	    TBA	ET 	W	NIA  	at	FAIR 	 	   	 	C			
  MEAC	 61978	2022-04-03	    TBA	   	W	NORF 	at	SCST 	 	   	 	C			
  Bg12	155166	2022-04-03	    TBA	CT 	W	OKST 	at	TCU  	 	   	 	C			
 C-USA	 66889	2022-04-03	All Day	CT 	W	PVA&M	at	UTSA 	 	   	 	 			
 C-USA	 66890	2022-04-03	All Day	CT 	W	PVA&M	at	UTSA 	 	   	 	 			
  SWAC	 38026	2022-04-03	    TBA	CT 	W	PVA&M	at	UTSA 	 	   	 	 			
  MAAC	 72380	2022-04-03	    TBA	ET 	W	RIDER	at	SIEN 	 	   	 	C			
   SCn	105917	2022-04-03	    TBA	   	W	SAM  	at	ETSU 	 	   	 	C	[Live Stats](http://stats.statbroadcast.com/broadcast/?id=382270)		
    MW	 68779	2022-04-03	    TBA	   	W	USU  	at	NEV  	 	   	 	C			
 C-USA	 66626	2022-04-03	 9:00am	ET 	W	CIN  	at	MRSH 	 	   	 	 			
 SnBlt	 37330	2022-04-03	 9:00am	ET 	W	ULLAF	at	CCAR 	 	   	 	C			
   SCn	105964	2022-04-03	 9:30am	   	W	FUR  	at	MER  	 	   	 	C			
 SnBlt	 37379	2022-04-03	10:00am	CT 	W	ARST 	at	SALA 	 	   	 	 			
 BgSth	 94687	2022-04-03	10:00am	ET 	W	CHAT 	at	PRES 	 	   	 	 			
 Amrcn	 36038	2022-04-03	10:00am	   	W	CIN  	at	MRSH 	 	   	 	 			
  Ptrt	116437	2022-04-03	10:00am	ET 	W	COLG 	at	BUCK 	 	   	 	C			
 SnBlt	 36329	2022-04-03	10:00am	CT 	W	GASO 	at	TX ST	 	   	 	C			
   ACC	 75969	2022-04-03	10:00am	ET 	W	LOU  	at	BC   	 	   	 	 			
 C-USA	 66698	2022-04-03	10:00am	CT 	W	UAB  	at	LT   	 	   	 	C			
    MW	 68777	2022-04-03	10:00am	   	W	UNM  	at	CSU  	 	   	 	C			
  Ptrt	116507	2022-04-03	11:00am	ET 	W	ARMY 	at	LOY  	 	   	 	C			
   Ivy	 55002	2022-04-03	11:00am	ET 	W	COR  	at	JMU  	 	   	 	 			
 BgSth	 94608	2022-04-03	11:00am	ET 	W	HAMP 	at	VSU  	 	   	 	 			
   ACC	 75973	2022-04-03	11:00am	   	W	JMU  	at	CLEM 	 	   	 	 			
   ACC	 75971	2022-04-03	11:00am	ET 	W	ND   	at	SYR  	 	   	 	C			
Sthlnd	 41164	2022-04-03	11:00am	CT 	W	NICH 	at	A&MCC	 	   	 	C			
Sthlnd	 41261	2022-04-03	11:00am	CT 	W	NWSU 	at	MCN T	 	   	 	C			
  Hrzn	 39284	2022-04-03	11:00am	   	W	OAK  	at	YSU  	 	   	 	C			
 Amrcn	 36154	2022-04-03	11:00am	   	W	SMU  	at	WICH 	 	   	 	 			
Sthlnd	 41369	2022-04-03	11:00am	CT 	W	UNO  	at	IWORD	 	   	 	C			
   ACC	 75974	2022-04-03	12:00pm	ET 	W	DUKE 	at	WAKE 	 	   	 	C			
 Amrcn	 36108	2022-04-03	12:00pm	   	W	HOU  	at	UNT  	 	   	 	 			
  Bg12	156134	2022-04-03	12:00pm	   	W	ISU  	at	KAN  	 	   	 	C			
  MAAC	 72335	2022-04-03	12:00pm	ET 	W	MONM 	at	MAR  	 	   	 	C			
  Bg12	155236	2022-04-03	12:00pm	CT 	W	OKLA 	at	TTU  	 	   	 	C			
  Bg12	156076	2022-04-03	12:00pm	CT 	W	WVU  	at	KSU  	 	   	 	C			
 C-USA	 66533	2022-04-03	12:00pm	ET 	W	XAV  	at	CHAR 	 	   	 	 			
  Bg12	155262	2022-04-03	 1:00pm	ET 	W	WVU  	at	KSU  	 	   	 	 			
  SWAC	 37897	2022-04-03	 1:30pm	CT 	W	SPHC 	at	ALST 	 	   	 	 			
  Hrzn	 38901	2022-04-03	 2:00pm	CT 	W	IUPUI	at	UIC  	 	   	 	C			
 BgSth	 94659	2022-04-03	 2:00pm	ET 	W	NCAT 	at	JCSU 	 	   	 	 			
  Hrzn	 38857	2022-04-03	 2:00pm	CT 	W	NKU  	at	MILW 	 	   	 	C			
    MW	 68783	2022-04-03	 2:00pm	   	W	SDSU 	at	FRES 	 	   	 	C			
   ACC	 76061	2022-04-03	 2:00pm	ET 	W	UNC  	at	NCST 	 	   	 	C			
Sthlnd	 41370	2022-04-03	 3:00pm	CT 	W	SCHR 	at	IWORD	 	   	 	 			
  MEAC	 61511	2022-04-04	    TBA	ET 	W	MORG 	at	DSU  	 	   	 	C			
   SCn	105966	2022-04-05	    TBA	   	W	FUR  	at	WCU  	 	   	 	C			
   ACC	 76154	2022-04-05	 2:30pm	ET 	W	BC   	at	UCONN	 	   	 	 			
  MAAC	 74879	2022-04-05	 3:30pm	ET 	W	MONM 	at	QUIN 	 	   	 	C			
 BgSth	 94660	2022-04-05	 4:00pm	ET 	W	NCAT 	at	WSSU 	 	   	 	 			
  MAAC	 74896	2022-04-06	    TBA	ET 	W	RIDER	at	DSU  	 	   	 	 			
 C-USA	 66727	2022-04-06	    TBA	CT 	W	UNT  	at	UTA  	 	   	 	 			
 BgSth	 94618	2022-04-06	 2:00pm	ET 	W	LU   	at	RICH 	 	   	 	 			
 BgSth	 94742	2022-04-06	 2:00pm	ET 	W	PRES 	at	UNCA 	 	   	 	C			
 SnBlt	 37426	2022-04-06	 2:00pm	CT 	W	UNT  	at	UTA  	 	   	 	 			
  MAAC	 74841	2022-04-06	 3:00pm	ET 	W	FAIR 	at	MAR  	 	   	 	C			
  Ptrt	116508	2022-04-06	 3:30pm	ET 	W	MSM  	at	LOY  	 	   	 	 			
Sthlnd	 41228	2022-04-07	 2:00pm	CT 	W	UNO  	at	NICH 	 	   	 	C			
  MAAC	 74882	2022-04-07	 3:00pm	ET 	W	PROV 	at	QUIN 	 	   	 	 			
  MEAC	 61980	2022-04-07	 3:00pm	   	W	VSU  	at	NORF 	 	   	 	 			
  MEAC	 61512	2022-04-08	    TBA	ET 	W	DSU  	at	DEL  	 	   	 	 			
   OVC	 32775	2022-04-08	    TBA	   	W	EIU  	at	MURR 	 	   	 	C			
 BgSky	 48676	2022-04-08	    TBA	MT 	W	IDAHO	at	WEBER	 	   	 	 			
  Bg12	155200	2022-04-08	    TBA	CT 	W	KAN  	at	TEX  	 	   	 	C			
  Ptrt	116381	2022-04-08	    TBA	ET 	W	LEH  	at	ARMY 	 	   	 	C			
 BgSky	 48542	2022-04-08	All Day	MT 	W	MTST 	at	IDST 	 	   	 	C			
 C-USA	 66891	2022-04-08	All Day	CT 	W	NMSU 	at	UTSA 	 	   	 	 			
   OVC	 32742	2022-04-08	    TBA	CT 	W	TNST 	at	SE MO	 	   	 	C			
   SCn	106066	2022-04-08	    TBA	   	W	WOF  	at	WCU  	 	   	 	C			
  SWAC	 37922	2022-04-08	    TBA	CT 	W	XAV  	at	ALCN 	 	   	 	 			
 SnBlt	 36264	2022-04-08	 9:00am	ET 	W	FLA&M	at	GASO 	 	   	 	 			
  SWAC	 37969	2022-04-08	 9:00am	ET 	W	FLA&M	at	GASO 	 	   	 	 			
 BgSky	 48568	2022-04-08	10:00am	MT 	W	SACST	at	MONT 	 	   	 	C			
 Amrcn	 36765	2022-04-08	11:00am	   	W	DREX 	at	TEM  	 	   	 	 			
 C-USA	 66555	2022-04-08	11:00am	ET 	W	FAU  	at	FIU  	 	   	 	 			
  Bg12	155056	2022-04-08	12:00pm	CT 	W	KSU  	at	BAY  	 	   	 	C			
  Bg12	156077	2022-04-08	12:00pm	CT 	W	KSU  	at	BAY  	 	   	 	C			
 BgSth	 94641	2022-04-08	12:00pm	ET 	W	UNCW 	at	LU   	 	   	 	 			
 C-USA	 66755	2022-04-08	12:00pm	ET 	W	VCU  	at	ODU  	 	   	 	 			
   SCn	105921	2022-04-08	 1:00pm	   	W	ETSU 	at	UNCG 	 	   	 	C			
 BgSth	 94609	2022-04-08	 1:00pm	ET 	W	HAMP 	at	NORF 	 	   	 	 			
  MEAC	 61981	2022-04-08	 1:00pm	   	W	NORF 	at	HAMP 	 	   	 	 			
   OVC	 32654	2022-04-08	 1:00pm	CT 	W	SIUE 	at	PEAY 	 	   	 	C			
   OVC	 32842	2022-04-08	 1:00pm	   	W	UTM  	at	BEL  	 	   	 	C			
   ACC	 75976	2022-04-08	 2:00pm	ET 	W	NCST 	at	VT   	 	   	 	C	[Live Stats](/sports/2019/1/24/womens-tennis-live-stats.aspx)		
 Amrcn	 36039	2022-04-08	 2:30pm	   	W	CIN  	at	MEM  	 	   	 	 			
   ACC	 76018	2022-04-08	 3:00pm	ET 	W	CLEM 	at	UNC  	 	   	 	C	[Live Stats](http://www.statbroadcast.com/events/statmonitr.php?gid=unc)		
  Ptrt	116509	2022-04-08	 3:00pm	ET 	W	GMU  	at	LOY  	 	   	 	 			
  MAAC	 74857	2022-04-08	 3:00pm	ET 	W	ROCH 	at	NIA  	 	   	 	 			
   ACC	 76171	2022-04-08	 4:00pm	ET 	W	FSU  	at	LOU  	 	   	 	C			
  Bg12	155085	2022-04-08	 4:00pm	CT 	W	OKLA 	at	ISU  	 	   	 	C			
  Bg12	155260	2022-04-08	 4:00pm	ET 	W	OKST 	at	WVU  	 	   	 	 			
