---
division: d1
gender: M
matches: 1120
version: 2
---
dateET	timeET	rank	team	at	oppRank	opponent	outcome	score	location	conference	gender	division	teamId	opponentId	dualId	date
2022-02-19	 6:00pm	  	JES  	at	  	UCD  	 	   	A	 	M	naia/d1				2022-02-19T23:00:00.000Z
2022-02-20	12:00am	  	LAMAR	vs	  	UAB  	 	   	N	 	M	d1     				2022-02-20T05:00:00.000Z
2022-02-20	10:00am	  	JMU  	at	  	YSU  	 	   	A	 	M	d1     				2022-02-20T15:00:00.000Z
2022-02-20	11:00am	  	SMU  	at	  	NEB  	 	   	A	 	M	d1     				2022-02-20T16:00:00.000Z
2022-02-20	11:00am	  	DRAKE	at	  	UTAH 	 	   	A	 	M	d1     				2022-02-20T16:00:00.000Z
2022-02-20	12:00pm	  	BING 	at	  	NJIT 	 	   	A	 	M	d1     				2022-02-20T17:00:00.000Z
2022-02-20	12:00pm	  	ODU  	at	  	LIB  	 	   	A	 	M	d1     				2022-02-20T17:00:00.000Z
2022-02-20	12:00pm	  	MTSU 	at	  	MSU  	 	   	A	 	M	d1     				2022-02-20T17:00:00.000Z
2022-02-20	 1:00pm	  	MTST 	vs	  	DRAKE	 	   	N	 	M	d1     				2022-02-20T18:00:00.000Z
2022-02-20	 1:00pm	  	NW   	at	  	VANDY	 	   	A	 	M	d1     				2022-02-20T18:00:00.000Z
2022-02-20	 1:00pm	  	NOVA 	at	  	NAVY 	 	   	A	 	M	d1     				2022-02-20T18:00:00.000Z
2022-02-20	 1:00pm	  	VCU  	at	  	ARK  	 	   	A	 	M	d1     				2022-02-20T18:00:00.000Z
2022-02-20	 2:00pm	  	NAU  	at	  	UNM  	 	   	A	 	M	d1     				2022-02-20T19:00:00.000Z
2022-02-20	 3:00pm	  	ORE  	at	  	USD  	 	   	A	 	M	d1     				2022-02-20T20:00:00.000Z
2022-02-20	 4:30pm	  	SFU  	at	  	YSU  	 	   	A	 	M	d1     				2022-02-20T21:30:00.000Z
2022-02-20	 5:00pm	  	BELL 	at	  	MSU  	 	   	A	 	M	d1     				2022-02-20T22:00:00.000Z
2022-02-20	 5:00pm	  	TNST 	at	  	VANDY	 	   	A	 	M	d1     				2022-02-20T22:00:00.000Z
2022-02-20	 7:00pm	  	MTST 	at	  	UTAH 	 	   	A	 	M	d1     				2022-02-21T00:00:00.000Z
2022-02-20	11:30am	  	MESA 	at	  	WEBER	 	   	A	 	M	d2/d1  				2022-02-20T16:30:00.000Z
2022-02-20	 9:00am	  	FDUF 	at	  	NAVY 	 	   	A	 	M	d3/d1  				2022-02-20T14:00:00.000Z
2022-02-20	 1:00pm	  	SEA  	at	  	GFOX 	 	   	A	 	M	d1/d3  				2022-02-20T18:00:00.000Z
2022-02-21	 2:00pm	  	MSM  	at	  	HOW  	 	   	A	 	M	d1     				2022-02-21T19:00:00.000Z
2022-02-21	 2:00pm	  	MTST 	at	  	USU  	 	   	A	 	M	d1     				2022-02-21T19:00:00.000Z
2022-02-23	 4:00pm	  	CPOLY	at	  	UNLV 	 	   	A	 	M	d1     				2022-02-23T21:00:00.000Z
2022-02-24	12:00pm	  	LAMAR	at	  	IWORD	 	   	A	 	M	d1     				2022-02-24T17:00:00.000Z
2022-02-24	 2:00pm	  	RAD  	at	  	NCST 	 	   	A	 	M	d1     				2022-02-24T19:00:00.000Z
2022-02-24	 6:00pm	  	NCAT 	at	  	NCST 	 	   	A	 	M	d1     				2022-02-24T23:00:00.000Z
2022-02-25	 6:00pm	11	UCF  	at	 6	OSU  	 	   	A	 	M	d1     				2022-02-25T23:00:00.000Z
2022-02-25	 7:00pm	19	A&M  	at	24	OKLA 	 	   	A	 	M	d1     				2022-02-26T00:00:00.000Z
2022-02-25	 6:00pm	  	VANDY	at	21	HARV 	 	   	A	 	M	d1     				2022-02-25T23:00:00.000Z
2022-02-25	 4:00pm	25	UCLA 	at	22	PEPP 	 	   	A	 	M	d1     				2022-02-25T21:00:00.000Z
2022-02-25	12:00pm	  	ALA&M	at	  	JVST 	 	   	A	 	M	d1     				2022-02-25T17:00:00.000Z
2022-02-25	 5:00pm	  	MTST 	at	  	UND  	 	   	A	 	M	d1     				2022-02-25T22:00:00.000Z
2022-02-25	 6:00pm	  	WMU  	at	  	DRAKE	 	   	A	 	M	d1     				2022-02-25T23:00:00.000Z
2022-02-25	 8:00pm	  	WIS  	at	  	ORE  	 	   	A	 	M	d1     				2022-02-26T01:00:00.000Z
2022-02-25	 7:00pm	  	MONT 	at	  	GFOX 	 	   	A	 	M	d1/d3  				2022-02-26T00:00:00.000Z
2022-02-26	 4:00pm	 9	USC  	at	22	PEPP 	 	   	A	 	M	d1     				2022-02-26T21:00:00.000Z
2022-02-26	12:00am	  	ETSU 	at	  	UAB  	 	   	A	 	M	d1     				2022-02-26T05:00:00.000Z
2022-02-26	 3:00am	  	GONZ 	at	  	SDSU 	 	   	A	 	M	d1     				2022-02-26T08:00:00.000Z
2022-02-26	10:00am	  	MORG 	at	  	NAVY 	 	   	A	 	M	d1     				2022-02-26T15:00:00.000Z
2022-02-26	11:00am	  	FGCU 	at	  	MER  	 	   	A	 	M	d1     				2022-02-26T16:00:00.000Z
2022-02-26	12:00pm	  	LIB  	at	  	MIA  	 	   	A	 	M	d1     				2022-02-26T17:00:00.000Z
2022-02-26	12:00pm	  	UTRGV	at	  	OKST 	 	   	A	 	M	d1     				2022-02-26T17:00:00.000Z
2022-02-26	12:00pm	  	WICH 	vs	  	WMU  	 	   	N	 	M	d1     				2022-02-26T17:00:00.000Z
2022-02-26	 1:00pm	  	MSU  	at	  	BALL 	 	   	A	 	M	d1     				2022-02-26T18:00:00.000Z
2022-02-26	 1:00pm	  	BROWN	at	  	RICH 	 	   	A	 	M	d1     				2022-02-26T18:00:00.000Z
2022-02-26	 1:00pm	  	CoC  	at	  	WOF  	 	   	A	 	M	d1     				2022-02-26T18:00:00.000Z
2022-02-26	 1:00pm	  	JMU  	at	  	W&M  	 	   	A	 	M	d1     				2022-02-26T18:00:00.000Z
2022-02-26	 1:00pm	  	FUR  	at	  	ODU  	 	   	A	 	M	d1     				2022-02-26T18:00:00.000Z
2022-02-26	 1:00pm	  	LOY  	at	  	HOW  	 	   	A	 	M	d1     				2022-02-26T18:00:00.000Z
2022-02-26	 1:00pm	  	LU   	at	  	HOW  	 	   	A	 	M	d1     				2022-02-26T18:00:00.000Z
2022-02-26	 1:00pm	  	JOES 	at	  	NJIT 	 	   	A	 	M	d1     				2022-02-26T18:00:00.000Z
2022-02-26	 2:00pm	  	SFU  	at	  	BUCK 	 	   	A	 	M	d1     				2022-02-26T19:00:00.000Z
2022-02-26	 2:00pm	  	GMU  	at	  	NAVY 	 	   	A	 	M	d1     				2022-02-26T19:00:00.000Z
2022-02-26	 2:00pm	  	SCLAR	at	  	UNLV 	 	   	A	 	M	d1     				2022-02-26T19:00:00.000Z
2022-02-26	 2:00pm	  	UTA  	at	  	UTSA 	 	   	A	 	M	d1     				2022-02-26T19:00:00.000Z
2022-02-26	 4:00pm	  	NKU  	at	  	DUQ  	 	   	A	 	M	d1     				2022-02-26T21:00:00.000Z
2022-02-26	 4:00pm	  	MTST 	vs	  	OMAHA	 	   	N	 	M	d1     				2022-02-26T21:00:00.000Z
2022-02-26	 4:30pm	  	ARMY 	at	  	CAL  	 	   	A	 	M	d1     				2022-02-26T21:30:00.000Z
2022-02-26	 7:00pm	  	MONM 	at	  	TEM  	 	   	A	 	M	d1     				2022-02-27T00:00:00.000Z
2022-02-26	 7:00pm	  	WEBER	at	  	UTAH 	 	   	A	 	M	d1     				2022-02-27T00:00:00.000Z
2022-02-26	 6:00pm	  	WHITM	at	  	IDAHO	 	   	A	 	M	d3/d1  				2022-02-26T23:00:00.000Z
2022-02-26	 6:00pm	  	LTECH	at	  	CLEV 	 	   	A	 	M	naia/d1				2022-02-26T23:00:00.000Z
2022-02-27	 2:00pm	 2	BAY  	at	24	OKLA 	 	   	A	 	M	d1     				2022-02-27T19:00:00.000Z
2022-02-27	12:00pm	 6	OSU  	at	  	ND   	 	   	A	 	M	d1     				2022-02-27T17:00:00.000Z
2022-02-27	 2:00pm	11	UCF  	at	  	ARK  	 	   	A	 	M	d1     				2022-02-27T19:00:00.000Z
2022-02-27	 2:00pm	  	SMU  	at	19	A&M  	 	   	A	 	M	d1     				2022-02-27T19:00:00.000Z
2022-02-27	 1:00pm	  	NW   	at	21	HARV 	 	   	A	 	M	d1     				2022-02-27T18:00:00.000Z
2022-02-27	12:00am	  	ETSU 	at	  	SAM  	 	   	A	C	M	d1     				2022-02-27T05:00:00.000Z
2022-02-27	10:00am	  	COR  	vs	  	VANDY	 	   	N	 	M	d1     				2022-02-27T15:00:00.000Z
2022-02-27	10:00am	  	SFU  	at	  	LEH  	 	   	A	 	M	d1     				2022-02-27T15:00:00.000Z
2022-02-27	11:00am	  	BROWN	at	  	W&M  	 	   	A	 	M	d1     				2022-02-27T16:00:00.000Z
2022-02-27	11:00am	  	FGCU 	at	  	GAST 	 	   	A	 	M	d1     				2022-02-27T16:00:00.000Z
2022-02-27	11:00am	  	SFC  	at	  	NJIT 	 	   	A	 	M	d1     				2022-02-27T16:00:00.000Z
2022-02-27	11:00am	  	VT   	at	  	ODU  	 	   	A	 	M	d1     				2022-02-27T16:00:00.000Z
2022-02-27	12:00pm	  	BC   	at	  	NCST 	 	   	A	C	M	d1     				2022-02-27T17:00:00.000Z
2022-02-27	12:00pm	  	PRES 	at	  	CHAT 	 	   	A	 	M	d1     				2022-02-27T17:00:00.000Z
2022-02-27	12:00pm	  	WIS  	at	  	WASH 	 	   	A	 	M	d1     				2022-02-27T17:00:00.000Z
2022-02-27	 1:00pm	  	NAVY 	at	  	DUQ  	 	   	A	 	M	d1     				2022-02-27T18:00:00.000Z
2022-02-27	 1:00pm	  	NORF 	at	  	LOY  	 	   	A	 	M	d1     				2022-02-27T18:00:00.000Z
2022-02-27	 2:00pm	  	UCI  	at	  	SCLAR	 	   	A	 	M	d1     				2022-02-27T19:00:00.000Z
2022-02-27	 3:00pm	  	NAVY 	at	  	FORD 	 	   	A	 	M	d1     				2022-02-27T20:00:00.000Z
2022-02-27	 3:00pm	  	GONZ 	at	  	USD  	 	   	A	C	M	d1     				2022-02-27T20:00:00.000Z
2022-02-27	 4:00pm	  	ELON 	at	  	NCST 	 	   	A	 	M	d1     				2022-02-27T21:00:00.000Z
2022-02-27	10:00am	  	MERCY	at	  	SBU  	 	   	A	 	M	d2/d1  				2022-02-27T15:00:00.000Z
2022-02-28	 4:30pm	  	UNLV 	at	  	CAL  	 	   	A	 	M	d1     				2022-02-28T21:30:00.000Z
2022-03-01	 2:30pm	 3	TEX  	at	 8	UGA  	 	   	A	 	M	d1     				2022-03-01T19:30:00.000Z
2022-03-01	 1:00pm	  	FUR  	at	 4	TENN 	 	   	A	 	M	d1     				2022-03-01T18:00:00.000Z
2022-03-01	 4:30pm	25	UCLA 	at	 9	USC  	 	   	A	 	M	d1     				2022-03-01T21:30:00.000Z
2022-03-01	 3:00pm	13	SCAR 	at	  	NCST 	 	   	A	 	M	d1     				2022-03-01T20:00:00.000Z
2022-03-01	 1:00pm	  	MERCY	at	  	SFC  	 	   	A	 	M	d2/d1  				2022-03-01T18:00:00.000Z
2022-03-01	 2:00pm	  	MERCY	at	  	SFU  	 	   	A	 	M	d2/d1  				2022-03-01T19:00:00.000Z
2022-03-02	 2:00pm	17	MICH 	at	 5	TCU  	 	   	A	 	M	d1     				2022-03-02T19:00:00.000Z
2022-03-02	 3:00pm	  	FDU  	at	  	NJIT 	 	   	A	 	M	d1     				2022-03-02T20:00:00.000Z
2022-03-02	 3:00pm	  	A&MCC	at	  	UTSA 	 	   	A	 	M	d1     				2022-03-02T20:00:00.000Z
2022-03-03	 1:00pm	  	SMU  	vs	  	UNLV 	 	   	N	 	M	d1     				2022-03-03T18:00:00.000Z
2022-03-04	 5:00pm	13	SCAR 	at	 1	FLA  	 	   	A	C	M	d1     				2022-03-04T22:00:00.000Z
2022-03-04	 7:00pm	 2	BAY  	at	  	UIC  	 	   	A	 	M	d1     				2022-03-05T00:00:00.000Z
2022-03-04	 4:00pm	 4	TENN 	at	20	MSST 	 	   	A	C	M	d1     				2022-03-04T21:00:00.000Z
2022-03-04	 3:00pm	 7	UVA  	at	  	DUKE 	 	   	A	C	M	d1     				2022-03-04T20:00:00.000Z
2022-03-04	 3:00pm	 8	UGA  	at	  	VANDY	 	   	A	C	M	d1     				2022-03-04T20:00:00.000Z
2022-03-04	 1:00pm	  	FGCU 	at	11	UCF  	 	   	A	 	M	d1     				2022-03-04T18:00:00.000Z
2022-03-04	 6:00pm	  	BAMA 	at	12	UK   	 	   	A	C	M	d1     				2022-03-04T23:00:00.000Z
2022-03-04	 3:00pm	  	VT   	at	14	UNC  	 	   	A	C	M	d1     				2022-03-04T20:00:00.000Z
2022-03-04	 7:00pm	24	OKLA 	at	15	ARIZ 	 	   	A	 	M	d1     				2022-03-05T00:00:00.000Z
2022-03-04	12:00am	  	NCST 	at	  	FSU  	 	   	A	C	M	d1     				2022-03-04T05:00:00.000Z
2022-03-04	11:00am	  	MTST 	at	  	BOISE	 	   	A	 	M	d1     				2022-03-04T16:00:00.000Z
2022-03-04	 2:00pm	  	RICH 	at	  	JMU  	 	   	A	 	M	d1     				2022-03-04T19:00:00.000Z
2022-03-04	 2:00pm	  	LIB  	at	  	CHAR 	 	   	A	 	M	d1     				2022-03-04T19:00:00.000Z
2022-03-04	 2:30pm	  	WOF  	at	  	ETSU 	 	   	A	C	M	d1     				2022-03-04T19:30:00.000Z
2022-03-04	 2:30pm	  	PRES 	at	  	GWEBB	 	   	A	C	M	d1     				2022-03-04T19:30:00.000Z
2022-03-04	 4:00pm	  	GT   	at	  	ND   	 	   	A	C	M	d1     				2022-03-04T21:00:00.000Z
2022-03-04	 6:00pm	  	OMAHA	at	  	OKST 	 	   	A	 	M	d1     				2022-03-04T23:00:00.000Z
2022-03-04	 7:00pm	  	SFU  	at	  	NKU  	 	   	A	 	M	d1     				2022-03-05T00:00:00.000Z
2022-03-04	 2:00pm	  	CUMBD	at	  	BEL  	W	0-0	A	 	M	naia/d1				2022-03-04T19:00:00.000Z
2022-03-05	 5:00pm	17	MICH 	at	11	UCF  	 	   	A	 	M	d1     				2022-03-05T22:00:00.000Z
2022-03-05	10:00am	  	MARQ 	at	  	MSU  	 	   	A	 	M	d1     				2022-03-05T15:00:00.000Z
2022-03-05	10:30am	  	TEM  	at	  	PRIN 	 	   	A	 	M	d1     				2022-03-05T15:30:00.000Z
2022-03-05	11:00am	  	MTST 	vs	  	PAC  	 	   	N	 	M	d1     				2022-03-05T16:00:00.000Z
2022-03-05	12:00pm	  	UTSA 	at	  	ABCHR	 	   	A	 	M	d1     				2022-03-05T17:00:00.000Z
2022-03-05	12:00pm	  	NICH 	at	  	LAMAR	 	   	A	 	M	d1     				2022-03-05T17:00:00.000Z
2022-03-05	12:00pm	  	NAVY 	at	  	NJIT 	 	   	A	 	M	d1     				2022-03-05T17:00:00.000Z
2022-03-05	12:00pm	  	NAVY 	at	  	NJIT 	 	   	A	 	M	d1     				2022-03-05T17:00:00.000Z
2022-03-05	 1:00pm	  	BRY  	at	  	YALE 	 	   	A	 	M	d1     				2022-03-05T18:00:00.000Z
2022-03-05	 1:00pm	  	DREX 	at	  	NAVY 	 	   	A	 	M	d1     				2022-03-05T18:00:00.000Z
2022-03-05	 1:00pm	  	WMU  	at	  	WIS  	 	   	A	 	M	d1     				2022-03-05T18:00:00.000Z
2022-03-05	 2:00pm	  	ALA&M	at	  	UAB  	 	   	A	 	M	d1     				2022-03-05T19:00:00.000Z
2022-03-05	 2:00pm	  	ETSU 	at	  	UNCA 	 	   	A	 	M	d1     				2022-03-05T19:00:00.000Z
2022-03-05	 3:00pm	  	BYU  	at	  	CPOLY	 	   	A	 	M	d1     				2022-03-05T20:00:00.000Z
2022-03-05	 3:30pm	  	SFU  	at	  	XAV  	 	   	A	 	M	d1     				2022-03-05T20:30:00.000Z
2022-03-05	 4:00pm	  	BUTL 	at	  	MSU  	 	   	A	 	M	d1     				2022-03-05T21:00:00.000Z
2022-03-05	 4:00pm	  	SCLAR	at	  	UCSB 	 	   	A	 	M	d1     				2022-03-05T21:00:00.000Z
2022-03-05	 4:00pm	  	SMU  	at	  	USD  	 	   	A	 	M	d1     				2022-03-05T21:00:00.000Z
2022-03-05	 5:00pm	  	SJU  	at	  	FGCU 	 	   	A	 	M	d1     				2022-03-05T22:00:00.000Z
2022-03-05	 6:00pm	  	IDST 	at	  	BOISE	 	   	A	 	M	d1     				2022-03-05T23:00:00.000Z
2022-03-05	 7:00pm	  	NOVA 	vs	  	CMS  	 	   	N	 	M	d1/d3  				2022-03-06T00:00:00.000Z
2022-03-06	 1:00pm	 1	FLA  	at	12	UK   	 	   	A	C	M	d1     				2022-03-06T18:00:00.000Z
2022-03-06	 2:00pm	 4	TENN 	at	18	MISS 	 	   	A	C	M	d1     				2022-03-06T19:00:00.000Z
2022-03-06	 2:00pm	 4	TENN 	at	18	MISS 	 	   	A	C	M	d1     				2022-03-06T19:00:00.000Z
2022-03-06	 1:00pm	 7	UVA  	at	14	UNC  	 	   	A	C	M	d1     				2022-03-06T18:00:00.000Z
2022-03-06	 1:00pm	  	LSU  	at	13	SCAR 	 	   	A	C	M	d1     				2022-03-06T18:00:00.000Z
2022-03-06	 3:00pm	24	OKLA 	at	  	AZST 	 	   	A	 	M	d1     				2022-03-06T20:00:00.000Z
2022-03-06	12:00am	  	NCST 	at	  	MIA  	 	   	A	C	M	d1     				2022-03-06T05:00:00.000Z
2022-03-06	 9:00am	  	SFU  	at	  	DAY  	 	   	A	 	M	d1     				2022-03-06T14:00:00.000Z
2022-03-06	11:00am	  	UTSA 	at	  	TTU  	 	   	A	 	M	d1     				2022-03-06T16:00:00.000Z
2022-03-06	12:00pm	  	CLEM 	at	  	ND   	 	   	A	C	M	d1     				2022-03-06T17:00:00.000Z
2022-03-06	12:00pm	  	LIB  	at	  	GAST 	 	   	A	 	M	d1     				2022-03-06T17:00:00.000Z
2022-03-06	12:00pm	  	MER  	at	  	PRES 	 	   	A	 	M	d1     				2022-03-06T17:00:00.000Z
2022-03-06	 1:00pm	  	PAC  	at	  	BOISE	 	   	A	 	M	d1     				2022-03-06T18:00:00.000Z
2022-03-06	 2:00pm	  	VT   	at	  	DUKE 	 	   	A	C	M	d1     				2022-03-06T19:00:00.000Z
2022-03-06	 2:00pm	  	ELON 	at	  	WOF  	 	   	A	 	M	d1     				2022-03-06T19:00:00.000Z
2022-03-06	 2:00pm	  	MTSU 	at	  	OKST 	 	   	A	 	M	d1     				2022-03-06T19:00:00.000Z
2022-03-06	 2:00pm	  	VANDY	at	  	ARK  	 	   	A	C	M	d1     				2022-03-06T19:00:00.000Z
2022-03-06	 4:00pm	  	FAU  	vs	  	SCLAR	 	   	N	 	M	d1     				2022-03-06T21:00:00.000Z
2022-03-06	 4:00pm	  	DEL  	at	  	MONM 	 	   	A	 	M	d1     				2022-03-06T21:00:00.000Z
2022-03-06	 5:00pm	  	NJIT 	at	  	MAR  	 	   	A	 	M	d1     				2022-03-06T22:00:00.000Z
2022-03-06	 5:00pm	  	UIC  	at	  	ND   	 	   	A	 	M	d1     				2022-03-06T22:00:00.000Z
2022-03-06	11:00am	  	ARMY 	at	  	LYNN 	 	   	A	 	M	d1/d2  				2022-03-06T16:00:00.000Z
2022-03-06	 4:30pm	  	MONTR	at	  	PRES 	 	   	A	 	M	naia/d1				2022-03-06T21:30:00.000Z
2022-03-07	 3:00pm	25	UCLA 	at	  	USD  	 	   	A	 	M	d1     				2022-03-07T20:00:00.000Z
2022-03-07	12:00pm	  	CRE  	vs	  	XAV  	 	   	N	C	M	d1     				2022-03-07T17:00:00.000Z
2022-03-08	12:00am	  	HOW  	at	  	GTWN 	 	   	A	 	M	d1     				2022-03-08T05:00:00.000Z
2022-03-08	12:00pm	  	BUTL 	vs	  	CRE  	 	   	N	C	M	d1     				2022-03-08T17:00:00.000Z
2022-03-08	 2:00pm	  	USU  	at	  	LOYM 	 	   	A	 	M	d1     				2022-03-08T19:00:00.000Z
2022-03-08	 1:00pm	  	NCAT 	vs	  	ANDSC	 	   	N	 	M	d1/d2  				2022-03-08T18:00:00.000Z
2022-03-08	12:00pm	  	DUQ  	at	  	STHOM	 	   	A	 	M	d1/naia				2022-03-08T17:00:00.000Z
2022-03-09	 8:00pm	 2	BAY  	at	  	AZST 	 	   	A	 	M	d1     				2022-03-10T01:00:00.000Z
2022-03-09	 7:00pm	 3	TEX  	at	19	A&M  	 	   	A	 	M	d1     				2022-03-10T00:00:00.000Z
2022-03-09	12:00pm	  	CRE  	vs	  	SHU  	 	   	N	 	M	d1     				2022-03-09T17:00:00.000Z
2022-03-09	 1:00pm	  	USU  	at	  	UCR  	 	   	A	 	M	d1     				2022-03-09T18:00:00.000Z
2022-03-09	 3:00pm	  	FAU  	at	  	USD  	 	   	A	 	M	d1     				2022-03-09T20:00:00.000Z
2022-03-09	 4:00pm	  	RAD  	at	  	STET 	 	   	A	 	M	d1     				2022-03-09T21:00:00.000Z
2022-03-09	 5:00pm	  	FUR  	at	  	FGCU 	 	   	A	 	M	d1     				2022-03-09T22:00:00.000Z
2022-03-09	 5:30pm	  	MONM 	at	  	YALE 	 	   	A	 	M	d1     				2022-03-09T22:30:00.000Z
2022-03-10	 4:00pm	 5	TCU  	at	25	UCLA 	 	   	A	 	M	d1     				2022-03-10T21:00:00.000Z
2022-03-10	12:00am	  	NCST 	at	10	WAKE 	 	   	A	C	M	d1     				2022-03-10T05:00:00.000Z
2022-03-10	 1:00pm	  	KENN 	at	  	ODU  	 	   	A	 	M	d1     				2022-03-10T18:00:00.000Z
2022-03-10	 2:00pm	  	A&MCC	at	  	LAMAR	 	   	A	 	M	d1     				2022-03-10T19:00:00.000Z
2022-03-10	 3:00pm	  	ALA&M	vs	  	MVSU 	 	   	N	C	M	d1     				2022-03-10T20:00:00.000Z
2022-03-10	12:00pm	  	CRE  	vs	  	NCWES	 	   	N	 	M	d1/d3  				2022-03-10T17:00:00.000Z
2022-03-10	 1:00pm	  	SHU  	vs	  	CWRU 	 	   	N	 	M	d1/d3  				2022-03-10T18:00:00.000Z
2022-03-11	 3:30pm	 1	FLA  	at	 8	UGA  	 	   	A	C	M	d1     				2022-03-11T20:30:00.000Z
2022-03-11	 5:00pm	13	SCAR 	at	 4	TENN 	 	   	A	C	M	d1     				2022-03-11T22:00:00.000Z
2022-03-11	 3:00pm	  	ND   	at	 7	UVA  	 	   	A	C	M	d1     				2022-03-11T20:00:00.000Z
2022-03-11	11:00am	  	UNF  	at	11	UCF  	 	   	A	 	M	d1     				2022-03-11T16:00:00.000Z
2022-03-11	 5:00pm	  	STET 	at	11	UCF  	 	   	A	 	M	d1     				2022-03-11T22:00:00.000Z
2022-03-11	 4:00pm	  	UTAH 	at	16	STAN 	 	   	A	C	M	d1     				2022-03-11T21:00:00.000Z
2022-03-11	 7:00pm	18	MISS 	at	  	BAMA 	 	   	A	C	M	d1     				2022-03-12T00:00:00.000Z
2022-03-11	12:00pm	  	LAMAR	at	19	A&M  	 	   	A	 	M	d1     				2022-03-11T17:00:00.000Z
2022-03-11	 7:00pm	  	VANDY	at	19	A&M  	 	   	A	C	M	d1     				2022-03-12T00:00:00.000Z
2022-03-11	12:00am	  	DEN  	at	  	BOISE	 	   	A	 	M	d1     				2022-03-11T05:00:00.000Z
2022-03-11	12:00am	  	LIP  	at	  	ETSU 	 	   	A	 	M	d1     				2022-03-11T05:00:00.000Z
2022-03-11	10:00am	  	MTST 	at	  	PORT 	 	   	A	 	M	d1     				2022-03-11T15:00:00.000Z
2022-03-11	 2:00pm	  	BALL 	at	  	WMU  	 	   	A	C	M	d1     				2022-03-11T19:00:00.000Z
2022-03-11	 2:00pm	  	LOU  	at	  	VT   	 	   	A	C	M	d1     				2022-03-11T19:00:00.000Z
2022-03-11	 3:00pm	  	AFA  	at	  	UCSD 	 	   	A	 	M	d1     				2022-03-11T20:00:00.000Z
2022-03-11	 5:00pm	  	UTRGV	at	  	ULLAF	 	   	A	 	M	d1     				2022-03-11T22:00:00.000Z
2022-03-11	 6:00pm	  	OKST 	at	  	SMU  	 	   	A	 	M	d1     				2022-03-11T23:00:00.000Z
2022-03-11	 6:00pm	  	OKST 	at	  	SMU  	 	   	A	 	M	d1     				2022-03-11T23:00:00.000Z
2022-03-11	 6:00pm	  	SCLAR	at	  	CAL  	 	   	A	 	M	d1     				2022-03-11T23:00:00.000Z
2022-03-11	 7:00pm	  	DAY  	at	  	NKU  	 	   	A	 	M	d1     				2022-03-12T00:00:00.000Z
2022-03-11	12:00pm	  	DUQ  	at	  	PBAU 	 	   	A	 	M	d1/d2  				2022-03-11T17:00:00.000Z
2022-03-12	 4:00pm	 2	BAY  	at	15	ARIZ 	 	   	A	 	M	d1     				2022-03-12T21:00:00.000Z
2022-03-12	 1:00pm	 6	OSU  	at	 3	TEX  	 	   	A	 	M	d1     				2022-03-12T18:00:00.000Z
2022-03-12	 1:00am	  	NEB  	at	  	COR  	 	   	A	 	M	d1     				2022-03-12T06:00:00.000Z
2022-03-12	 3:00am	  	PENN 	at	  	SDSU 	 	   	A	 	M	d1     				2022-03-12T08:00:00.000Z
2022-03-12	10:00am	  	ALA&M	vs	  	PVA&M	 	   	N	C	M	d1     				2022-03-12T15:00:00.000Z
2022-03-12	10:00am	  	TEM  	at	  	NAVY 	 	   	A	 	M	d1     				2022-03-12T15:00:00.000Z
2022-03-12	11:00am	  	MTST 	at	  	PRST 	 	   	A	C	M	d1     				2022-03-12T16:00:00.000Z
2022-03-12	12:00pm	  	VCU  	at	  	CHAT 	 	   	A	 	M	d1     				2022-03-12T17:00:00.000Z
2022-03-12	 1:00pm	  	DEL  	at	  	YALE 	 	   	A	 	M	d1     				2022-03-12T18:00:00.000Z
2022-03-12	 2:00pm	  	BU   	vs	  	UNM  	 	   	N	 	M	d1     				2022-03-12T19:00:00.000Z
2022-03-12	 2:00pm	  	NAVY 	at	  	W&M  	 	   	A	 	M	d1     				2022-03-12T19:00:00.000Z
2022-03-12	 2:00pm	  	PRES 	at	  	HAMP 	 	   	A	C	M	d1     				2022-03-12T19:00:00.000Z
2022-03-12	 2:00pm	  	CHAR 	at	  	UTSA 	 	   	A	 	M	d1     				2022-03-12T19:00:00.000Z
2022-03-12	 3:00pm	  	USU  	at	  	CPOLY	 	   	A	 	M	d1     				2022-03-12T20:00:00.000Z
2022-03-12	 3:00pm	  	NICH 	vs	  	UTRGV	 	   	N	 	M	d1     				2022-03-12T20:00:00.000Z
2022-03-12	 5:00pm	  	MEM  	at	  	FGCU 	 	   	A	 	M	d1     				2022-03-12T22:00:00.000Z
2022-03-12	 2:00pm	  	JMU  	at	  	QUC  	 	   	A	 	M	d1/d2  				2022-03-12T19:00:00.000Z
2022-03-12	 3:00pm	  	WUSTL	at	  	NKU  	 	   	A	 	M	d3/d1  				2022-03-12T20:00:00.000Z
2022-03-13	 1:00pm	 1	FLA  	at	 4	TENN 	 	   	A	C	M	d1     				2022-03-13T17:00:00.000Z
2022-03-13	 1:00pm	  	LOU  	at	 7	UVA  	 	   	A	C	M	d1     				2022-03-13T17:00:00.000Z
2022-03-13	 2:00pm	24	OKLA 	at	  	TULSA	 	   	A	 	M	d1     				2022-03-13T18:00:00.000Z
2022-03-13	12:00am	  	WOF  	at	  	MER  	 	   	A	C	M	d1     				2022-03-13T05:00:00.000Z
2022-03-13	10:00am	  	ALA&M	vs	  	ALCN 	 	   	N	C	M	d1     				2022-03-13T14:00:00.000Z
2022-03-13	10:00am	  	NAVY 	at	  	ODU  	 	   	A	 	M	d1     				2022-03-13T14:00:00.000Z
