---
division: d1
gender: M
matches: 1120
version: 2
---
dateET	timeET	rank	team	at	oppRank	opponent	outcome	score	location	conference	gender	division	teamId	opponentId	dualId	date
2022-01-30	10:00am	  	USF  	vs	  	VT   	 	   	N	 	M	d1     				2022-01-30T15:00:00.000Z
2022-01-30	11:00am	  	PRES 	at	  	CHAR 	 	   	A	 	M	d1     				2022-01-30T16:00:00.000Z
2022-01-30	 1:00pm	  	WIS  	at	  	AUB  	 	   	A	 	M	d1     				2022-01-30T18:00:00.000Z
2022-01-30	 2:00pm	  	UTAH 	at	  	LOYM 	 	   	A	 	M	d1     				2022-01-30T19:00:00.000Z
2022-01-30	 2:00pm	  	ORU  	at	  	MTST 	 	   	A	 	M	d1     				2022-01-30T19:00:00.000Z
2022-01-30	 3:00pm	  	SIEN 	at	  	BROWN	 	   	A	 	M	d1     				2022-01-30T20:00:00.000Z
2022-01-30	 3:00pm	  	HAW  	vs	  	NMSU 	 	   	N	 	M	d1     				2022-01-30T20:00:00.000Z
2022-01-30	 3:00pm	  	UTRGV	at	  	UTSA 	 	   	A	 	M	d1     				2022-01-30T20:00:00.000Z
2022-01-30	 3:00pm	  	IDAHO	at	  	WASH 	 	   	A	 	M	d1     				2022-01-30T20:00:00.000Z
2022-01-30	10:30am	  	UTRGV	at	  	SMTX 	 	   	A	 	M	d1/d2  				2022-01-30T15:30:00.000Z
2022-01-30	12:00pm	  	WNMU 	at	  	NAU  	 	   	A	 	M	d2/d1  				2022-01-30T17:00:00.000Z
2022-01-30	 4:00pm	  	WNMU 	at	  	NAU  	 	   	A	 	M	d2/d1  				2022-01-30T21:00:00.000Z
2022-01-30	10:30am	  	ABRA 	at	  	MER  	 	   	A	 	M	juco/d1				2022-01-30T15:30:00.000Z
2022-01-30	 1:00pm	  	ARC  	at	  	SACST	 	   	A	 	M	juco/d1				2022-01-30T18:00:00.000Z
2022-02-01	12:00am	  	ALCN 	at	18	MISS 	 	   	A	 	M	d1     				2022-02-01T05:00:00.000Z
2022-02-01	 1:00am	  	ALCN 	at	18	MISS 	 	   	A	 	M	d1     				2022-02-01T06:00:00.000Z
2022-02-02	 1:00pm	  	UTRGV	at	  	A&MCC	 	   	A	 	M	d1     				2022-02-02T18:00:00.000Z
2022-02-02	 1:00pm	  	WOF  	at	  	UNCW 	 	   	A	 	M	d1     				2022-02-02T18:00:00.000Z
2022-02-02	 2:00pm	  	YOUNG	at	  	JVST 	 	   	A	 	M	d2/d1  				2022-02-02T19:00:00.000Z
2022-02-03	 5:00pm	  	BRY  	at	  	BROWN	 	   	A	 	M	d1     				2022-02-03T22:00:00.000Z
2022-02-04	 7:00pm	 3	TEX  	at	 2	BAY  	 	   	A	 	M	d1     				2022-02-05T00:00:00.000Z
2022-02-04	 3:00pm	 7	UVA  	at	12	UK   	 	   	A	 	M	d1     				2022-02-04T20:00:00.000Z
2022-02-04	 5:30pm	 8	UGA  	at	  	NCST 	 	   	A	 	M	d1     				2022-02-04T22:30:00.000Z
2022-02-04	 5:00pm	11	UCF  	at	10	WAKE 	 	   	A	 	M	d1     				2022-02-04T22:00:00.000Z
2022-02-04	 6:00pm	10	NCWES	at	  	WAKE 	 	   	A	 	M	d3/d1  				2022-02-04T23:00:00.000Z
2022-02-04	 5:00pm	  	CLEM 	at	13	SCAR 	 	   	A	 	M	d1     				2022-02-04T22:00:00.000Z
2022-02-04	 5:00pm	  	USD  	at	15	ARIZ 	 	   	A	 	M	d1     				2022-02-04T22:00:00.000Z
2022-02-04	 6:00pm	22	PEPP 	at	  	OKST 	 	   	A	 	M	d1     				2022-02-04T23:00:00.000Z
2022-02-04	 7:00pm	  	WICH 	at	24	OKLA 	 	   	A	 	M	d1     				2022-02-05T00:00:00.000Z
2022-02-04	10:00am	  	MSM  	at	  	DUQ  	 	   	A	 	M	d1     				2022-02-04T15:00:00.000Z
2022-02-04	11:00am	  	ORU  	at	  	LAMAR	 	   	A	 	M	d1     				2022-02-04T16:00:00.000Z
2022-02-04	12:00pm	  	IDAHO	at	  	AFA  	 	   	A	 	M	d1     				2022-02-04T17:00:00.000Z
2022-02-04	 1:00pm	  	LIB  	at	  	ELON 	 	   	A	 	M	d1     				2022-02-04T18:00:00.000Z
2022-02-04	 1:00pm	  	IDST 	vs	  	UTRGV	 	   	N	 	M	d1     				2022-02-04T18:00:00.000Z
2022-02-04	 2:00pm	  	YALE 	at	  	BUTL 	 	   	A	 	M	d1     				2022-02-04T19:00:00.000Z
2022-02-04	 2:00pm	  	GTWN 	at	  	JMU  	 	   	A	 	M	d1     				2022-02-04T19:00:00.000Z
2022-02-04	 3:00pm	  	ALA&M	at	  	TROY 	 	   	A	 	M	d1     				2022-02-04T20:00:00.000Z
2022-02-04	 3:00pm	  	PRES 	at	  	ETSU 	 	   	A	 	M	d1     				2022-02-04T20:00:00.000Z
2022-02-04	 3:00pm	  	LOYM 	at	  	UTAH 	 	   	A	 	M	d1     				2022-02-04T20:00:00.000Z
2022-02-04	 3:00pm	  	DRAKE	at	  	VANDY	 	   	A	 	M	d1     				2022-02-04T20:00:00.000Z
2022-02-04	 6:30pm	  	MARQ 	at	  	WIS  	 	   	A	 	M	d1     				2022-02-04T23:30:00.000Z
2022-02-04	 7:00pm	  	BELL 	at	  	NKU  	 	   	A	 	M	d1     				2022-02-05T00:00:00.000Z
2022-02-04	 7:00pm	  	MONT 	at	  	BOISE	 	   	A	 	M	d1     				2022-02-05T00:00:00.000Z
2022-02-04	 7:00pm	  	UNM  	at	  	GONZ 	 	   	A	 	M	d1     				2022-02-05T00:00:00.000Z
2022-02-04	 7:00pm	  	NAU  	at	  	DEN  	 	   	A	 	M	d1     				2022-02-05T00:00:00.000Z
2022-02-04	 7:00pm	  	SDSU 	at	  	WASH 	 	   	A	 	M	d1     				2022-02-05T00:00:00.000Z
2022-02-04	 7:30pm	  	OMAHA	at	  	AFA  	 	   	A	 	M	d1     				2022-02-05T00:30:00.000Z
2022-02-04	 3:00pm	  	SNHU 	at	  	BC   	 	   	A	 	M	d2/d1  				2022-02-04T20:00:00.000Z
2022-02-04	 7:00pm	  	WSU  	at	  	TOL  	 	   	A	 	M	d2/d1  				2022-02-05T00:00:00.000Z
2022-02-04	 7:00pm	  	WHITW	at	  	EWU  	 	   	A	 	M	d3/d1  				2022-02-05T00:00:00.000Z
2022-02-04	 5:00pm	  	KEISR	at	  	FGCU 	 	   	A	 	M	naia/d1				2022-02-04T22:00:00.000Z
2022-02-05	 5:00pm	 1	FLA  	vs	  	FSU  	 	   	N	 	M	d1     				2022-02-05T22:00:00.000Z
2022-02-05	 4:00pm	 9	USC  	at	16	STAN 	 	   	A	 	M	d1     				2022-02-05T21:00:00.000Z
2022-02-05	 4:00pm	25	UCLA 	at	  	CAL  	 	   	A	 	M	d1     				2022-02-05T21:00:00.000Z
2022-02-05	 2:00am	  	MEM  	at	  	BAMA 	 	   	A	 	M	d1     				2022-02-05T07:00:00.000Z
2022-02-05	 2:00am	  	USU  	at	  	WEBER	 	   	A	 	M	d1     				2022-02-05T07:00:00.000Z
2022-02-05	 3:00am	  	PORT 	vs	  	SDSU 	 	   	N	 	M	d1     				2022-02-05T08:00:00.000Z
2022-02-05	10:00am	  	JOES 	at	  	NAVY 	 	   	A	 	M	d1     				2022-02-05T15:00:00.000Z
2022-02-05	11:00am	  	YALE 	at	  	BUTL 	 	   	A	 	M	d1     				2022-02-05T16:00:00.000Z
2022-02-05	11:00am	  	NJIT 	at	  	DREX 	 	   	A	 	M	d1     				2022-02-05T16:00:00.000Z
2022-02-05	12:00pm	  	NAU  	vs	  	OMAHA	 	   	N	 	M	d1     				2022-02-05T17:00:00.000Z
2022-02-05	12:00pm	  	NAVY 	at	  	PENN 	 	   	A	 	M	d1     				2022-02-05T17:00:00.000Z
2022-02-05	 1:00pm	  	PAC  	at	  	CPOLY	 	   	A	 	M	d1     				2022-02-05T18:00:00.000Z
2022-02-05	 1:00pm	  	STET 	at	  	MER  	 	   	A	 	M	d1     				2022-02-05T18:00:00.000Z
2022-02-05	 1:00pm	  	SBU  	at	  	VT   	 	   	A	 	M	d1     				2022-02-05T18:00:00.000Z
2022-02-05	 2:00pm	  	UTSA 	at	  	UCSB 	 	   	A	 	M	d1     				2022-02-05T19:00:00.000Z
2022-02-05	 3:00pm	  	ODU  	at	  	CLMB 	 	   	A	 	M	d1     				2022-02-05T20:00:00.000Z
2022-02-05	 3:00pm	  	MSU  	at	  	WMU  	 	   	A	 	M	d1     				2022-02-05T20:00:00.000Z
2022-02-05	 4:00pm	  	RICH 	at	  	DUQ  	 	   	A	C	M	d1     				2022-02-05T21:00:00.000Z
2022-02-05	 4:00pm	  	WAG  	at	  	MONM 	 	   	A	 	M	d1     				2022-02-05T21:00:00.000Z
2022-02-05	 5:00pm	  	DAV  	at	  	VT   	 	   	A	 	M	d1     				2022-02-05T22:00:00.000Z
2022-02-05	 7:00pm	  	UAB  	at	  	BAMA 	 	   	A	 	M	d1     				2022-02-06T00:00:00.000Z
2022-02-05	 8:00pm	  	IDAHO	vs	  	OMAHA	 	   	N	 	M	d1     				2022-02-06T01:00:00.000Z
2022-02-05	 7:30pm	  	QUE  	at	  	MONM 	 	   	A	 	M	d2/d1  				2022-02-06T00:30:00.000Z
2022-02-05	10:00am	  	SFU  	at	  	CMU  	 	   	A	 	M	d1/d3  				2022-02-05T15:00:00.000Z
2022-02-06	 1:00pm	  	IDST 	at	 2	BAY  	 	   	A	 	M	d1     				2022-02-06T18:00:00.000Z
2022-02-06	 6:00pm	  	IWORD	at	 2	BAY  	 	   	A	 	M	d1     				2022-02-06T23:00:00.000Z
2022-02-06	 1:00pm	18	MISS 	at	 5	TCU  	 	   	A	 	M	d1     				2022-02-06T18:00:00.000Z
2022-02-06	12:00pm	 7	UVA  	at	 6	OSU  	 	   	A	 	M	d1     				2022-02-06T17:00:00.000Z
2022-02-06	 4:00pm	 9	USC  	at	  	CAL  	 	   	A	 	M	d1     				2022-02-06T21:00:00.000Z
2022-02-06	 2:00pm	11	UCF  	at	  	NCST 	 	   	A	 	M	d1     				2022-02-06T19:00:00.000Z
2022-02-06	 1:00pm	  	VCU  	at	12	UK   	 	   	A	 	M	d1     				2022-02-06T18:00:00.000Z
2022-02-06	12:00pm	  	GT   	at	13	SCAR 	 	   	A	 	M	d1     				2022-02-06T17:00:00.000Z
2022-02-06	 4:00pm	25	UCLA 	at	16	STAN 	 	   	A	 	M	d1     				2022-02-06T21:00:00.000Z
2022-02-06	12:00pm	17	MICH 	at	21	HARV 	 	   	A	 	M	d1     				2022-02-06T17:00:00.000Z
2022-02-06	 2:00pm	  	ARK  	at	24	OKLA 	 	   	A	 	M	d1     				2022-02-06T19:00:00.000Z
2022-02-06	 9:00am	  	COPP 	at	  	NAVY 	 	   	A	 	M	d1     				2022-02-06T14:00:00.000Z
2022-02-06	10:00am	  	LIP  	at	  	VANDY	 	   	A	 	M	d1     				2022-02-06T15:00:00.000Z
2022-02-06	11:00am	  	COLG 	at	  	SFU  	 	   	A	 	M	d1     				2022-02-06T16:00:00.000Z
2022-02-06	11:00am	  	PVA&M	at	  	LAMAR	 	   	A	 	M	d1     				2022-02-06T16:00:00.000Z
2022-02-06	11:00am	  	NAU  	at	  	AFA  	 	   	A	 	M	d1     				2022-02-06T16:00:00.000Z
2022-02-06	11:00am	  	PAC  	vs	  	UTSA 	 	   	N	 	M	d1     				2022-02-06T16:00:00.000Z
2022-02-06	12:00pm	  	SEA  	at	  	BOISE	 	   	A	 	M	d1     				2022-02-06T17:00:00.000Z
2022-02-06	12:00pm	  	STET 	at	  	GAST 	 	   	A	 	M	d1     				2022-02-06T17:00:00.000Z
2022-02-06	 1:00pm	  	ODU  	at	  	SJU  	 	   	A	 	M	d1     				2022-02-06T18:00:00.000Z
2022-02-06	 1:00pm	  	DRAKE	at	  	WIS  	 	   	A	 	M	d1     				2022-02-06T18:00:00.000Z
2022-02-06	 2:00pm	  	TTU  	at	  	UTAH 	 	   	A	 	M	d1     				2022-02-06T19:00:00.000Z
2022-02-06	 3:00pm	  	PVA&M	at	  	LAMAR	 	   	A	 	M	d1     				2022-02-06T20:00:00.000Z
2022-02-06	 4:00pm	  	USD  	at	  	AZST 	 	   	A	 	M	d1     				2022-02-06T21:00:00.000Z
2022-02-06	 4:00pm	  	GMU  	at	  	JMU  	 	   	A	 	M	d1     				2022-02-06T21:00:00.000Z
2022-02-06	 4:00pm	  	GTWN 	at	  	NAVY 	 	   	A	 	M	d1     				2022-02-06T21:00:00.000Z
2022-02-06	 4:00pm	  	NEB  	at	  	DEN  	 	   	A	 	M	d1     				2022-02-06T21:00:00.000Z
2022-02-06	 6:00pm	  	UND  	at	  	BOISE	 	   	A	 	M	d1     				2022-02-06T23:00:00.000Z
2022-02-09	 2:00pm	  	WOF  	at	14	UNC  	 	   	A	 	M	d1     				2022-02-09T19:00:00.000Z
2022-02-09	 3:00pm	  	PRES 	at	  	FUR  	 	   	A	 	M	d1     				2022-02-09T20:00:00.000Z
2022-02-09	 4:00pm	  	BC   	at	  	BROWN	 	   	A	 	M	d1     				2022-02-09T21:00:00.000Z
2022-02-10	 5:00pm	10	WAKE 	at	13	SCAR 	 	   	A	 	M	d1     				2022-02-10T22:00:00.000Z
2022-02-11	 3:00pm	  	TULSA	at	 2	BAY  	 	   	A	 	M	d1     				2022-02-11T20:00:00.000Z
2022-02-11	 6:00pm	  	RICE 	at	 3	TEX  	 	   	A	 	M	d1     				2022-02-11T23:00:00.000Z
2022-02-11	 7:00pm	20	MSST 	at	 5	TCU  	 	   	A	 	M	d1     				2022-02-12T00:00:00.000Z
2022-02-11	 5:00pm	11	UCF  	at	  	FSU  	 	   	A	 	M	d1     				2022-02-11T22:00:00.000Z
2022-02-11	 6:30pm	  	BAMA 	at	24	OKLA 	 	   	A	 	M	d1     				2022-02-11T23:30:00.000Z
2022-02-11	 7:00pm	  	UAB  	at	24	OKLA 	 	   	A	 	M	d1     				2022-02-12T00:00:00.000Z
2022-02-11	 2:00am	  	BOISE	at	  	BYU  	 	   	A	 	M	d1     				2022-02-11T07:00:00.000Z
2022-02-11	 1:00pm	  	COR  	at	  	OKST 	 	   	A	 	M	d1     				2022-02-11T18:00:00.000Z
2022-02-11	 1:00pm	  	GONZ 	at	  	USU  	 	   	A	 	M	d1     				2022-02-11T18:00:00.000Z
2022-02-11	 1:00pm	  	LU   	at	  	JMU  	 	   	A	 	M	d1     				2022-02-11T18:00:00.000Z
2022-02-11	 2:00pm	  	CRE  	at	  	WICH 	 	   	A	 	M	d1     				2022-02-11T19:00:00.000Z
2022-02-11	 3:00pm	  	LOYM 	at	  	CPOLY	 	   	A	 	M	d1     				2022-02-11T20:00:00.000Z
2022-02-11	 5:00pm	  	ETSU 	at	  	IND  	 	   	A	 	M	d1     				2022-02-11T22:00:00.000Z
2022-02-11	 5:00pm	  	UAB  	at	  	FGCU 	 	   	A	 	M	d1     				2022-02-11T22:00:00.000Z
2022-02-11	 5:00pm	  	LIB  	at	  	PSU  	 	   	A	 	M	d1     				2022-02-11T22:00:00.000Z
2022-02-11	 5:00pm	  	VT   	at	  	MTSU 	 	   	A	 	M	d1     				2022-02-11T22:00:00.000Z
2022-02-11	 5:00pm	  	WIS  	at	  	PRIN 	 	   	A	 	M	d1     				2022-02-11T22:00:00.000Z
2022-02-11	 5:00pm	  	SCLAR	at	  	UNM  	 	   	A	 	M	d1     				2022-02-11T22:00:00.000Z
2022-02-11	 6:00pm	  	VCU  	at	  	DUKE 	 	   	A	 	M	d1     				2022-02-11T23:00:00.000Z
2022-02-11	 7:30pm	  	DEN  	at	  	AFA  	 	   	A	 	M	d1     				2022-02-12T00:30:00.000Z
2022-02-11	 1:00pm	  	CUI  	at	  	HAW  	 	   	A	 	M	d2/d1  				2022-02-11T18:00:00.000Z
2022-02-11	 1:00pm	  	GFOX 	at	  	PRST 	 	   	A	 	M	d3/d1  				2022-02-11T18:00:00.000Z
2022-02-11	 2:00pm	  	TYLER	at	  	LAMAR	 	   	A	 	M	juco/d1				2022-02-11T19:00:00.000Z
2022-02-11	12:30pm	  	CUMBD	at	  	PEAY 	 	   	A	 	M	naia/d1				2022-02-11T17:30:00.000Z
2022-02-11	 8:00pm	  	CRE  	at	  	KSWES	 	   	A	 	M	d1/naia				2022-02-12T01:00:00.000Z
2022-02-12	 3:00pm	 7	UVA  	at	 2	BAY  	 	   	A	 	M	d1     				2022-02-12T20:00:00.000Z
2022-02-12	 1:00pm	  	CHAR 	at	 4	TENN 	 	   	A	 	M	d1     				2022-02-12T18:00:00.000Z
2022-02-12	 4:00pm	  	CAL  	at	16	STAN 	 	   	A	 	M	d1     				2022-02-12T21:00:00.000Z
2022-02-12	 4:00pm	23	ILL  	at	  	ND   	 	   	A	 	M	d1     				2022-02-12T21:00:00.000Z
2022-02-12	 6:00am	  	ORU  	at	  	OKST 	 	   	A	 	M	d1     				2022-02-12T11:00:00.000Z
2022-02-12	10:00am	  	ALCN 	at	  	LAMAR	 	   	A	 	M	d1     				2022-02-12T15:00:00.000Z
2022-02-12	10:00am	  	BRY  	at	  	NAVY 	 	   	A	 	M	d1     				2022-02-12T15:00:00.000Z
2022-02-12	11:00am	  	GONZ 	at	  	UTAH 	 	   	A	 	M	d1     				2022-02-12T16:00:00.000Z
2022-02-12	12:00pm	  	BU   	at	  	BROWN	 	   	A	 	M	d1     				2022-02-12T17:00:00.000Z
2022-02-12	12:00pm	  	LOU  	at	  	MSU  	 	   	A	 	M	d1     				2022-02-12T17:00:00.000Z
2022-02-12	12:00pm	  	NCCU 	at	  	NCST 	 	   	A	 	M	d1     				2022-02-12T17:00:00.000Z
2022-02-12	 1:00pm	  	GCU  	vs	  	SCLAR	 	   	N	 	M	d1     				2022-02-12T18:00:00.000Z
2022-02-12	 1:00pm	  	LOYM 	vs	  	SDSU 	 	   	N	 	M	d1     				2022-02-12T18:00:00.000Z
2022-02-12	 1:00pm	  	SJU  	at	  	YALE 	 	   	A	 	M	d1     				2022-02-12T18:00:00.000Z
2022-02-12	 1:00pm	  	SEA  	at	  	IDAHO	 	   	A	 	M	d1     				2022-02-12T18:00:00.000Z
2022-02-12	 2:00pm	  	UNLV 	at	  	OKST 	 	   	A	 	M	d1     				2022-02-12T19:00:00.000Z
2022-02-12	 2:00pm	  	RICH 	at	  	NAVY 	 	   	A	 	M	d1     				2022-02-12T19:00:00.000Z
2022-02-12	 3:00pm	  	ALA&M	at	  	SAM  	 	   	A	 	M	d1     				2022-02-12T20:00:00.000Z
2022-02-12	 3:00pm	  	ALCN 	at	  	LAMAR	 	   	A	 	M	d1     				2022-02-12T20:00:00.000Z
2022-02-12	 4:00pm	  	DREX 	at	  	MONM 	 	   	A	 	M	d1     				2022-02-12T21:00:00.000Z
2022-02-12	 4:00pm	  	PRST 	at	  	WASH 	 	   	A	 	M	d1     				2022-02-12T21:00:00.000Z
2022-02-12	 6:00pm	  	CHIC 	at	  	MSU  	 	   	A	 	M	d1     				2022-02-12T23:00:00.000Z
2022-02-12	 7:00pm	  	SFU  	at	  	NIA  	 	   	A	 	M	d1     				2022-02-13T00:00:00.000Z
2022-02-12	11:00pm	  	STET 	at	  	FAU  	 	   	A	 	M	d1     				2022-02-13T04:00:00.000Z
2022-02-12	12:00pm	  	EMM  	at	  	WOF  	 	   	A	 	M	d2/d1  				2022-02-12T17:00:00.000Z
2022-02-12	10:00am	  	WHITM	at	  	MTST 	 	   	A	 	M	d3/d1  				2022-02-12T15:00:00.000Z
2022-02-12	 2:30pm	  	GUST 	at	  	UND  	 	   	A	 	M	d3/d1  				2022-02-12T19:30:00.000Z
2022-02-12	 3:00pm	  	WHITW	at	  	MTST 	 	   	A	 	M	d3/d1  				2022-02-12T20:00:00.000Z
2022-02-12	 4:00pm	  	CMU  	at	  	DUQ  	 	   	A	 	M	d3/d1  				2022-02-12T21:00:00.000Z
2022-02-12	 5:00pm	  	IDAHO	at	  	LCIDA	 	   	A	 	M	d1/naia				2022-02-12T22:00:00.000Z
2022-02-13	 1:00pm	11	UCF  	at	 3	TEX  	 	   	A	 	M	d1     				2022-02-13T18:00:00.000Z
2022-02-13	 1:00pm	  	CLMB 	at	 4	TENN 	 	   	A	 	M	d1     				2022-02-13T18:00:00.000Z
2022-02-13	 1:00pm	 7	UVA  	at	 5	TCU  	 	   	A	 	M	d1     				2022-02-13T18:00:00.000Z
2022-02-13	 2:00pm	24	DRAKE	at	  	OKLA 	 	   	A	 	M	d1     				2022-02-13T19:00:00.000Z
2022-02-13	 4:00pm	  	UCI  	at	25	UCLA 	 	   	A	 	M	d1     				2022-02-13T21:00:00.000Z
2022-02-13	12:00am	  	SFU  	at	  	SBU  	 	   	A	 	M	d1     				2022-02-13T05:00:00.000Z
2022-02-13	10:00am	  	A&MCC	at	  	SMU  	 	   	A	 	M	d1     				2022-02-13T15:00:00.000Z
2022-02-13	11:00am	  	BU   	at	  	YALE 	 	   	A	 	M	d1     				2022-02-13T16:00:00.000Z
2022-02-13	12:00pm	  	BUFF 	at	  	FGCU 	 	   	A	 	M	d1     				2022-02-13T17:00:00.000Z
2022-02-13	12:00pm	  	NW   	at	  	ND   	 	   	A	 	M	d1     				2022-02-13T17:00:00.000Z
2022-02-13	12:00pm	  	WEBER	at	  	AFA  	 	   	A	 	M	d1     				2022-02-13T17:00:00.000Z
2022-02-13	12:00pm	  	IWORD	at	  	UTSA 	 	   	A	 	M	d1     				2022-02-13T17:00:00.000Z
2022-02-13	12:00pm	  	WIS  	at	  	PENN 	 	   	A	 	M	d1     				2022-02-13T17:00:00.000Z
2022-02-13	12:00pm	  	DEL  	at	  	VCU  	 	   	A	 	M	d1     				2022-02-13T17:00:00.000Z
2022-02-13	 1:00pm	  	PRES 	at	  	DAV  	 	   	A	 	M	d1     				2022-02-13T18:00:00.000Z
2022-02-13	 1:00pm	  	BAMA 	at	  	TULSA	 	   	A	 	M	d1     				2022-02-13T18:00:00.000Z
2022-02-13	 1:00pm	  	VT   	at	  	VANDY	 	   	A	 	M	d1     				2022-02-13T18:00:00.000Z
2022-02-13	 2:00pm	  	BOISE	at	  	UTAH 	 	   	A	 	M	d1     				2022-02-13T19:00:00.000Z
2022-02-13	 2:00pm	  	SDSU 	at	  	CPOLY	 	   	A	 	M	d1     				2022-02-13T19:00:00.000Z
2022-02-13	 2:00pm	  	GCU  	at	  	UNM  	 	   	A	 	M	d1     				2022-02-13T19:00:00.000Z
2022-02-13	 3:00pm	  	UCSB 	at	  	USD  	 	   	A	 	M	d1     				2022-02-13T20:00:00.000Z
2022-02-13	 3:00pm	  	WICH 	at	  	NEB  	 	   	A	 	M	d1     				2022-02-13T20:00:00.000Z
2022-02-13	 4:00pm	  	NOVA 	at	  	MONM 	 	   	A	 	M	d1     				2022-02-13T21:00:00.000Z
2022-02-13	 4:00pm	  	MORG 	at	  	VCU  	 	   	A	 	M	d1     				2022-02-13T21:00:00.000Z
2022-02-13	 5:00pm	  	CHIC 	at	  	ND   	 	   	A	 	M	d1     				2022-02-13T22:00:00.000Z
2022-02-13	 5:00pm	  	CIT  	at	  	VANDY	 	   	A	 	M	d1     				2022-02-13T22:00:00.000Z
2022-02-13	 7:00pm	  	NEV  	at	  	UTAH 	 	   	A	 	M	d1     				2022-02-14T00:00:00.000Z
2022-02-13	11:00am	  	WHITW	at	  	MONT 	 	   	A	 	M	d3/d1  				2022-02-13T16:00:00.000Z
2022-02-15	 7:00pm	  	PORT 	vs	 9	USC  	 	   	N	 	M	d1     				2022-02-16T00:00:00.000Z
2022-02-15	 3:00pm	  	A&MCC	at	  	UTRGV	 	   	A	 	M	d1     				2022-02-15T20:00:00.000Z
2022-02-15	 2:30pm	  	NGC  	at	  	WOF  	 	   	A	 	M	d2/d1  				2022-02-15T19:30:00.000Z
2022-02-15	 3:00pm	  	LEW  	at	  	CHIC 	 	   	A	 	M	d2/d1  				2022-02-15T20:00:00.000Z
2022-02-16	 3:00pm	  	RAD  	at	  	JMU  	 	   	A	 	M	d1     				2022-02-16T20:00:00.000Z
2022-02-16	 5:00pm	  	ODU  	at	  	W&M  	 	   	A	 	M	d1     				2022-02-16T22:00:00.000Z
2022-02-17	 2:00pm	  	WICH 	at	  	DEN  	 	   	A	 	M	d1     				2022-02-17T19:00:00.000Z
2022-02-18	12:00pm	  	NAVY 	at	  	DEL  	 	   	A	 	M	d1     				2022-02-18T17:00:00.000Z
2022-02-18	12:00pm	  	IWORD	at	  	UTRGV	 	   	A	 	M	d1     				2022-02-18T17:00:00.000Z
2022-02-18	 1:00pm	  	UIC  	at	  	CRE  	 	   	A	 	M	d1     				2022-02-18T18:00:00.000Z
2022-02-18	 1:00pm	  	SFU  	at	  	DUQ  	 	   	A	 	M	d1     				2022-02-18T18:00:00.000Z
2022-02-18	 1:00pm	  	NKU  	at	  	EIU  	 	   	A	 	M	d1     				2022-02-18T18:00:00.000Z
2022-02-18	 3:00pm	  	BEL  	at	  	VANDY	 	   	A	 	M	d1     				2022-02-18T20:00:00.000Z
2022-02-18	 3:00pm	  	LAMAR	at	  	USM  	 	   	A	 	M	d1     				2022-02-18T20:00:00.000Z
2022-02-18	 3:00pm	  	LOYM 	at	  	USD  	 	   	A	C	M	d1     				2022-02-18T20:00:00.000Z
2022-02-18	 4:00pm	  	MONM 	at	  	NJIT 	 	   	A	 	M	d1     				2022-02-18T21:00:00.000Z
2022-02-18	 5:00pm	  	BYU  	at	  	UNM  	 	   	A	 	M	d1     				2022-02-18T22:00:00.000Z
2022-02-18	 5:00pm	  	AFA  	vs	  	BRY  	 	   	N	 	M	d1     				2022-02-18T22:00:00.000Z
2022-02-18	 7:00pm	  	TNST 	at	  	VANDY	 	   	A	 	M	d1     				2022-02-19T00:00:00.000Z
2022-02-18	 1:00pm	  	FMNT 	at	  	NAVY 	 	   	A	 	M	d2/d1  				2022-02-18T18:00:00.000Z
2022-02-19	 6:30am	  	SCLAR	at	  	UCD  	 	   	A	 	M	d1     				2022-02-19T11:30:00.000Z
2022-02-19	 1:00pm	  	JOES 	at	  	BUCK 	 	   	A	 	M	d1     				2022-02-19T18:00:00.000Z
2022-02-19	 1:00pm	  	GASO 	at	  	STET 	 	   	A	 	M	d1     				2022-02-19T18:00:00.000Z
2022-02-19	 1:00pm	  	IDAHO	at	  	GONZ 	 	   	A	 	M	d1     				2022-02-19T18:00:00.000Z
2022-02-19	 1:00pm	  	SCST 	at	  	WOF  	 	   	A	 	M	d1     				2022-02-19T18:00:00.000Z
2022-02-19	 1:00pm	  	DRAKE	at	  	USU  	 	   	A	 	M	d1     				2022-02-19T18:00:00.000Z
2022-02-19	 1:30pm	  	JMU  	vs	  	NIU  	 	   	N	 	M	d1     				2022-02-19T18:30:00.000Z
2022-02-19	 2:00pm	  	BYU  	at	  	UNM  	 	   	A	 	M	d1     				2022-02-19T19:00:00.000Z
2022-02-19	 3:00pm	  	ORE  	vs	  	LOYM 	 	   	N	 	M	d1     				2022-02-19T20:00:00.000Z
2022-02-19	 5:00pm	  	CHIC 	at	  	CRE  	 	   	A	 	M	d1     				2022-02-19T22:00:00.000Z
2022-02-19	 5:00pm	  	AFA  	vs	  	ARMY 	 	   	N	 	M	d1     				2022-02-19T22:00:00.000Z
2022-02-19	12:00pm	  	LOC  	at	  	COLG 	 	   	A	 	M	d2/d1  				2022-02-19T17:00:00.000Z
2022-02-19	 2:00pm	  	PRES 	at	  	BAC  	 	   	A	 	M	d1/d2  				2022-02-19T19:00:00.000Z
2022-02-19	 2:30pm	  	MESA 	at	  	IDST 	 	   	A	 	M	d2/d1  				2022-02-19T19:30:00.000Z
2022-02-19	 3:30pm	  	MSUD 	at	  	DEN  	 	   	A	 	M	d2/d1  				2022-02-19T20:30:00.000Z
